name,prompts_count,volume,volume_trend,intents
Conselho Consultivo Empresarial,17,1436,100;93;85;76;65;65;65;63;68;68;68;68,task:2;informational:70;navigational:5;commercial:10;transactional:13
Consort: meanings and definitions,24,2188,95;93;93;88;78;78;79;77;100;100;100;100,task:2;informational:83;navigational:5;commercial:5;transactional:5
Con Domain Clusters,16,1278,10;11;12;14;14;23;20;12;12;100;90;94,task:3;informational:59;navigational:19;commercial:11;transactional:8
Frigobares Consul,41,21522,97;100;45;50;63;63;63;97;97;99;98;98,informational:38;navigational:30;commercial:23;transactional:9
Consulados de Taiwán (ROC),16,6439,94;97;13;66;15;16;16;100;100;100;100;100,task:2;informational:44;navigational:31;commercial:7;transactional:16
Ar Condicionado Consul,92,21940,47;50;58;62;100;100;100;92;98;98;98;98,task:5;informational:40;navigational:10;commercial:25;transactional:20
Consolata Brasil - igrejas e escolas,17,829,90;99;100;75;77;81;81;80;62;62;63;62,informational:47;navigational:38;commercial:11;transactional:4
Embaixadores e Embaixadoras,21,3657,87;90;94;74;82;82;81;84;100;100;98;98,task:2;informational:73;navigational:5;commercial:15;transactional:5
Coifas e depuradores Consul,24,869,70;90;100;49;50;50;50;51;64;68;64;69,task:2;informational:40;navigational:29;commercial:13;transactional:16
Casa do Consolador – conteúdos e serviços,16,1861,58;82;85;92;91;97;97;100;84;83;84;82,task:2;informational:42;navigational:26;commercial:10;transactional:20
Consulados e Embaixadas no Brasil,137,79878,94;95;97;88;79;79;79;99;100;100;100;100,task:2;informational:56;navigational:22;commercial:8;transactional:12
Construtoras Factus,15,102,13;14;18;54;54;17;17;100;89;19;19;19,task:3;informational:15;navigational:70;commercial:7;transactional:5
Consulados de Portugal no Brasil,27,4488,51;69;71;69;74;78;79;99;100;100;100;99,task:3;informational:54;navigational:29;commercial:5;transactional:9
Conselheiros Profissionais,25,8895,63;71;74;66;65;67;67;48;99;99;100;100,task:3;informational:70;navigational:10;commercial:12;transactional:5
Grupo Condonal e Oportunidades,15,1371,6;31;28;30;35;49;38;100;74;55;62;86,task:10;informational:22;navigational:34;commercial:22;transactional:12
Condone: Meaning and Definition,25,1928,47;54;54;53;54;56;56;58;100;100;100;100,task:2;informational:88;navigational:5;commercial:3;transactional:2
ConsulFarma Congressos e Eventos,16,740,58;90;91;90;90;95;97;98;100;100;100;99,task:3;informational:24;navigational:59;commercial:4;transactional:10
Preposto e Carta de Preposto,67,57002,83;81;82;83;86;87;87;93;100;100;100;100,task:3;informational:79;navigational:5;commercial:10;transactional:3
Presidential salutations,15,1030,35;37;24;23;100;100;100;83;83;83;83;83,task:12;informational:65;navigational:5;commercial:8;transactional:10
English Consultation Definitions,20,1153,50;63;74;71;73;75;74;79;78;78;96;100,task:8;informational:78;navigational:5;commercial:6;transactional:3
Consiglog no Governo Brasileiro,31,4411,74;94;99;99;94;96;97;98;100;100;100;100,task:2;informational:27;navigational:54;commercial:4;transactional:13
Condomínios e SOS Condomínios,16,175,70;88;91;81;85;89;89;89;97;100;84;84,task:7;informational:42;navigational:33;commercial:10;transactional:8
Con: etimologia e significado,24,53353,18;15;16;99;99;100;100;100;100;100;100;100,task:7;informational:81;navigational:6;commercial:5;transactional:1
Clínicas Consulmed,16,879,66;78;80;48;57;69;55;77;70;77;79;100,task:2;informational:41;navigational:44;commercial:7;transactional:6
Voluptas Societas,15,620,23;32;33;51;51;41;36;27;25;100;97;99,task:10;informational:38;navigational:37;commercial:10;transactional:5
Cervejeiras Consul,35,4646,59;77;84;98;99;100;100;94;93;96;93;92,task:2;informational:51;navigational:15;commercial:15;transactional:17
Pastas Executivas de Convenção,18,294,98;99;100;100;95;98;98;97;98;98;98;99,task:2;informational:58;navigational:10;commercial:20;transactional:10
Servizi Consolari Italiani Online,16,66,53;56;70;73;74;78;73;100;87;85;97;83,task:7;informational:37;navigational:31;commercial:11;transactional:14
Counselling and Counselor Terminology,20,1162,59;97;100;83;79;81;81;86;89;88;97;98,task:5;informational:80;navigational:5;commercial:5;transactional:5
Síndico de Condomínio,47,22991,79;94;94;98;63;64;63;98;100;100;100;100,task:5;informational:71;navigational:10;commercial:10;transactional:4
Papas e Conclave,34,127164,46;63;65;74;76;76;76;100;100;100;100;100,task:2;informational:81;navigational:5;commercial:8;transactional:4
Chanceler e Whisky (PT),25,14543,12;48;18;88;93;94;94;99;100;100;100;100,task:2;informational:75;navigational:5;commercial:8;transactional:10
Numen Latine,15,1397,35;37;38;36;67;68;68;81;100;100;100;100,task:10;informational:60;navigational:16;commercial:10;transactional:4
Rebus sic stantibus: doctrina iuris,27,25952,85;100;100;100;79;79;79;86;86;86;86;86,task:8;informational:80;navigational:4;commercial:6;transactional:2
MEC 777,15,1709,5;6;6;6;6;29;23;98;73;46;37;100,task:10;informational:47;navigational:28;commercial:12;transactional:3
"Conferente: salários, funções e vagas",70,36904,98;100;100;100;97;97;97;97;99;98;99;100,task:2;informational:74;navigational:10;commercial:9;transactional:5
Prenotazioni consolari Italiane,17,1317,55;76;75;71;82;89;89;94;100;100;99;97,task:10;informational:24;navigational:31;commercial:8;transactional:27
Senate and Senators,16,138,19;100;67;69;44;96;63;63;55;70;52;21,task:3;informational:54;navigational:24;commercial:11;transactional:8
Fortiori Ratiocinatio,18,1525,96;99;63;93;93;94;94;100;100;94;94;94,task:5;informational:69;navigational:11;commercial:5;transactional:10
Consulado da Índia em São Paulo,15,79,68;72;86;82;82;100;89;89;88;81;88;98,task:1;informational:19;navigational:72;commercial:3;transactional:5
Candidato e Candidatura,30,4261,36;100;98;93;43;45;46;34;41;41;40;40,task:2;informational:74;navigational:8;commercial:12;transactional:4
Ar Condicionado Consul e Bem-Estar,18,131,67;89;100;97;90;85;85;100;87;96;86;91,task:3;informational:49;navigational:18;commercial:20;transactional:10
Formas de tratamento formais em PT,27,14676,39;43;44;47;50;53;53;51;100;100;100;100,task:4;informational:83;navigational:5;commercial:5;transactional:3
Septem Capulus,16,787,52;65;66;65;83;100;83;100;87;86;82;82,task:3;informational:51;navigational:31;commercial:7;transactional:8
Consulados italianos no Brasil,27,2809,57;58;66;69;85;86;86;100;92;92;93;92,task:5;informational:56;navigational:22;commercial:10;transactional:7
Brasileiro em Roma: embaixadas e consulados,18,1315,82;87;88;52;59;73;69;88;98;97;97;100,task:4;informational:60;navigational:14;commercial:18;transactional:4
Relações Exteriores do Brasil,22,5133,64;84;90;89;84;86;86;88;100;100;100;99,task:5;informational:67;navigational:13;commercial:9;transactional:6
Celestino Despachante,18,796,93;100;100;95;29;31;31;29;32;32;32;32,task:2;informational:34;navigational:45;commercial:13;transactional:6
Centro de Consultas,20,8016,86;98;100;99;90;92;92;92;94;94;94;93,task:2;informational:27;navigational:56;commercial:8;transactional:7
Eventos CONEC,16,6705,22;23;24;22;95;96;96;100;100;100;100;100,task:2;informational:62;navigational:19;commercial:14;transactional:3
Centros CEN,18,1280,67;88;90;89;89;95;95;91;92;92;100;100,task:3;informational:50;navigational:39;commercial:5;transactional:3
Rete Avictoris,16,278,15;16;22;32;49;34;32;100;61;28;28;40,task:10;informational:11;navigational:49;commercial:18;transactional:12
Quatenus Online Ecosystem,15,356,35;50;50;47;52;58;90;57;58;62;61;100,task:3;informational:58;navigational:21;commercial:14;transactional:4
Solucionador Regional,18,2403,33;38;38;37;37;39;38;96;99;100;94;94,task:5;informational:59;navigational:13;commercial:15;transactional:8
Publicaciones de Concilium,17,289,88;100;92;86;82;83;83;80;91;91;90;90,task:2;informational:68;navigational:23;commercial:5;transactional:2
Promotores Tales Fonseca Tranin,15,398,16;33;32;40;40;25;26;100;73;44;42;21,task:3;informational:60;navigational:18;commercial:12;transactional:7
Consulados e Embaixadas do Reino Unido,28,3552,80;89;89;76;74;76;77;97;100;100;100;99,task:2;informational:61;navigational:13;commercial:10;transactional:14
Ius sanguinis et ius soli,26,9202,62;96;96;96;99;100;100;100;100;100;99;99,informational:79;navigational:5;commercial:12;transactional:4
US Embassies and Consulates,20,2749,100;74;75;67;43;44;44;93;97;98;97;97,task:3;informational:45;navigational:36;commercial:10;transactional:6
Concierge: serviços e significados,45,66333,95;92;94;98;48;48;48;100;100;100;100;100,task:5;informational:83;navigational:5;commercial:5;transactional:2
Concurso e Educação no Brasil,79,80955,76;83;85;97;90;91;90;100;99;98;98;98,task:7;informational:59;navigational:16;commercial:11;transactional:7
Assessorado — Variantes em PT,20,2033,99;100;98;88;70;71;71;43;43;43;43;43,task:2;informational:80;navigational:5;commercial:10;transactional:3
Cargos de Confiança e Comissionados,101,41997,96;97;100;99;86;87;87;92;95;95;94;94,task:2;informational:85;navigational:5;commercial:5;transactional:3
Convention and Visitors Bureau (CVB),21,1975,100;98;96;93;93;94;94;44;48;48;47;47,task:2;informational:65;navigational:12;commercial:15;transactional:6
English Dictionary & Thesaurus,25,10535,24;48;49;51;64;65;65;100;100;100;100;100,task:5;informational:76;navigational:10;commercial:6;transactional:3
Consul - Purificadores de Água,24,3559,83;98;100;64;69;72;73;72;68;67;65;65,task:5;informational:42;navigational:14;commercial:26;transactional:13
Pronomes de Tratamento,371,207954,100;94;88;87;89;89;89;92;92;92;92;92,task:6;informational:83;navigational:2;commercial:5;transactional:4
Iuris pro societate,18,2283,89;99;99;99;26;27;25;93;93;100;97;98,task:2;informational:78;navigational:5;commercial:13;transactional:2
Hentai Kaiフレーズ集,15,10977,90;92;100;95;94;95;95;92;93;93;93;93,task:40;informational:37;navigational:15;commercial:4;transactional:4
Ciente e Ciência,84,79373,36;38;42;45;56;56;56;97;100;100;100;100,task:8;informational:74;navigational:5;commercial:10;transactional:3
Whirlpool e Consul no Brasil,54,37773,25;28;31;48;95;95;95;89;100;100;100;100,task:2;informational:43;navigational:27;commercial:19;transactional:9
PROCON SC,18,2709,76;98;100;85;82;86;87;95;95;95;95;94,task:2;informational:49;navigational:24;commercial:14;transactional:11
pururin系日本語フレーズ,17,419,92;100;100;53;40;41;42;36;37;37;37;37,task:5;informational:64;navigational:7;commercial:10;transactional:14
Conselho Tutelar Brasil,124,107381,100;100;97;92;85;85;85;91;86;86;86;86,task:9;informational:65;navigational:10;commercial:10;transactional:6
Geladeiras Consul no Brasil,16,930,19;29;34;33;32;27;38;91;71;100;88;64,task:4;informational:22;navigational:32;commercial:20;transactional:22
Variações de comungó,18,853,89;81;81;81;87;100;98;87;87;87;87;87,task:5;informational:80;navigational:5;commercial:8;transactional:2
English Email Sign-offs,28,16627,83;96;98;100;100;100;100;99;100;99;99;99,task:12;informational:70;navigational:5;commercial:10;transactional:3
Aprovação e Aprovadores,16,354,63;99;100;76;64;67;67;68;66;94;79;78,task:7;informational:45;navigational:33;commercial:10;transactional:5
Cartório e Tabelionato,96,32044,89;87;93;92;96;96;96;97;100;100;100;100,task:5;informational:74;navigational:10;commercial:9;transactional:2
Consulta CAUC,17,2883,59;87;89;88;73;78;79;96;100;100;99;94,task:7;informational:51;navigational:20;commercial:11;transactional:11
Lava-louças Consul,28,3081,85;100;100;98;94;97;97;76;70;79;86;100,informational:51;navigational:15;commercial:16;transactional:18
Officium Plataforma,15,325,39;100;90;73;73;57;53;51;29;29;25;26,task:2;informational:55;navigational:33;commercial:7;transactional:3
Condomínios e Condo,17,12887,75;44;18;16;72;73;73;100;100;100;100;99,task:8;informational:62;navigational:5;commercial:15;transactional:10
Consulados e embaixadas da América Latina em SP,17,1670,63;83;90;96;94;100;100;93;98;97;95;94,task:2;informational:33;navigational:41;commercial:5;transactional:19
Sessões Solenes,19,1959,37;50;45;76;98;100;97;71;89;89;89;89,task:2;informational:73;navigational:10;commercial:10;transactional:5
Concer: pedágios e vagas no Brasil,16,1049,32;42;41;26;100;98;98;25;31;38;23;23,task:3;informational:61;navigational:25;commercial:6;transactional:5
Aconselhamento,17,1993,19;58;56;20;19;19;18;100;100;100;100;100,task:12;informational:58;navigational:2;commercial:8;transactional:20
Diplomatas e concursos diplomáticos no Brasil,160,117883,78;72;98;99;72;72;72;100;96;96;96;96,task:7;informational:70;navigational:9;commercial:11;transactional:3
Consolo: significados e sinônimos,41,62035,10;12;66;68;72;73;73;100;100;100;100;100,task:5;informational:83;navigational:5;commercial:5;transactional:2
Headquarters and Office Terminology,23,4013,57;71;73;100;77;79;80;67;73;73;72;71,task:3;informational:81;navigational:5;commercial:6;transactional:5
Micro-ondas Consul,22,3300,84;99;100;51;47;50;52;54;61;62;75;76,task:2;informational:39;navigational:23;commercial:20;transactional:16
PROCON Manaus,19,1405,76;96;97;93;86;90;90;93;98;99;100;100,task:5;informational:49;navigational:39;commercial:4;transactional:3
Manus IA,45,86769,48;62;67;81;84;84;85;100;100;100;100;100,task:10;informational:55;navigational:22;commercial:9;transactional:4
Embaixadas e Consulados da Coreia,24,1880,77;75;79;68;45;46;46;61;100;89;75;75,task:2;informational:48;navigational:28;commercial:16;transactional:6
TCU e Contas da União,24,13186,77;85;91;96;96;97;97;99;100;100;100;100,task:2;informational:62;navigational:22;commercial:7;transactional:7
Ar condicionado portátil Consul,23,3615,85;98;100;50;72;75;75;71;72;72;72;71,task:2;informational:35;navigational:24;commercial:29;transactional:10
Consórcio Canopus,19,548,85;91;100;99;92;88;86;87;88;89;88;88,task:3;informational:55;navigational:26;commercial:9;transactional:7
Conveniadas e Conveniados – Significado,16,1107,78;79;80;80;88;88;89;88;88;98;95;100,task:5;informational:83;navigational:4;commercial:6;transactional:2
Stato e Consultoria,15,228,8;32;30;25;20;75;49;100;81;84;68;21,task:3;informational:31;navigational:46;commercial:8;transactional:12
PRONUNI: Documentos e Cronograma,55,26717,68;68;75;71;93;93;93;98;99;100;100;100,task:2;informational:54;navigational:26;commercial:9;transactional:9
Régua Online e Tradução,26,8430,27;36;38;86;85;88;88;100;97;97;97;97,task:2;informational:67;navigational:15;commercial:10;transactional:6
Consulados em Porto Alegre,27,7132,67;79;84;92;98;100;100;95;94;93;93;92,informational:60;navigational:31;commercial:5;transactional:4
Polícia Civil: Agentes de Telecomunicações,20,913,29;100;97;22;25;49;37;38;35;35;34;36,task:2;informational:83;navigational:5;commercial:8;transactional:2
Conselho Fiscal em Condomínios,33,6837,96;100;99;95;93;93;96;95;94;94;92;92,task:5;informational:78;navigational:5;commercial:10;transactional:2
Peças para Ar Condicionado Consul,15,446,57;66;68;52;51;50;54;72;43;99;87;100,task:2;informational:29;navigational:7;commercial:48;transactional:14
English-Latin Phrase Fragments,19,760,73;74;74;69;93;89;80;65;65;100;88;92,task:15;informational:70;navigational:5;commercial:5;transactional:5
Memorandos de Entendimento (MOU),26,9095,34;40;91;48;95;94;94;100;99;96;97;97,task:2;informational:73;navigational:5;commercial:12;transactional:8
Veni Vidi Vici Locutiones,63,85655,46;45;46;32;39;39;39;99;100;100;100;100,task:12;informational:71;navigational:8;commercial:8;transactional:1
Doctor Condo,16,236,25;47;39;38;33;49;37;49;49;100;34;33,task:7;informational:25;navigational:46;commercial:10;transactional:12
Contis e consultoria,16,262,40;63;62;45;25;57;50;100;83;54;68;68,task:9;informational:21;navigational:42;commercial:17;transactional:11
Concierge Services & Definitions,21,657,34;63;53;49;50;59;42;69;69;92;100;67,task:2;informational:80;navigational:5;commercial:10;transactional:3
Serviços públicos do Brasil,15,1495,25;44;45;53;64;69;69;100;74;74;81;88,task:7;informational:56;navigational:11;commercial:22;transactional:4
European Commission,17,2038,100;34;34;33;31;32;33;94;95;90;90;90,task:2;informational:52;navigational:35;commercial:5;transactional:6
Chief Translation,19,8456,12;16;17;21;21;23;23;100;98;98;98;98,task:5;informational:57;navigational:18;commercial:12;transactional:8
Institutos Ponte,15,259,14;60;100;73;73;70;33;57;47;47;29;26,task:3;informational:37;navigational:45;commercial:11;transactional:4
Conciliar: Significado e Sinônimos,43,40693,82;83;38;83;93;93;93;96;100;100;100;100,task:2;informational:86;navigational:5;commercial:4;transactional:3
Comportamento e Conduta,17,1712,90;92;92;100;82;82;82;57;57;65;63;58,task:5;informational:80;navigational:5;commercial:8;transactional:2
ProSindico para Condomínios,15,435,47;53;53;52;51;54;54;65;100;94;57;57,task:7;informational:36;navigational:24;commercial:22;transactional:11
Comunicare a chi,16,212,21;81;81;81;100;100;100;13;13;12;12;12,task:5;informational:75;navigational:5;commercial:10;transactional:5
Cortesia e Etiqueta,29,18640,28;32;76;26;71;72;72;98;100;100;100;100,task:5;informational:71;navigational:12;commercial:7;transactional:5
Procon: atendimento ao cidadão,96,30480,66;72;78;81;89;89;89;100;98;98;98;98,task:8;informational:61;navigational:14;commercial:13;transactional:4
Filtros e Purificadores Consul Facilite,25,1911,69;87;87;84;80;82;76;100;90;95;90;92,task:5;informational:35;navigational:19;commercial:31;transactional:10
Termos legais: anuente e interveniente,53,20276,93;97;97;96;90;91;91;90;100;100;100;100,task:2;informational:88;navigational:5;commercial:3;transactional:2
Concrelagos Contato e Telefones,16,670,69;84;84;88;95;100;99;91;93;92;93;92,informational:62;navigational:28;commercial:6;transactional:4
Procurações para assembleias de condomínio,30,2462,92;100;94;83;87;89;89;72;77;77;77;77,task:5;informational:72;navigational:5;commercial:10;transactional:8
Consórcios e Sitcon,16,2026,30;48;45;46;38;39;35;65;68;74;86;100,informational:65;navigational:17;commercial:15;transactional:3
Ministérios do Brasil,59,24585,65;69;70;76;76;76;76;100;81;81;82;82,informational:55;navigational:34;commercial:9;transactional:2
Cônego e Monsenhor: Significados,35,14654,72;41;42;41;41;42;42;97;100;100;100;100,task:5;informational:80;navigational:5;commercial:5;transactional:5
Conesul e Redes no Brasil,16,803,34;100;100;100;28;37;27;55;27;30;22;22,task:2;informational:55;navigational:16;commercial:7;transactional:20
Consortium Variants,17,362,21;52;39;30;39;42;33;29;100;97;48;54,task:10;informational:61;navigational:4;commercial:21;transactional:4
Correspondentes Jurídicos,46,29154,71;74;75;89;93;94;94;98;100;100;100;100,task:2;informational:65;navigational:12;commercial:12;transactional:9
Consolatio lojas e camisas,18,570,61;84;85;83;100;97;78;74;74;76;73;73,task:3;informational:36;navigational:34;commercial:13;transactional:14
Peças e prateleiras Consul,23,1536,86;99;100;56;50;52;53;63;53;54;57;57,task:3;informational:50;navigational:23;commercial:13;transactional:11
Aglutinadores,21,1566,42;40;82;97;100;100;100;79;90;90;90;90,task:2;informational:80;navigational:5;commercial:10;transactional:3
Consórcios e Contemplados no Brasil,15,510,20;80;60;100;100;99;63;61;50;96;67;99,task:3;informational:52;navigational:33;commercial:7;transactional:5
Embaixadas e Consulados da Espanha no Brasil,24,3598,63;71;71;81;88;91;91;95;100;100;100;99,task:5;informational:62;navigational:16;commercial:7;transactional:10
SPQR and Latin Phrases,35,13519,99;100;91;92;88;89;89;87;87;87;87;86,task:8;informational:83;navigational:2;commercial:3;transactional:4
Consulados alemães no Brasil,16,74,58;61;70;70;67;100;86;67;72;72;72;68,task:1;informational:29;navigational:58;commercial:4;transactional:8
Reuniões e Sinônimos,39,34968,34;38;40;100;92;92;92;88;92;92;92;92,task:5;informational:62;navigational:10;commercial:12;transactional:11
Procuração no Brasil,360,179865,100;99;98;97;89;89;89;94;92;92;92;92,task:10;informational:73;navigational:3;commercial:10;transactional:4
centrífugas de roupas Consul,18,350,35;40;42;100;100;100;100;89;59;53;52;52,task:8;informational:41;navigational:4;commercial:38;transactional:9
Custódio: Significado e Anjos Custódios,20,2870,63;67;92;96;97;98;98;100;100;99;100;100,task:5;informational:83;navigational:5;commercial:5;transactional:2
Micro-ondas Consul Facilite,15,999,8;15;18;14;32;44;11;100;28;65;64;72,task:7;informational:32;navigational:24;commercial:26;transactional:11
Consórcio Roma,17,1166,48;61;60;53;62;70;46;89;100;79;71;62,task:4;informational:44;navigational:39;commercial:9;transactional:4
Concur Travel & Expenses,18,16384,92;97;90;98;90;92;92;99;100;100;100;100,task:3;informational:42;navigational:32;commercial:9;transactional:14
Dominus Latine Verba et Fontes,18,12201,14;18;99;99;99;100;100;100;100;100;100;100,task:8;informational:62;navigational:1;commercial:25;transactional:4
Conforama et Conforma,17,452,41;42;42;42;42;44;44;100;88;67;67;67,task:8;informational:32;navigational:45;commercial:9;transactional:6
Portuguese Word Variants,352,688861,81;84;86;89;75;75;75;100;100;100;100;100,task:12;informational:75;navigational:5;commercial:8
Chamber and Commerce Terms,24,5042,43;52;46;37;98;100;100;70;70;70;71;70,task:2;informational:79;navigational:5;commercial:8;transactional:6
Coletiva de Imprensa,20,6508,42;49;53;53;23;25;25;98;100;100;100;100,task:2;informational:59;navigational:20;commercial:7;transactional:12
Model United Nations (MUN),19,1298,98;100;100;99;99;100;100;99;99;99;99;99,task:5;informational:64;navigational:10;commercial:7;transactional:14
Centros Automotivos Contauto,15,131,34;49;52;46;51;47;44;100;68;42;43;41,task:3;informational:22;navigational:56;commercial:11;transactional:8
Tribunais de Contas do Brasil,100,127733,50;86;49;63;60;60;60;94;100;100;100;100,informational:59;navigational:24;commercial:8;transactional:9
Korpus Academia,17,2400,14;40;37;23;23;28;24;41;36;57;51;100,task:3;informational:48;navigational:34;commercial:10;transactional:5
Embaixador Móveis,15,536,40;81;79;69;77;90;100;77;63;62;63;62,task:7;informational:18;navigational:52;commercial:15;transactional:8
Despachantes do Brasil,15,334,61;87;85;80;63;70;66;87;89;87;94;100,task:3;informational:35;navigational:17;commercial:40;transactional:5
Situator Platform,15,1110,91;93;95;95;96;97;96;93;94;94;99;100,task:8;informational:59;navigational:15;commercial:10;transactional:8
Cu em PT: usos e significados,78,151139,28;29;29;29;27;27;27;99;100;100;100;100,task:4;informational:82;navigational:5;commercial:5;transactional:4
Nomeação e Posse em Concursos Públicos,49,9126,47;50;55;100;58;60;60;92;56;56;56;55,task:2;informational:76;navigational:11;commercial:9;transactional:2
Portais e Contatos do Brasil,15,333,33;71;70;98;93;73;66;100;70;82;76;40,task:5;informational:10;navigational:64;commercial:5;transactional:16
Grupo Intercement,17,2576,83;100;96;72;79;81;82;57;68;67;67;66,informational:48;navigational:32;commercial:10;transactional:10
Fogões Consul 4-6 bocas,38,6893,100;45;48;47;42;43;44;53;47;47;47;46,task:2;informational:50;navigational:10;commercial:18;transactional:20
Grupo Exper,17,4304,100;88;93;93;70;71;71;92;85;86;88;92,task:5;informational:62;navigational:15;commercial:10;transactional:8
Reúna Instituto,19,1190,62;83;83;71;69;66;71;81;100;98;81;81,task:5;informational:33;navigational:50;commercial:6;transactional:6
Foreign Affairs Ministries,34,10026,81;91;91;87;89;91;92;98;100;100;100;99,task:5;informational:67;navigational:8;commercial:10;transactional:10
Comunicadores: significado e perfis,19,3554,18;19;20;19;64;65;65;94;100;100;100;100,task:5;informational:72;navigational:8;commercial:12;transactional:3
Civitatis Viagens e Tours,18,7001,72;92;96;96;96;97;98;99;100;100;100;100,task:2;informational:40;navigational:45;commercial:7;transactional:6
District Commissioner Terminology,19,12034,77;69;73;83;99;99;99;100;100;100;100;100,informational:89;navigational:5;commercial:5;transactional:1
Administração de condomínios,19,2874,73;79;79;88;98;99;99;100;93;91;91;91,task:8;informational:68;navigational:9;commercial:12;transactional:3
Atas de Condomínio e Assembleias,20,1278,96;100;100;95;77;81;80;80;84;84;84;84,task:4;informational:80;navigational:6;commercial:7;transactional:3
Commission meaning: dictionary definitions and usage,21,648,57;67;68;65;65;71;71;74;98;97;100;100,task:2;informational:85;navigational:5;commercial:6;transactional:2
Variações de Comon e domínios relacionados,17,2572,15;19;19;17;74;77;76;97;100;100;93;93,task:5;informational:72;navigational:5;commercial:10;transactional:8
Administrator Variants,23,1795,53;66;67;90;96;100;100;84;64;64;64;65,task:10;informational:70;navigational:5;commercial:10;transactional:5
SuperCon: convenções e construção,18,235,15;54;90;54;41;43;43;100;80;46;46;47,task:17;informational:63;navigational:5;commercial:12;transactional:3
Relações Franco-Brasileiras,25,1379,62;75;77;70;90;91;91;100;92;93;93;93,task:3;informational:78;navigational:5;commercial:8;transactional:6
Casus Belli,21,2794,46;49;50;83;100;100;100;98;97;97;97;97,task:2;informational:80;navigational:5;commercial:10;transactional:3
Consultas Online,15,1073,29;48;44;45;46;62;38;41;43;47;47;100,task:10;informational:59;navigational:16;commercial:11;transactional:4
Conferir e Sinônimos em Português,39,15184,88;46;90;93;88;89;90;97;100;100;100;100,task:25;informational:47;navigational:9;commercial:11;transactional:8
ConcReserv Concreto e Serviços,18,1509,60;70;63;60;57;59;61;62;63;63;93;100,informational:18;navigational:60;commercial:6;transactional:16
Secretary Translations,15,1627,14;18;17;17;84;85;85;72;100;70;72;73,task:25;informational:58;navigational:5;commercial:10;transactional:2
Ministry and Government Vocabulary,16,2470,79;86;86;85;97;99;100;68;69;69;67;67,task:2;informational:75;navigational:5;commercial:8;transactional:10
Conduent Brasil,16,1719,11;39;33;26;25;47;36;94;100;100;100;78,informational:37;navigational:49;commercial:11;transactional:3
Condomínios Excellence,15,133,85;91;100;99;96;98;99;95;94;98;94;94,task:7;informational:12;navigational:51;commercial:25;transactional:5
Consulados de Portugal em Belo Horizonte,15,125,84;100;89;90;85;89;99;92;92;95;92;92,task:1;informational:24;navigational:61;commercial:11;transactional:3
Agenda e Reuniões,15,726,36;64;59;84;92;78;52;100;96;82;80;90,task:12;informational:73;navigational:5;commercial:8;transactional:2
