name,prompts_count,volume,volume_trend,intents
Melhores Lava-Louças,31,7659,29;38;42;65;93;86;85;96;100;100;100;100,informational:42;commercial:56;transactional:2
Detergentes para Lava-Louças,48,11159,10;12;20;30;50;51;50;89;99;100;100;100,task:2;informational:51;navigational:4;commercial:33;transactional:10
Lava-Louças (usados e usados/revendidos),18,1548,50;57;57;38;40;41;41;79;67;68;100;99,task:2;informational:60;navigational:5;commercial:17;transactional:16
Limpeza Fácil,17,604,27;32;36;43;40;40;41;28;43;100;43;43,task:8;informational:62;navigational:8;commercial:11;transactional:11
LG Lava-Louças,22,1671,54;67;70;65;73;74;75;100;73;84;80;77,task:4;informational:56;navigational:17;commercial:11;transactional:12
Limpeza de Cozinha,29,2080,51;55;67;94;84;75;77;83;100;100;97;97,task:4;informational:68;navigational:4;commercial:19;transactional:5
Limpeza Tudo,21,6790,27;28;34;100;99;99;99;99;100;100;99;99,task:2;informational:72;navigational:5;commercial:10;transactional:11
Lavanderia e Limpeza,16,243,86;87;86;89;86;87;87;87;100;100;100;100,task:5;informational:72;navigational:5;commercial:10;transactional:8
Bosch lava-louças,18,354,60;95;94;92;92;96;75;100;95;87;85;97,task:1;informational:49;navigational:10;commercial:34;transactional:6
Lava-louças Consul,25,3081,85;100;100;98;94;97;97;76;70;79;86;100,informational:51;navigational:15;commercial:16;transactional:18
Sabão Lava-Louças Unik,17,784,45;49;49;47;67;67;55;39;59;100;94;94,task:2;informational:43;navigational:15;commercial:23;transactional:17
Torneiras para lava-louças (cozinha),16,460,62;85;84;78;81;86;82;89;89;91;93;100,task:3;informational:49;navigational:4;commercial:29;transactional:15
Escorredores de Louças,15,517,40;57;58;51;45;49;66;61;57;38;37;100,task:10;informational:18;navigational:12;commercial:30;transactional:30
Limpeza de Sanduicheiras e Grills,28,4566,32;35;37;51;90;90;90;100;99;98;99;98,task:2;informational:89;navigational:3;commercial:4;transactional:2
Escorredores de louça,30,25566,81;81;86;100;79;79;79;94;78;78;78;78,task:2;informational:53;navigational:4;commercial:31;transactional:10
Finish: tabletes para lava-louças,22,1315,85;94;93;52;96;98;97;93;79;79;93;100,task:5;informational:32;navigational:13;commercial:40;transactional:10
Pastilhas para lava-louça,21,1807,76;85;86;49;51;53;53;100;92;93;92;92,task:2;informational:39;navigational:2;commercial:36;transactional:21
cozinha com lava-louças embutida,16,1095,73;85;88;59;79;79;78;63;67;67;92;100,task:2;informational:66;navigational:10;commercial:14;transactional:8
Conserto Lava-Louças,15,659,11;16;16;16;15;15;14;22;19;63;100;91,task:3;informational:38;navigational:9;commercial:26;transactional:24
limpmais limpeza,16,54,44;46;54;54;54;52;52;100;95;60;60;60,task:10;informational:28;navigational:10;commercial:40;transactional:12
lava-louças Tramontina,16,423,55;70;71;84;85;73;74;75;76;90;88;100,task:3;informational:29;navigational:41;commercial:11;transactional:16
lava-louças gourmand Brastemp,15,382,6;16;18;46;40;38;9;100;54;33;28;32,task:3;informational:41;navigational:31;commercial:16;transactional:9
Secantes e brilhos para lava-louças,36,12869,22;29;30;57;68;69;70;100;93;93;93;93,task:8;informational:53;navigational:4;commercial:29;transactional:6
Lava-louças Carrefour,16,2719,7;26;22;20;19;22;21;21;17;19;86;100,task:3;informational:26;navigational:29;commercial:15;transactional:27
Detergentes CIF para lava-louças,18,360,56;59;57;70;63;55;53;67;67;75;72;100,task:7;informational:36;navigational:8;commercial:32;transactional:17
Lava-louças Continental 14 serviços,16,935,12;80;100;54;52;19;16;29;21;26;24;95,task:3;informational:55;navigational:18;commercial:17;transactional:7
Lavanderias e Lavare,16,130,77;81;89;87;89;94;91;99;100;100;100;100,task:7;informational:41;navigational:7;commercial:40;transactional:5
Limpeza de Fogões,168,48653,64;67;71;89;97;97;97;95;100;100;100;100,task:2;informational:73;navigational:6;commercial:12;transactional:7
Lava-louças 6 serviços,25,2633,85;100;57;53;46;49;50;51;52;52;52;51,task:4;informational:53;navigational:4;commercial:28;transactional:11
Lava-louças e lavadoras compactas,24,929,73;100;71;62;68;56;55;73;66;76;64;69,task:2;informational:65;navigational:5;commercial:22;transactional:6
Brinquedos Lava-Louça Infantis,18,315,74;94;94;90;86;91;94;86;92;100;100;99,task:9;informational:57;navigational:1;commercial:21;transactional:12
Limpeza Doméstica e Higiene,36,12503,21;23;100;23;95;96;96;24;24;24;24;24,task:8;informational:70;navigational:3;commercial:7;transactional:12
Lava-louças Elettromec,15,198,51;53;53;51;51;53;53;70;68;100;91;58,informational:33;navigational:36;commercial:11;transactional:20
Mangueiras para Lava-Louças,16,658,21;42;43;27;39;29;43;37;34;100;86;92,task:5;informational:40;navigational:3;commercial:29;transactional:23
Bruxas da Limpeza,18,242,22;32;34;68;56;41;50;100;72;38;39;35,task:10;informational:60;navigational:8;commercial:17;transactional:5
Lavadoras e Lava-Louças Hisense,34,11699,12;19;21;30;87;89;89;96;100;100;99;100,task:2;informational:60;navigational:10;commercial:17;transactional:11
Lavadores de Copos,19,652,84;92;100;97;52;45;45;58;52;52;52;52,task:2;informational:47;navigational:19;commercial:24;transactional:8
Postos com Lava Rápido,19,2274,93;100;95;87;81;83;83;82;83;83;80;79,task:2;informational:48;navigational:25;commercial:19;transactional:6
Mops e Vassouras,16,427,44;60;57;46;79;61;52;73;69;46;63;100,task:3;informational:44;navigational:13;commercial:23;transactional:17
LG Lava e Seca,112,32728,48;50;54;58;83;83;83;100;83;83;83;83,task:2;informational:43;navigational:18;commercial:19;transactional:18
Louças e Sanitários Brasil,19,1072,24;27;28;39;100;100;95;67;64;39;39;58,task:1;informational:23;navigational:29;commercial:39;transactional:8
Lava-Louças Brastemp e Eletrodomésticos,19,641,21;48;55;53;74;78;77;68;69;100;82;82,task:1;informational:38;navigational:37;commercial:15;transactional:9
Faxina em casa,27,2240,55;64;60;99;100;91;91;100;86;86;86;86,task:2;informational:80;navigational:5;commercial:10;transactional:3
limpeza multiuso,18,4234,22;28;53;57;95;94;95;96;100;100;98;98,task:8;informational:52;navigational:2;commercial:34;transactional:4
Finish Lava Louças e Powerball,20,4016,67;87;92;93;92;95;96;97;99;99;100;100,task:3;informational:62;navigational:7;commercial:18;transactional:10
Lavanderia e Passar Roupas,16,233,87;91;100;99;99;99;100;98;100;100;100;100,task:5;informational:53;navigational:9;commercial:22;transactional:11
lava-louças Philco,25,1815,74;98;100;97;77;81;85;78;86;85;87;86,task:1;informational:47;navigational:24;commercial:12;transactional:16
Lava-louças e Electrolux,15,451,2;33;45;27;17;14;21;100;92;38;34;42,task:7;informational:64;navigational:8;commercial:18;transactional:3
Britânia Lava-Louças,16,202,12;16;18;17;33;21;17;27;24;100;83;18,task:3;informational:40;navigational:35;commercial:15;transactional:7
Detergentes e Buchas,15,156,66;94;100;98;74;65;63;75;74;80;69;67,task:3;informational:60;navigational:8;commercial:12;transactional:17
Limpeza de máquinas,18,1041,18;20;28;38;51;51;51;95;95;100;100;99,task:2;informational:68;navigational:5;commercial:15;transactional:10
Limpeza de Inox,28,9213,27;32;55;93;92;94;93;100;78;78;79;78,task:4;informational:64;navigational:4;commercial:18;transactional:10
Lava-louças Midea no Brasil,59,19334,46;52;58;89;62;62;62;99;100;100;100;100,task:2;informational:55;navigational:4;commercial:20;transactional:19
Limpeza de Máquina de Lavar,160,58643,69;69;75;88;88;88;88;99;100;100;100;100,task:3;informational:77;navigational:5;commercial:8;transactional:7
Detergentes Ype para Lava-Louças,19,706,85;100;100;74;74;78;76;87;67;71;71;70,task:2;informational:34;navigational:32;commercial:25;transactional:7
Lavanderia Brilhante,18,513,82;41;40;100;100;99;99;100;99;99;99;99,task:3;informational:51;navigational:30;commercial:12;transactional:4
Higiene das Mãos,27,3890,29;37;38;41;66;69;69;96;100;98;100;100,informational:82;navigational:4;commercial:4;transactional:10
Passar Roupas e Lavanderia,39,12113,36;25;25;64;91;92;92;100;99;99;99;99,task:26;informational:59;navigational:3;commercial:8;transactional:4
Lavanderias do Brasil,17,1128,37;39;32;27;22;22;24;91;100;100;100;100,task:2;informational:68;navigational:15;commercial:10;transactional:5
Detergentes Limpol Brasil,21,7430,81;90;92;91;95;98;98;98;99;100;100;100,task:2;informational:30;navigational:27;commercial:18;transactional:23
Suportes e bases para lava-louças,15,1967,61;89;90;87;83;89;90;90;93;100;91;90,task:10;informational:43;navigational:5;commercial:34;transactional:8
Veja limpadores desengordurantes,35,5106,46;61;62;71;99;100;100;74;69;70;70;69,task:5;informational:47;navigational:4;commercial:36;transactional:8
escovas de lavar roupas,19,3773,74;86;89;45;92;93;93;97;100;100;99;98,task:2;informational:64;navigational:2;commercial:22;transactional:10
Sabão Jua e Desinfetante,15,199,68;82;100;89;96;89;82;82;85;85;86;88,task:10;informational:63;navigational:5;commercial:15;transactional:7
Camicado: louças e jogos de jantar,15,569,78;100;100;90;86;88;86;89;83;77;77;78,task:7;informational:18;navigational:41;commercial:11;transactional:23
Tanques de Louça Deca,21,1186,71;100;100;91;88;94;94;94;96;96;98;96,task:3;informational:37;navigational:26;commercial:19;transactional:15
Lavadoras de roupas,17,774,36;74;82;68;41;51;53;41;64;84;56;100,task:7;informational:37;navigational:10;commercial:18;transactional:28
Lava-louças Electrolux Blue Touch,20,1210,30;47;52;47;45;42;45;70;67;76;100;86,task:3;informational:31;navigational:38;commercial:16;transactional:12
Lava-louças Panasonic,20,1293,68;79;83;79;77;86;85;100;54;82;68;94,task:5;informational:61;navigational:10;commercial:16;transactional:8
Lava-louças 8 serviços 220V,19,721,49;72;70;66;66;62;61;97;94;100;81;91,task:3;informational:41;navigational:4;commercial:39;transactional:13
Lavar roupas à mão,34,7471,97;100;99;93;86;87;87;88;89;89;87;87,task:6;informational:81;navigational:3;commercial:5;transactional:5
Lava Rápido de Carros no Brasil,15,555,46;69;71;66;66;78;87;100;88;63;59;58,task:3;informational:53;navigational:5;commercial:32;transactional:7
Limpeza doméstica,26,2024,44;52;53;53;98;100;99;65;63;63;64;64,task:2;informational:60;navigational:5;commercial:17;transactional:16
Lavadeiras e Lavandeiros do Brasil,19,1937,70;100;100;92;67;69;69;46;44;42;41;42,task:2;informational:63;navigational:16;commercial:7;transactional:12
Instalação e Nicho de Lava-Louças,22,2094,89;93;98;89;76;77;76;66;76;77;95;100,task:2;informational:76;navigational:5;commercial:8;transactional:9
Máquinas de Lavar Roupas,24,2285,35;37;37;47;47;53;52;100;89;69;68;86,task:5;informational:72;navigational:5;commercial:10;transactional:8
Lavagem de Tapetes,68,17870,76;88;85;96;93;94;94;97;100;100;100;100,task:2;informational:64;navigational:5;commercial:19;transactional:10
Lavanderias Lavamais,15,106,77;89;91;100;92;97;96;100;95;95;95;95,informational:30;navigational:45;commercial:22;transactional:3
Produtos de Limpeza,86,77750,26;26;40;47;55;55;55;100;91;91;91;91,task:2;informational:52;navigational:5;commercial:32;transactional:9
Veja Limpeza: Produtos de Limpeza,33,9933,53;62;67;78;82;83;83;100;98;98;98;98,task:3;informational:25;navigational:35;commercial:24;transactional:13
Lava-louças Compactas e Instalação,45,12635,70;78;80;84;99;100;100;95;94;94;94;94,task:5;informational:68;navigational:5;commercial:18;transactional:4
limpeza de vaso sanitário,112,31185,91;93;97;100;98;99;99;97;100;100;100;100,task:3;informational:78;navigational:5;commercial:11;transactional:3
Lava-louças Samsung no Brasil,33,7829,85;97;100;100;99;100;100;88;93;93;91;90,task:5;informational:37;navigational:21;commercial:20;transactional:17
Limpeza de casas sujas,16,168,29;28;100;28;16;19;18;14;14;14;14;14,task:8;informational:80;navigational:5;commercial:5;transactional:2
Limpeza de Azulejos da Cozinha,34,4116,68;78;77;74;70;70;70;80;100;94;80;80,task:8;informational:80;navigational:5;commercial:5;transactional:2
Detergente Caseiro: Receitas e Dicas,32,4031,55;62;100;100;54;56;56;65;77;77;77;76,task:2;informational:79;navigational:6;commercial:5;transactional:8
Lava-louças Brastemp 14 Serviços,17,689,62;76;78;71;70;68;66;67;77;86;95;100,task:5;informational:59;navigational:10;commercial:15;transactional:11
limpeza de forno elétrico,41,9869,29;31;38;86;99;100;100;56;56;56;57;56,task:8;informational:80;navigational:3;commercial:7;transactional:2
Lava-louças Hobart,18,3127,89;95;96;100;89;91;91;100;99;99;98;98,task:3;informational:63;navigational:17;commercial:12;transactional:5
Faxina e Limpeza de Casa,47,20669,63;75;83;83;72;73;73;98;100;100;100;100,task:12;informational:71;navigational:4;commercial:11;transactional:2
Lava Rápido Brasil,83,83865,100;58;58;84;79;79;79;79;75;75;75;75,task:8;informational:40;navigational:15;commercial:22;transactional:15
Faxina Mil Grau,15,479,27;32;33;30;65;68;69;100;99;86;86;85,task:7;informational:30;navigational:25;commercial:18;transactional:20
Limpeza de Banheiro,108,32463,95;97;98;96;92;93;93;98;100;100;100;100,task:12;informational:72;navigational:5;commercial:10;transactional:1
Limpa Vidros,19,284,43;53;100;34;100;89;89;54;41;48;42;42,task:2;informational:64;navigational:5;commercial:21;transactional:8
Veja limpeza doméstica,16,521,23;39;67;60;60;52;43;76;96;100;76;77,task:3;informational:33;navigational:38;commercial:22;transactional:4
Porta e cestos de talheres para lava-louças,18,638,19;28;30;29;37;40;35;74;60;100;90;95,task:7;informational:36;navigational:11;commercial:32;transactional:14
Lavado: sinônimos e significados,19,6324,91;94;24;93;93;94;94;100;100;100;100;100,informational:80;navigational:2;commercial:10;transactional:8
Baldes de água e itens molhados,19,1826,25;26;28;27;27;31;31;100;100;100;100;100,task:7;informational:75;navigational:5;commercial:10;transactional:3
Água sanitária e limpeza,41,30374,15;67;85;90;96;97;96;100;100;100;100;100,task:7;informational:62;navigational:4;commercial:16;transactional:11
Estopa e panos de limpeza,21,1638,68;77;44;50;98;100;100;93;89;89;90;90,task:2;informational:52;navigational:9;commercial:31;transactional:6
Produtos de limpeza Veja,15,167,17;100;100;97;100;41;41;54;23;23;23;45,task:4;informational:30;navigational:34;commercial:28;transactional:4
Balde e lavadora de roupas,21,527,87;100;100;58;57;64;74;81;45;45;43;43,task:8;informational:75;navigational:2;commercial:10;transactional:5
Casa do Lavador - Lavação Automotiva Brasil,15,657,37;48;48;47;82;100;83;53;58;57;49;49,task:3;informational:18;navigational:64;commercial:10;transactional:5
Lavanderias Clean Brasil,16,314,65;83;88;86;85;85;85;88;100;100;95;95,task:3;informational:24;navigational:37;commercial:28;transactional:8
Lavanderias em Belo Horizonte,15,52,88;96;93;93;100;96;91;88;80;80;80;80,task:1;informational:28;navigational:32;commercial:28;transactional:11
Lavadoras e Secadoras LG,19,2045,43;54;57;48;47;47;47;100;60;68;56;64,task:2;informational:36;navigational:10;commercial:36;transactional:16
Dr Lava Tudo - Limpeza e Serviços,18,1120,62;90;94;87;87;91;92;91;98;98;100;97,task:7;informational:27;navigational:29;commercial:22;transactional:15
Panos de Limpeza,20,5116,43;47;41;47;29;30;30;98;100;100;99;99,task:5;informational:59;navigational:5;commercial:20;transactional:11
Lavacar Londrina,15,186,10;11;12;12;100;12;16;13;12;23;20;20,task:3;informational:33;navigational:31;commercial:29;transactional:4
escovas de mão,15,161,30;79;100;79;48;40;36;44;44;40;40;40,task:7;informational:45;navigational:4;commercial:28;transactional:16
Louças Maison Blanche,15,150,75;100;99;93;71;54;54;76;72;52;52;51,task:7;informational:33;navigational:42;commercial:10;transactional:8
Lavagem de roupas íntimas,43,7159,90;95;85;90;91;92;92;100;89;89;89;89,task:5;informational:80;navigational:2;commercial:6;transactional:7
Tapetes e Escorredores de Louça,16,931,72;97;98;96;78;93;94;98;98;99;100;99,task:3;informational:36;navigational:5;commercial:35;transactional:21
Pratos e Talheres: Utensílios de Cozinha,15,134,81;91;100;87;79;90;85;95;93;87;87;89,task:10;informational:53;navigational:4;commercial:22;transactional:11
Limpeza de fogões com vidro,33,7089,100;96;99;100;95;95;95;98;96;96;97;97,task:2;informational:83;navigational:5;commercial:8;transactional:2
TCL lava e seca,19,4113,14;30;32;30;64;64;64;80;70;67;66;100,task:2;informational:58;navigational:23;commercial:12;transactional:5
Limpeza de Air Fryer,76,32739,34;36;43;54;84;84;84;100;100;100;100;100,task:12;informational:79;navigational:3;commercial:5;transactional:1
Higiene e Lavagem das Mãos,162,69627,100;95;93;89;89;89;89;88;90;90;90;90,task:2;informational:73;navigational:11;commercial:10;transactional:4
Pratos de Pedra-Sabão,15,1357,29;32;32;31;29;30;30;70;67;100;100;91,task:8;informational:54;navigational:4;commercial:28;transactional:6
Limpeza de Alumínio e Panelas,67,15387,52;56;65;82;89;90;90;93;100;100;100;100,task:2;informational:80;navigational:5;commercial:10;transactional:3
Bolas/Esferas para Lavar Roupas,30,2511,23;27;27;74;98;100;97;82;93;93;93;93,task:8;informational:55;navigational:4;commercial:22;transactional:11
Lavadoras Wanke,36,5868,51;57;58;28;59;61;63;89;100;100;98;97,task:2;informational:43;navigational:35;commercial:13;transactional:7
Cozinha em casa,26,3279,25;66;65;70;68;69;69;92;100;100;98;98,task:12;informational:72;navigational:3;commercial:5;transactional:8
Tanquinho Latina,16,287,23;64;72;52;52;61;37;80;66;100;87;27,task:7;informational:42;navigational:18;commercial:21;transactional:12
Área gourmet com lavanderia,23,4638,87;100;88;62;46;48;48;49;51;51;51;51,task:12;informational:74;navigational:4;commercial:8;transactional:2
Lavacar Brasil,16,3015,75;100;93;69;70;72;73;75;81;80;80;79,task:3;informational:24;navigational:40;commercial:25;transactional:8
Limpeza de Sofás e Estofados,265,183019,99;99;99;100;82;82;82;49;51;51;51;51,task:3;informational:73;navigational:5;commercial:14;transactional:5
Louças Rosa e Pratos,15,601,76;92;91;88;84;98;100;85;83;83;87;86,task:7;informational:47;navigational:11;commercial:23;transactional:12
Luvas de Limpeza,31,4231,86;100;52;57;58;62;64;82;89;89;89;88,task:8;informational:47;navigational:1;commercial:34;transactional:10
Porcelana e Utensílios de Cozinha,17,4490,33;14;15;94;98;100;100;96;98;98;97;97,task:2;informational:66;navigational:5;commercial:21;transactional:6
Guarda-louças para cozinha,17,3369,100;58;61;59;90;94;95;93;98;98;94;93,task:2;informational:50;navigational:2;commercial:37;transactional:9
Limpeza e Desinfecção,71,22512,96;99;100;98;90;90;90;88;93;92;92;92,task:5;informational:71;navigational:2;commercial:13;transactional:9
Enxoval e jogos de cama Lavive,15,545,68;95;100;93;80;80;79;87;88;88;75;74,informational:27;navigational:49;commercial:9;transactional:15
Escorredores de louça no Shopee,15,606,49;63;62;57;58;63;63;49;91;100;49;50,task:3;informational:18;navigational:35;commercial:11;transactional:33
Limpeza de Sofás,15,50,37;37;46;42;55;53;37;66;35;100;35;36,task:10;informational:43;navigational:1;commercial:34;transactional:12
Desengordurantes e Limpeza de Cozinha,17,536,64;80;100;100;71;72;72;41;82;84;41;41,task:2;informational:68;navigational:5;commercial:18;transactional:7
lava-louças Brastemp 8 serviços preta,16,727,9;43;53;51;51;35;39;80;69;100;89;94,task:7;informational:32;navigational:31;commercial:21;transactional:9
Limpeza Pós-Obra,52,21685,42;49;69;65;89;89;89;100;86;86;86;86,task:12;informational:61;navigational:3;commercial:21;transactional:3
Limpeza de Vidros,213,88492,89;94;94;94;88;88;88;100;100;100;100;100,task:5;informational:70;navigational:5;commercial:14;transactional:6
Top Clean: Limpeza e Lavanderia no Brasil,15,286,39;45;100;90;96;50;48;55;67;69;53;53,task:3;informational:53;navigational:8;commercial:32;transactional:4
Limpeza de Box de Banheiro,62,31714,55;59;59;62;71;71;71;99;100;100;100;100,task:8;informational:80;navigational:2;commercial:6;transactional:4
Lava Rápido Sorocaba,15,272,57;71;71;70;64;68;67;100;60;59;71;67,task:3;informational:18;navigational:40;commercial:34;transactional:5
Louças e Pratos Biona,15,820,37;54;54;47;42;44;44;41;88;100;66;56,task:3;informational:26;navigational:43;commercial:12;transactional:16
Pratos e Porcelana,62,41510,51;52;54;76;76;76;76;100;100;100;100;100,task:5;informational:45;navigational:4;commercial:34;transactional:12
Higiene e Segurança Alimentar,31,4512,98;99;97;100;94;99;96;86;87;87;87;87,task:4;informational:80;navigational:5;commercial:7;transactional:4
All Banho: Louças e Metais Sanitários,15,525,25;35;38;37;37;40;53;52;62;58;54;100,task:7;informational:18;navigational:46;commercial:17;transactional:12
Lava-louças Electrolux LL08B,19,377,17;19;20;59;59;100;57;47;45;70;65;71,task:3;informational:34;navigational:45;commercial:9;transactional:9
Lavanderia e serviços de lavanderia,15,220,13;14;18;40;74;36;30;16;16;17;17;100,task:3;informational:45;navigational:30;commercial:17;transactional:5
Limpeza de chapa de lanche e fogão a lenha,36,3468,55;62;62;73;91;92;92;100;96;98;96;96,task:2;informational:74;navigational:3;commercial:16;transactional:5
Limpadores/Desengordurantes para Fogão,24,4161,15;18;23;53;62;62;62;86;99;100;88;88,task:2;informational:68;navigational:3;commercial:16;transactional:11
Lava-louças Brastemp 8 serviços,20,984,37;59;65;61;59;57;58;54;100;77;57;56,task:3;informational:53;navigational:12;commercial:20;transactional:12
Anúncios de lava-louças no OLX,15,169,46;65;81;100;92;74;48;80;62;62;58;63,task:1;informational:11;navigational:67;commercial:4;transactional:17
Tudo Limpinho: Produtos de Limpeza,18,1814,46;52;87;96;100;89;89;90;91;92;88;87,task:2;informational:43;navigational:40;commercial:10;transactional:5
Casa: vassouras e armários,18,2292,30;34;55;63;83;84;83;94;99;91;87;100,task:2;informational:48;navigational:5;commercial:25;transactional:20
Etiqueta à mesa e talheres,57,9780,97;100;97;85;94;95;95;93;98;98;98;97,task:8;informational:79;navigational:5;commercial:5;transactional:3
Limpeza de Máquina e Bijuterias,20,1798,40;43;42;51;50;51;51;95;100;100;100;100,task:10;informational:70;navigational:5;commercial:5;transactional:10
Produtos de limpeza e saneantes,166,113019,58;59;66;96;95;95;95;100;100;100;100;100,task:2;informational:69;navigational:5;commercial:16;transactional:8
Lavagem de Carro Expresso,15,290,52;63;62;64;67;80;76;65;71;69;69;100,task:3;informational:18;navigational:4;commercial:67;transactional:8
Produtos para lavanderia,21,1963,17;20;24;86;100;100;100;98;93;93;95;95,task:2;informational:51;navigational:2;commercial:35;transactional:10
Rodol - Produtos de Limpeza,17,3474,30;33;100;99;99;100;100;84;84;97;82;82,task:2;informational:65;navigational:15;commercial:10;transactional:8
Limpeza no Brasil,18,11311,28;33;34;20;19;20;21;97;100;100;100;99,task:5;informational:64;navigational:8;commercial:13;transactional:10
Organização de lavanderia e área de serviço,17,1681,69;91;93;100;90;94;100;91;92;92;86;85,task:10;informational:64;navigational:5;commercial:15;transactional:6
Casa Clean - Produtos de Limpeza,15,155,75;65;68;67;67;100;94;76;76;72;72;72,task:1;informational:18;navigational:45;commercial:33;transactional:3
escorredor de talheres,15,32,9;61;75;62;69;77;67;14;14;100;14;14,task:3;informational:67;navigational:5;commercial:15;transactional:10
Louças e pratos Nadir Opaline,20,1349,22;36;37;34;42;45;43;41;43;56;100;95,task:7;informational:31;navigational:19;commercial:30;transactional:13
Lava-louças Brastemp 10 serviços,20,792,58;91;93;100;96;97;93;92;94;94;94;93,task:3;informational:54;navigational:18;commercial:17;transactional:8
Lavagens de Carros em Itu,15,329,33;39;41;38;63;40;38;100;90;51;51;45,task:5;informational:53;navigational:14;commercial:22;transactional:6
CIF Desengordurante: Limpeza de Cozinha,21,8619,29;32;33;60;49;51;51;96;99;99;100;100,task:8;informational:65;navigational:2;commercial:21;transactional:4
Tanques de lavanderia,121,43669,38;80;44;59;100;100;100;100;54;54;54;54,task:4;informational:54;navigational:4;commercial:28;transactional:10
Lava Jato Americana,15,454,90;92;92;98;95;100;98;92;91;93;93;97,task:2;informational:41;navigational:25;commercial:21;transactional:11
"Lavadoras Consul: limpeza, filtros e manchas",30,2247,90;91;92;100;96;95;95;82;88;89;90;89,task:2;informational:83;navigational:5;commercial:8;transactional:2
Limpeza com Bombril,18,3480,68;88;89;97;97;100;100;84;84;82;82;82,task:5;informational:75;navigational:2;commercial:10;transactional:8
Esfregadeiras e tábuas de lavar roupas,15,656,25;59;68;42;42;26;30;100;79;61;57;65,task:5;informational:63;navigational:2;commercial:22;transactional:8
Sabão de Pedra,20,7009,23;27;27;15;39;40;40;90;100;100;100;100,task:2;informational:68;navigational:6;commercial:20;transactional:4
Alleanza Cerâmica e Louças,16,1818,83;98;99;98;95;100;100;54;56;56;56;55,task:2;informational:48;navigational:32;commercial:12;transactional:6
Lavanderias Lavamatic,16,174,77;93;100;95;89;88;88;94;93;90;90;90,task:3;informational:32;navigational:49;commercial:8;transactional:8
Cozinha Organizada,22,1899,27;30;31;48;99;99;100;89;100;99;99;99,task:1;informational:49;navigational:30;commercial:16;transactional:4
Proclean Limpeza,15,205,72;79;85;83;89;100;95;91;93;93;93;93,task:3;informational:25;navigational:46;commercial:11;transactional:15
Casa e Panelas,18,795,89;100;100;50;49;50;50;49;49;49;49;49,task:2;informational:54;navigational:10;commercial:24;transactional:10
Lavagem de Carro a Domicílio,16,326,95;100;85;66;50;50;50;51;47;46;46;46,task:10;informational:42;navigational:5;commercial:18;transactional:25
Tigelas para Sopa,19,1373,75;85;85;51;67;70;82;100;90;90;91;91,task:5;informational:51;navigational:12;commercial:28;transactional:4
Kits de lavanderia,15,693,23;34;38;40;38;26;39;76;84;100;87;87,task:7;informational:51;navigational:1;commercial:31;transactional:10
Luvas de cozinha,47,10989,60;31;33;51;100;100;100;83;86;86;86;85,task:5;informational:52;navigational:4;commercial:29;transactional:10
