name,prompts_count,volume,volume_trend,intents
Torradeiras Elétricas,16,188,18;33;85;75;75;86;23;47;100;94;37;41,task:10;informational:41;navigational:4;commercial:28;transactional:17
Quemadores y cocinas eléctricas,15,2105,78;51;63;62;60;46;44;51;19;17;81;100,task:7;informational:52;navigational:1;commercial:20;transactional:20
Aquecedores Elétricos e Portáteis,18,1200,17;15;17;100;100;97;14;68;83;74;67;62,task:3;informational:36;navigational:4;commercial:37;transactional:20
Chaleiras Elétricas,17,327,50;51;53;92;88;100;95;100;93;84;66;76,task:5;informational:42;navigational:4;commercial:37;transactional:12
Panelas de Pressão Elétricas,17,916,30;40;44;100;100;61;49;32;30;34;31;64,task:3;informational:57;navigational:1;commercial:23;transactional:16
Panelas elétricas de arroz,17,1482,18;21;24;25;25;14;49;11;14;13;79;100,task:3;informational:44;navigational:2;commercial:37;transactional:14
Kitchen and Home Appliances,21,3939,97;73;20;16;53;52;62;34;18;23;81;100,task:1;informational:57;navigational:11;commercial:23;transactional:8
Geladeiras e Refrigeradores no Brasil,20,1534,29;28;28;29;57;43;52;100;32;38;40;42,task:3;informational:45;navigational:3;commercial:41;transactional:8
Cafeteiras Elétricas,15,448,3;4;100;77;35;8;5;17;48;50;31;30,task:10;informational:28;navigational:3;commercial:47;transactional:12
Armários de Cozinha,15,185,25;29;29;28;26;26;85;95;67;92;100;23,task:3;informational:39;navigational:5;commercial:40;transactional:13
Cozinhas Planejadas e Modernas,18,432,22;23;100;77;22;22;23;22;42;44;31;33,task:10;informational:59;navigational:5;commercial:19;transactional:7
Quemadores y Hornillas de Cocina,20,646,100;79;19;18;19;16;31;48;77;83;12;14,task:2;informational:49;navigational:3;commercial:17;transactional:29
Cocinas y Fogones de Gas,25,1019,100;86;96;81;70;63;54;38;43;40;35;36,task:2;informational:46;navigational:9;commercial:35;transactional:8
cozinhas de brinquedo para crianças,15,2095,50;32;34;28;73;49;44;100;79;90;69;78,task:7;informational:43;navigational:4;commercial:30;transactional:16
Fogones y Estufas de Leña,20,2734,47;53;50;55;100;89;85;65;60;59;59;79,task:4;informational:59;navigational:5;commercial:22;transactional:10
Churrasqueiras e Churrasqueiras Portuguesas,15,3875,20;22;18;18;22;22;19;71;85;30;29;100,task:5;informational:64;navigational:7;commercial:16;transactional:8
Estufas y electrodomésticos KitchenAid,16,3399,7;4;18;7;8;20;34;2;96;100;83;89,task:3;informational:31;navigational:22;commercial:18;transactional:26
Ventiladores e Exaustores de Fumo,16,3603,5;13;13;10;10;61;49;44;6;6;92;100,task:5;informational:51;navigational:4;commercial:36;transactional:4
Panelas de Barro,15,125,17;17;98;100;100;17;17;20;31;29;31;40,task:5;informational:59;navigational:4;commercial:26;transactional:6
panelas Ninja,16,286,76;71;36;61;14;23;32;100;22;24;30;27,task:9;informational:33;navigational:2;commercial:42;transactional:14
Panelas Tramontina Brasil,16,5249,4;4;22;23;23;21;9;2;20;30;100;99,task:1;informational:21;navigational:44;commercial:19;transactional:15
Assistência Técnica e Peças Electrolux,17,159,65;70;70;96;100;93;92;68;84;85;85;87,informational:39;navigational:37;commercial:8;transactional:16
pipoqueiras elétricas,16,223,17;15;64;79;100;76;32;31;16;18;16;15,informational:43;navigational:1;commercial:45;transactional:11
Céu Eletrônico e Eletrônico,16,55,100;93;68;56;82;80;62;43;43;3;3;4,task:3;informational:67;navigational:11;commercial:12;transactional:7
Kitchenaid Brasil,16,101,63;100;37;29;29;29;39;37;86;88;26;33,task:3;informational:17;navigational:48;commercial:8;transactional:24
Aspiradores de Pó e Água,16,7139,41;31;32;29;20;33;27;16;16;16;100;100,task:3;informational:36;navigational:7;commercial:41;transactional:13
Empilhadeiras e Máquinas de Movimentação,17,68,40;39;59;49;48;19;17;17;100;99;16;17,task:2;informational:53;navigational:11;commercial:20;transactional:14
Materiais Elétricos,17,20172,3;3;11;9;10;12;10;6;24;23;18;100,task:2;informational:30;navigational:11;commercial:45;transactional:12
Appareils électroménagers et outils de cuisine,16,235,1;4;14;15;14;15;13;19;76;100;8;8,task:10;informational:39;navigational:1;commercial:44;transactional:6
Panelas de Pedra Sabão e Pedra para Cozinha,19,2981,10;10;10;8;35;35;23;17;18;100;72;99,task:5;informational:44;navigational:6;commercial:34;transactional:11
Geladeiras Electrolux,16,3010,8;9;8;8;8;26;20;17;15;21;18;100,informational:37;navigational:21;commercial:23;transactional:19
Estufas y Hornos Frigidaire,16,190,8;71;100;75;69;62;14;9;13;15;13;13,task:3;informational:35;navigational:31;commercial:15;transactional:16
Sartenes eléctricas y cazuelas eléctricas,17,1334,51;49;100;88;100;82;60;45;21;21;74;85,task:5;informational:43;navigational:4;commercial:37;transactional:11
Móveis e acessórios para penteadeiras,15,1971,12;8;5;4;5;80;67;34;74;94;72;100,task:10;informational:37;navigational:4;commercial:35;transactional:14
panelas de aço cirúrgico,16,74,9;18;18;24;23;19;28;100;84;9;9;9,task:5;informational:48;navigational:10;commercial:29;transactional:8
Puxadores de Gaveta e Armário de Cozinha,15,7456,1;1;1;1;1;1;12;33;36;100;75;92,task:10;informational:36;navigational:4;commercial:28;transactional:22
Ferro de passar roupa e vaporizadores,16,177,35;34;36;20;20;17;100;21;19;20;21;19,task:8;informational:31;navigational:3;commercial:48;transactional:10
Encendedores de Cocina y Estufa,15,1232,10;7;12;17;38;38;28;46;96;100;73;45,task:3;informational:50;navigational:12;commercial:25;transactional:10
ollas y sartenes de inducción y eléctricas,25,950,41;54;53;44;44;59;61;100;30;30;30;32,task:8;informational:52;navigational:4;commercial:29;transactional:7
Cocinas y Estufas de Inducción y Eléctricas,34,8969,52;45;41;42;70;65;72;81;88;90;98;100,task:5;informational:48;navigational:9;commercial:26;transactional:12
Jogo de Jantar e Porcelanas,17,1210,17;11;11;10;34;29;22;100;92;49;40;55,task:8;informational:27;navigational:6;commercial:43;transactional:16
utensilios y equipos de cocina y restaurante,35,7018,31;23;23;33;71;89;82;80;72;72;99;100,task:2;informational:47;navigational:4;commercial:37;transactional:10
Lixeiras de Cozinha,15,314,9;8;9;60;100;92;71;52;36;16;11;13,task:5;informational:57;navigational:4;commercial:22;transactional:12
Parafusadeiras e Furadeiras,16,144,11;12;13;18;100;27;68;17;18;12;12;12,task:3;informational:39;navigational:3;commercial:47;transactional:8
Balanças de Cozinha e Precisão,16,83,100;57;24;20;22;5;3;19;32;44;5;6,task:3;informational:45;navigational:3;commercial:40;transactional:9
Panelas de pressão Tramontina e similares,18,872,36;41;55;60;59;64;100;35;40;49;53;60,task:5;informational:46;navigational:4;commercial:30;transactional:15
utensílios de cozinha de silicone,16,2707,13;23;61;63;63;17;10;16;8;11;83;100,informational:51;navigational:4;commercial:40;transactional:5
Vasos e Tazas de Cerâmica,16,107,2;3;4;6;4;4;3;4;94;100;2;3,task:17;informational:35;navigational:1;commercial:30;transactional:17
hornillas y hornillas de cocina,25,1474,38;38;56;41;46;46;100;41;47;47;46;47,task:2;informational:76;navigational:5;commercial:12;transactional:5
Cocinare and Kitchen Appliances,15,166,27;21;59;37;13;4;4;56;100;16;12;12,task:3;informational:47;navigational:15;commercial:18;transactional:17
Panelas Le Creuset no Brasil,16,89,16;12;13;89;100;23;13;7;7;7;6;7,task:7;informational:35;navigational:30;commercial:15;transactional:13
Sartenes y Ollas para Cocinar,62,9309,50;48;48;53;63;65;65;100;95;95;88;88,task:6;informational:51;navigational:5;commercial:28;transactional:10
panelas de cerâmica,17,322,26;55;52;65;61;45;27;46;33;100;82;26,task:2;informational:52;navigational:4;commercial:35;transactional:7
Maquinas de Assar Frango,15,29,6;5;6;7;7;6;100;92;65;3;3;3,task:3;informational:46;navigational:4;commercial:30;transactional:17
Cortinas de Cozinha,15,1396,5;4;98;86;17;74;52;100;3;3;67;69,task:7;informational:49;navigational:4;commercial:26;transactional:14
Lojas e Componentes de Eletrônicos e Informática,23,1324,79;77;81;69;90;94;72;69;100;98;93;99,task:5;informational:25;navigational:18;commercial:40;transactional:12
Kitchen Appliances: Ovens and Stoves,119,29741,63;61;59;74;79;83;81;84;94;98;96;100,task:5;informational:34;navigational:4;commercial:47;transactional:10
Móveis e Decoração,19,4606,13;14;17;20;19;25;22;38;43;39;38;100,task:2;informational:48;navigational:7;commercial:34;transactional:9
Cozinhas e Salas Integradas,15,61,86;88;99;99;100;100;100;99;97;97;97;97,task:15;informational:72;navigational:3;commercial:4;transactional:6
paneleiro e paneleira,16,122,95;45;100;91;37;33;34;16;16;16;16;16,task:2;informational:80;navigational:6;commercial:6;transactional:6
sanduicheiras eletricas,15,2567,2;3;3;3;4;3;17;90;100;46;42;48,task:5;informational:30;navigational:2;commercial:58;transactional:5
Ilhas na Cozinha,15,113,59;60;64;65;62;63;63;96;100;57;56;57,task:7;informational:50;navigational:6;commercial:23;transactional:14
électroménager et appareils ménagers,16,3169,36;30;100;99;99;70;56;94;45;58;49;93,task:3;informational:48;navigational:2;commercial:38;transactional:9
Hotte de cuisine et appareils de ventilation,18,436,16;16;10;12;69;52;49;28;89;100;18;18,task:3;informational:62;navigational:2;commercial:30;transactional:3
Estufas eléctricas y hornos eléctricos,53,12056,25;25;26;98;100;99;98;51;34;36;83;75,task:5;informational:59;navigational:4;commercial:25;transactional:7
Utensilios y tiendas de cocina,16,1755,59;53;75;98;100;74;40;8;6;17;15;51,task:1;informational:59;navigational:9;commercial:27;transactional:4
Facas e Cutelaria,18,3584,36;28;57;64;38;17;17;21;100;100;99;100,task:6;informational:62;navigational:3;commercial:26;transactional:3
Cocinas y Estufas Recargables y Eléctricas,16,174,100;69;61;60;60;63;24;37;12;11;9;12,task:3;informational:46;navigational:4;commercial:28;transactional:19
Hornos de Cocina y Empotrados,18,2284,19;26;26;28;33;61;52;20;80;100;66;80,task:2;informational:45;navigational:4;commercial:37;transactional:12
Máquinas de Lavar Roupas,22,5512,28;22;23;43;33;31;25;29;41;51;100;87,task:8;informational:44;navigational:2;commercial:41;transactional:5
Cômodas e Móveis de Quarto,22,8342,58;59;39;40;44;42;43;73;46;44;81;100,task:2;informational:37;navigational:15;commercial:39;transactional:7
Churrasqueiras a Carvão,15,177,38;33;35;50;58;53;100;16;15;23;18;20,task:5;informational:41;navigational:4;commercial:40;transactional:10
Estufas y Cocinas General Electric,16,5771,7;7;2;2;8;7;20;1;92;100;72;80,task:3;informational:47;navigational:18;commercial:20;transactional:12
Ferramentas e Ferramentaria,17,4154,12;12;12;12;19;39;33;15;15;74;61;100,task:2;informational:55;navigational:12;commercial:27;transactional:4
Churrasqueiras a Gás,16,4013,5;5;20;20;20;13;12;50;4;4;79;100,task:5;informational:22;navigational:3;commercial:60;transactional:10
Estufas de cerámica y eléctricas,15,223,52;35;39;33;49;15;13;96;73;100;12;14,task:3;informational:53;navigational:11;commercial:29;transactional:4
Iluminação e Luminárias,17,615,25;37;37;40;29;28;28;34;34;100;89;37,task:4;informational:50;navigational:7;commercial:34;transactional:5
Cocinas eléctricas de 2 y 4 hornillas,16,3265,4;4;3;4;5;3;41;79;75;92;68;100,task:7;informational:44;navigational:1;commercial:23;transactional:25
Aspiradores e Lavadoras de Estofados,15,905,22;11;9;9;13;13;100;24;21;67;61;58,task:10;informational:54;navigational:2;commercial:26;transactional:8
Armarinhos e Aviamentos,20,1624,21;23;56;28;52;43;41;69;69;100;85;93,task:2;informational:45;navigational:25;commercial:20;transactional:8
Purificadores e Filtros Electrolux,15,89,4;4;4;4;4;85;26;71;100;4;4;5,task:3;informational:45;navigational:14;commercial:20;transactional:18
Fours électriques et encastrables,17,378,44;42;42;43;86;100;86;15;27;43;36;45,task:2;informational:41;navigational:9;commercial:41;transactional:7
Produtos e Dicas para Limpar Forno,16,2170,8;9;34;48;49;7;5;23;85;100;64;59,task:2;informational:59;navigational:3;commercial:18;transactional:18
Peças e componentes de máquinas agrícolas e ferramentas,17,51,75;77;52;50;100;88;79;53;52;50;54;55,task:3;informational:52;navigational:5;commercial:18;transactional:22
Ollas y utensilios de cocina Essen,18,269,63;100;87;84;59;60;59;45;66;65;64;65,task:2;informational:41;navigational:29;commercial:22;transactional:6
Marmitas Térmicas Elétricas,15,63,100;66;44;43;69;91;14;16;15;12;11;12,task:3;informational:55;navigational:5;commercial:18;transactional:19
Electrodomésticos en inglés y cocina,20,6061,29;22;24;6;11;11;15;23;33;24;25;100,task:2;informational:73;navigational:4;commercial:15;transactional:6
Calderas para cocinar y utensilios de cocina,15,835,49;94;61;59;30;25;20;29;55;61;100;86,task:7;informational:35;navigational:11;commercial:22;transactional:25
Produtos de Cuidados Pessoais e Alimentação,16,51,47;39;42;52;49;80;68;100;85;4;4;4,task:3;informational:48;navigational:4;commercial:32;transactional:13
Móveis e Painéis para TV e Sala de Estar,15,5403,6;6;6;40;39;28;22;15;29;27;24;100,task:8;informational:32;navigational:4;commercial:28;transactional:28
Produtos de Limpeza e Higiene,17,3287,26;22;19;23;22;23;22;23;22;100;85;89,task:2;informational:50;navigational:4;commercial:38;transactional:6
Máquinas de Corte e Afeitar Wahl,19,376,64;87;100;85;54;59;52;28;29;29;23;24,task:5;informational:49;navigational:5;commercial:17;transactional:24
Geladeiras Brastemp,16,1617,9;9;9;12;13;12;11;22;10;10;94;100,task:3;informational:35;navigational:35;commercial:8;transactional:19
kitchenware and appliances,19,3116,75;49;69;80;100;58;29;31;31;41;44;58,task:5;informational:50;navigational:10;commercial:22;transactional:13
Electrodomésticos de cocina automáticos,17,236,79;56;44;40;81;54;38;100;71;63;22;25,task:2;informational:51;navigational:2;commercial:33;transactional:12
Geladeiras Pequenas e Promoções,16,3086,10;14;11;9;9;9;29;53;30;100;81;82,task:10;informational:22;navigational:7;commercial:46;transactional:15
Estufas y Hornos Amana,17,254,8;10;65;47;45;37;31;100;4;5;16;17,task:4;informational:40;navigational:18;commercial:15;transactional:23
Electrolux Kitchen Appliances,29,2234,33;70;94;92;100;99;97;77;72;72;72;73,task:2;informational:42;navigational:16;commercial:16;transactional:24
Home Appliance Repair and Parts,531,369832,49;52;52;53;84;84;84;100;66;66;66;66,task:2;informational:41;navigational:10;commercial:27;transactional:20
Tomadas e Adaptadores para Viagem e Uso Doméstico,22,998,56;67;56;56;84;73;66;100;99;99;99;99,task:8;informational:51;navigational:4;commercial:28;transactional:9
Energia e Energéticos,18,1771,11;27;26;27;40;43;42;44;100;59;54;58,task:2;informational:80;navigational:5;commercial:10;transactional:3
Escovas de cabelo elétricas e rotativas,17,527,35;29;29;29;100;93;86;44;47;46;40;41,task:2;informational:58;navigational:5;commercial:20;transactional:15
Ovens and Hobs,15,445,48;30;33;29;100;71;65;69;9;11;14;17,task:5;informational:48;navigational:4;commercial:23;transactional:20
Cocinas y Ollas de Vapor,21,2843,23;20;24;24;28;26;23;20;45;50;73;100,task:5;informational:56;navigational:7;commercial:18;transactional:14
Planchas de Cocina y Parrillas Eléctricas,32,4157,28;29;28;28;77;78;78;75;92;100;85;87,task:3;informational:48;navigational:4;commercial:30;transactional:15
Grifería y accesorios de cocina,18,364,11;62;62;60;60;100;80;10;19;21;12;14,task:5;informational:24;navigational:10;commercial:52;transactional:9
reparação e conserto,18,722,26;20;21;60;60;52;100;13;42;57;52;39,task:2;informational:63;navigational:15;commercial:15;transactional:5
Bancadas e banquetas para cozinha,15,4056,5;16;18;16;16;24;23;55;52;88;74;100,task:7;informational:27;navigational:1;commercial:52;transactional:13
Estufas y Cocinas Whirlpool,23,530,69;59;41;41;54;47;100;32;33;33;35;36,task:2;informational:38;navigational:30;commercial:10;transactional:20
Electric Cookers and Hobs,19,3612,23;15;27;18;58;51;81;25;27;26;79;100,task:2;informational:45;navigational:4;commercial:40;transactional:9
Peças e Acessórios Automotivos,21,1961,25;24;38;49;51;42;43;50;47;48;48;100,task:3;informational:42;navigational:3;commercial:43;transactional:9
Trituradores e Batedores de Alho,15,332,100;23;24;40;40;24;6;50;28;17;15;17,task:7;informational:53;navigational:2;commercial:18;transactional:20
Lojas e Grupos de Varejo no Brasil,15,1533,11;20;6;100;100;69;40;55;36;53;41;48,task:3;informational:44;navigational:24;commercial:11;transactional:18
Escorredores de Louça,15,90,94;72;63;70;70;70;64;100;63;6;6;6,task:5;informational:50;navigational:8;commercial:22;transactional:15
Processadores de alimentos e multiprocessadores,16,719,27;85;72;35;35;33;17;63;48;100;77;88,task:12;informational:30;navigational:3;commercial:35;transactional:20
Electric Cooking Appliances,463,119244,57;64;62;70;76;76;76;100;91;91;92;92,task:3;informational:38;navigational:4;commercial:41;transactional:14
Aparadores de sala de jantar e buffet,15,5451,3;7;22;25;16;16;16;23;20;24;76;100,task:3;informational:28;navigational:39;commercial:18;transactional:12
Ferro a vapor e vaporizadores de roupas,15,83,100;60;75;70;70;88;50;8;4;5;9;7,task:5;informational:49;navigational:1;commercial:25;transactional:20
Plaina elétrica,15,259,5;17;30;25;25;8;7;100;4;5;12;58,task:7;informational:46;navigational:5;commercial:12;transactional:30
Chuveiros Elétricos e de Parede,19,271,12;13;15;49;100;92;82;41;17;13;13;13,task:2;informational:58;navigational:4;commercial:31;transactional:5
Instalações e Instalação,18,3589,23;24;25;21;76;76;75;65;73;71;82;100,task:5;informational:72;navigational:5;commercial:10;transactional:8
Electrodomestics and Domestic Appliances,16,2280,100;70;69;50;61;39;33;80;82;62;49;57,task:2;informational:70;navigational:5;commercial:18;transactional:5
Recipientes Stanley e Acessórios Térmicos,16,316,57;42;35;31;100;85;67;89;92;81;86;26,informational:60;navigational:12;commercial:20;transactional:8
Poêles et cuisson en cuisine,23,1484,42;37;50;46;45;45;44;65;89;89;88;100,task:8;informational:69;navigational:2;commercial:15;transactional:6
Mobiliário e Valores Mobiliários,21,2609,24;25;25;33;33;34;33;33;100;100;97;97,task:8;informational:66;navigational:7;commercial:16;transactional:3
Cocinas con horno eléctrico,16,2606,65;35;39;27;72;66;45;57;84;88;72;100,task:3;informational:32;navigational:3;commercial:47;transactional:15
Churrasqueiras Brasileiras,15,19,1;1;5;4;21;29;22;36;87;100;1;1,task:3;informational:70;navigational:5;commercial:15;transactional:7
Electric Cookers and Pots,24,7103,33;37;37;36;36;36;43;78;100;100;99;100,task:5;informational:35;navigational:2;commercial:36;transactional:22
Aparelhos de Barbear Elétricos,15,162,45;29;25;19;88;88;72;100;74;18;16;17,task:10;informational:39;navigational:8;commercial:32;transactional:11
Limpeza e Organização,16,308,37;49;27;32;31;24;24;22;22;95;66;100,task:17;informational:39;navigational:14;commercial:16;transactional:14
Fontes de alimentação para PC,21,666,100;100;92;68;80;72;78;74;76;55;53;53,task:2;informational:46;navigational:4;commercial:39;transactional:9
Extensões e Tomadas Elétricas,17,403,29;28;27;16;28;29;83;100;76;65;58;74,task:3;informational:52;navigational:4;commercial:30;transactional:11
Cocinas infrarrojas y hornillas eléctricas,17,274,70;54;50;40;23;12;8;100;84;10;10;10,task:8;informational:66;navigational:5;commercial:12;transactional:9
Calentadores y calentadores de comida,17,131,29;27;28;41;74;71;81;100;97;6;5;6,task:3;informational:57;navigational:5;commercial:18;transactional:17
Repuestos y componentes de electrodomésticos,15,2332,10;9;10;7;10;13;12;21;17;90;81;100,task:3;informational:56;navigational:4;commercial:26;transactional:11
Crosso e Crossos,16,3276,8;8;3;3;8;6;3;100;75;17;16;14,task:5;informational:50;navigational:9;commercial:27;transactional:9
Refrigeración y Electrodomésticos Sub Zero,15,1109,100;43;65;32;32;19;6;5;5;19;5;56,informational:70;navigational:11;commercial:12;transactional:7
Fios de Cabo e Energia,17,138,8;6;5;29;29;100;84;22;11;7;7;7,task:2;informational:80;navigational:5;commercial:10;transactional:3
Cacerolas y Ollas Grandes,16,1914,73;59;57;64;100;73;54;12;29;33;100;93,task:3;informational:47;navigational:5;commercial:22;transactional:23
Tabaco Aquecido e Dispositivos Eletrônicos,30,864,47;42;38;37;60;63;70;98;100;33;33;33,task:5;informational:66;navigational:5;commercial:18;transactional:6
Culinária Brasileira,18,467,80;86;81;100;77;84;80;96;100;100;100;100,task:2;informational:80;navigational:5;commercial:10;transactional:3
VEM Motores e Componentes,15,49,32;28;11;6;7;7;7;100;4;4;4;7,task:7;informational:30;navigational:46;commercial:13;transactional:4
ollas y cazuelas de acero inoxidable y cerámica,42,5320,19;20;20;28;31;30;31;62;99;100;60;61,task:5;informational:48;navigational:9;commercial:24;transactional:14
Maçarico e Ferramentas de Solda,18,351,10;27;25;37;66;62;32;82;100;27;27;27,task:8;informational:59;navigational:1;commercial:28;transactional:4
utensilios de cocina y accesorios de chef,18,206,35;29;45;46;30;28;39;100;94;46;45;47,task:5;informational:46;navigational:9;commercial:29;transactional:11
Encimeras de Cocina y Materiales,25,2574,28;32;38;74;100;91;91;91;89;88;89;90,task:2;informational:57;navigational:4;commercial:27;transactional:10
Tabelas de Medidas na Cozinha,51,2616,92;88;93;97;100;100;100;98;99;99;98;99,task:4;informational:77;navigational:5;commercial:10;transactional:4
Whirlpool Electric Cooktops and Stoves,16,3905,70;33;48;42;41;51;36;6;24;25;89;100,task:2;informational:57;navigational:15;commercial:10;transactional:16
Stoves and Ovens Sale and Purchase,26,13879,99;78;79;41;59;60;59;55;76;78;91;100,task:5;informational:21;navigational:2;commercial:47;transactional:25
Lavatórios Portáteis,15,695,3;3;4;4;68;24;16;4;4;100;62;99,task:7;informational:48;navigational:5;commercial:18;transactional:22
Vasos sanitários e bacias sanitárias,16,1538,10;15;14;9;9;12;42;68;100;89;66;71,task:7;informational:53;navigational:2;commercial:28;transactional:10
Home Appliances and Kitchen Gadgets,16,2456,54;20;29;28;100;62;13;4;26;31;52;60,task:5;informational:36;navigational:18;commercial:16;transactional:25
cooking heaters and flame stoves,16,10809,13;10;11;12;9;7;7;8;20;25;65;100,task:8;informational:48;navigational:4;commercial:36;transactional:4
Cocina con sartenes y ollas de cerámica,27,5398,26;36;33;49;64;59;58;81;80;80;96;100,task:2;informational:60;navigational:7;commercial:22;transactional:9
tapetes para cozinha,15,2633,14;6;36;34;34;27;15;22;56;67;56;100,task:10;informational:18;navigational:4;commercial:50;transactional:18
Motos e Lavadoras Semi-Automáticas,19,1046,66;36;35;51;95;96;98;100;99;81;77;84,task:2;informational:56;navigational:4;commercial:24;transactional:14
Appareils de cuisine sous vide et hydroponie,15,2508,18;13;1;2;10;66;52;19;5;4;51;100,task:3;informational:59;navigational:4;commercial:26;transactional:8
Secadores de cabelo,17,1398,73;47;40;49;100;67;55;83;56;57;55;77,task:2;informational:48;navigational:7;commercial:34;transactional:9
Cerâmicas na Linha,15,3413,5;10;7;8;3;4;4;4;7;100;72;80,task:7;informational:31;navigational:34;commercial:17;transactional:11
Kitchen Appliances,22,1269,100;79;84;56;56;54;22;50;29;31;25;43,task:2;informational:61;navigational:5;commercial:24;transactional:8
Home Appliances and Electronics,16,5310,87;54;46;49;55;28;24;53;41;88;74;100,task:3;informational:57;navigational:12;commercial:18;transactional:10
Monitores e Babás Eletrônicas,16,185,31;46;28;98;34;33;32;100;95;30;31;33,task:5;informational:56;navigational:4;commercial:31;transactional:4
Casinhas de Cerâmica,15,27,11;10;12;38;38;100;19;11;9;7;7;7,task:3;informational:49;navigational:5;commercial:18;transactional:25
Quemadores de estufas eléctricas,15,1834,86;57;42;34;38;100;66;55;53;73;82;84,task:3;informational:65;navigational:5;commercial:13;transactional:14
Transpaletes e Paleteiras Elétricas,16,63,26;57;51;47;100;92;52;41;27;26;23;23,task:8;informational:61;navigational:5;commercial:15;transactional:11
Cucharas de Cocina y Utensilios de Cocina,15,240,27;18;13;16;17;11;6;100;16;19;15;20,task:1;informational:60;navigational:6;commercial:22;transactional:11
Cuscuzeiras e Utensílios de Cuscuz,15,105,77;87;97;99;100;96;87;100;77;77;76;77,task:10;informational:39;navigational:11;commercial:27;transactional:13
hornillos eléctricos pequeños y grandes,16,268,24;18;78;76;93;100;75;97;19;20;56;65,task:3;informational:50;navigational:8;commercial:23;transactional:16
Estufas y cocinas eléctricas y de gas LG,18,9242,18;7;7;5;24;20;11;2;64;70;94;100,task:1;informational:46;navigational:12;commercial:18;transactional:23
Escovas de Limpeza Elétricas,15,820,100;55;60;73;85;10;39;8;10;44;38;40,task:5;informational:43;navigational:4;commercial:39;transactional:9
frigidaire stove and oven,161,32657,58;58;61;69;85;86;85;90;100;100;97;99,informational:54;navigational:17;commercial:15;transactional:14
