name,prompts_count,volume,volume_trend,intents
Geladeiras Consul 450-451 litros,35,12967,31;39;42;42;39;40;40;48;99;99;99;100,task:5;informational:42;navigational:4;commercial:33;transactional:16
Transformadores para Geladeiras 110V/220V,30,12851,18;22;21;30;91;93;93;98;100;100;100;100,task:2;informational:59;navigational:5;commercial:25;transactional:9
Fritadeiras Elgin,45,12136,18;22;23;74;85;86;86;100;56;56;56;56,task:2;informational:52;navigational:12;commercial:17;transactional:17
Freezers Verticais e Mini Freezers,32,11943,96;100;48;51;54;54;54;52;53;53;53;53,task:5;informational:46;navigational:1;commercial:37;transactional:11
Fatiadores de frios,37,11936,95;100;47;61;59;60;61;66;68;68;68;68,task:5;informational:45;navigational:1;commercial:30;transactional:19
freezers Midea,26,11699,72;79;82;97;42;42;43;44;100;100;100;99,task:3;informational:42;navigational:16;commercial:17;transactional:22
Geladeiras Portáteis para Carros,42,11622,92;97;100;44;54;54;54;51;51;51;51;51,task:5;informational:57;navigational:5;commercial:20;transactional:13
Geladinhos e Sacolés,24,11333,73;77;78;83;92;94;94;95;100;100;99;99,task:2;informational:80;navigational:5;commercial:10;transactional:3
Fritadeiras Gaabor,28,11171,18;24;25;29;53;55;55;100;99;99;99;99,task:5;informational:41;navigational:18;commercial:19;transactional:17
Gelo em escama e máquinas de gelo,32,11091,21;54;55;94;99;100;100;99;99;99;99;99,task:5;informational:60;navigational:5;commercial:20;transactional:10
Penteadeira com Escrivaninha,15,10945,87;96;100;92;95;95;95;91;92;92;92;92,task:7;informational:38;navigational:5;commercial:32;transactional:18
Geladeiras Electrolux DF42/DW42X,42,10897,42;50;51;27;41;42;43;100;100;100;100;100,task:3;informational:53;navigational:25;commercial:12;transactional:7
Geladeiras Electrolux DF50,48,10795,17;24;25;38;62;63;63;100;97;98;98;97,task:2;informational:61;navigational:15;commercial:15;transactional:7
Geladeiras Philco Side by Side,28,10704,67;75;41;41;42;43;43;41;94;100;96;96,task:1;informational:56;navigational:13;commercial:15;transactional:15
Conserto de Eletrodomésticos,21,10588,34;42;46;43;40;41;41;55;100;100;100;100,task:17;informational:35;navigational:2;commercial:29;transactional:17
Imãs de geladeira com foto,29,10318,40;45;49;100;79;79;80;54;55;55;55;55,task:8;informational:42;navigational:4;commercial:28;transactional:18
Geladeiras 450 litros,19,10298,79;89;91;87;83;84;84;82;99;100;99;100,task:5;informational:39;navigational:4;commercial:42;transactional:10
Coolers para Celulares,28,9931,16;22;23;26;31;32;32;99;100;100;100;100,task:10;informational:44;navigational:1;commercial:30;transactional:15
Congelamento de Frutas,59,9792,91;92;92;94;94;95;95;97;100;100;100;100,task:8;informational:80;navigational:5;commercial:5;transactional:2
Geladeiras Electrolux: Falha de Resfriamento,40,9402,99;100;99;99;85;86;85;96;99;99;99;99,task:5;informational:74;navigational:5;commercial:10;transactional:6
Geladeiras pretas com porta de vidro,19,9379,81;92;100;100;98;99;99;99;100;100;100;100,task:3;informational:36;navigational:11;commercial:37;transactional:13
Congelamento incorreto em geladeiras,45,9237,91;91;95;96;97;98;98;100;99;100;100;100,task:8;informational:75;navigational:2;commercial:15
Geladeiras Brastemp 588 litros,29,8956,93;100;60;62;55;56;57;72;74;73;73;72,task:8;informational:58;navigational:3;commercial:16;transactional:15
Potes Herméticos Electrolux,35,8949,95;100;54;52;52;53;54;54;53;53;53;53,task:2;informational:41;navigational:13;commercial:21;transactional:23
Geladeiras e Freezers Brastemp 400L,45,8915,97;100;48;49;49;50;51;50;52;53;52;52,task:2;informational:38;navigational:14;commercial:28;transactional:18
Geladeiras Vazando Água,62,8859,98;100;100;99;93;94;94;96;92;92;92;92,task:5;informational:76;navigational:5;commercial:5;transactional:9
Borrachas de Geladeira (Electrolux/Brastemp),26,8780,16;22;22;28;51;52;52;94;100;100;100;100,task:2;informational:49;navigational:5;commercial:26;transactional:18
Gelo e Conservação de Gelo,47,8765,52;56;64;83;81;81;81;94;100;100;100;100,task:5;informational:82;navigational:5;commercial:6;transactional:2
Compressores de Geladeira,30,8648,19;26;27;33;68;69;70;92;100;100;100;100,task:2;informational:65;navigational:2;commercial:21;transactional:10
Freezers Consul 2 portas,42,8604,71;80;86;97;98;100;100;100;100;100;100;100,task:5;informational:40;navigational:7;commercial:29;transactional:19
Geladeiras Electrolux 480 litros,51,8543,71;80;45;100;48;49;50;52;55;55;55;55,task:2;informational:60;navigational:10;commercial:20;transactional:8
Coolers de cerveja,24,8518,89;97;100;49;79;80;80;84;84;84;84;83,task:5;informational:59;navigational:5;commercial:22;transactional:9
Garrafas para Geladeira,27,8484,29;35;36;51;82;85;85;96;100;100;99;99,task:5;informational:42;navigational:4;commercial:40;transactional:9
Peças de Ar Condicionado e Refrigeração,23,8452,88;98;100;53;84;85;85;97;98;98;98;98,task:2;informational:36;navigational:9;commercial:42;transactional:11
"Saladeiras: inox, porcelana e vidro",19,8336,17;22;20;19;98;99;99;19;100;100;100;99,informational:58;navigational:4;commercial:32;transactional:6
Placas de Geladeira,32,8245,37;43;43;27;75;77;77;97;100;100;100;100,task:5;informational:52;navigational:5;commercial:22;transactional:16
Termostatos de Geladeira Consul,32,8195,22;27;26;43;99;100;100;98;99;99;99;99,informational:65;navigational:5;commercial:20;transactional:10
Geladeiras Panasonic BB65 e Diamond Glass,25,7903,23;30;31;40;29;29;29;66;81;100;43;43,task:2;informational:70;navigational:2;commercial:20;transactional:6
Geladeiras Brastemp BRM44 375L,38,7903,86;97;100;99;76;77;77;97;100;100;99;99,task:1;informational:44;navigational:27;commercial:20;transactional:8
Cerveja gelada rapidamente,31,7900,59;63;67;98;62;63;63;100;69;69;69;69,task:12;informational:72;navigational:5;commercial:6;transactional:5
Peças de Refrigeração,27,7894,67;97;100;92;64;65;65;69;72;72;72;71,task:8;informational:48;navigational:20;commercial:16;transactional:8
Motores e Ventilação Brastemp de Geladeira,34,7849,17;22;25;48;95;96;96;99;100;100;100;100,task:2;informational:60;navigational:9;commercial:19;transactional:10
Refrigerantes Xereta,20,7835,85;93;94;93;27;30;30;99;99;100;100;100,task:3;informational:45;navigational:16;commercial:21;transactional:15
Geladeiras Electrolux: manuais e painéis,34,7767,60;63;74;82;93;94;93;93;100;100;100;100,task:2;informational:64;navigational:11;commercial:11;transactional:12
Secadores e Centrífugas de Saladas,31,7693,44;55;58;67;81;82;83;100;92;92;93;92,task:2;informational:64;navigational:5;commercial:20;transactional:9
Geladeiras de baixo consumo,43,7691,65;58;61;75;84;83;83;100;94;95;92;92,task:2;informational:64;navigational:4;commercial:24;transactional:6
ar condicionado portátil Gree,23,7686,77;88;90;48;42;45;45;98;100;100;99;99,task:2;informational:53;navigational:10;commercial:15;transactional:20
"Freezer: tradução, plural e diferenças com congelador",35,7650,64;69;68;68;99;100;100;62;70;70;70;70,task:2;informational:79;navigational:2;commercial:9;transactional:8
Protetores de energia para geladeira,45,7637,19;27;33;76;79;81;81;100;97;97;99;98,task:2;informational:45;navigational:2;commercial:40;transactional:11
Refrigeração e Geladeiras,40,7211,89;92;90;93;97;98;99;96;98;98;98;100,task:8;informational:71;navigational:4;commercial:12;transactional:5
Geladeiras Consul 334 L,44,7205,26;35;36;50;54;56;56;84;100;100;96;94,informational:59;navigational:10;commercial:22;transactional:9
Geladeiras GE e assistência (General Electric),32,7034,27;72;74;81;96;98;98;93;100;99;100;100,task:2;informational:60;navigational:9;commercial:22;transactional:7
Sensores de Geladeira,51,7015,38;50;52;67;82;85;85;100;96;96;96;96,task:5;informational:59;navigational:4;commercial:19;transactional:13
Freezers e Cervejeiras Metalfrio,31,6833,93;99;100;44;42;43;43;45;43;43;43;42,task:2;informational:49;navigational:24;commercial:20;transactional:5
Geladeiras em aço inox,25,6792,20;29;29;34;99;100;100;73;77;77;77;77,task:3;informational:54;navigational:4;commercial:35;transactional:4
Geladeiras Electrolux Frost Free 459L,38,6739,20;30;32;40;47;49;49;75;79;80;100;100,task:2;informational:58;navigational:10;commercial:20;transactional:10
Geladeiras e Freezers Prosdocimo,26,6718,48;52;57;58;89;91;91;100;98;98;98;97,task:2;informational:57;navigational:19;commercial:19;transactional:3
Frigobar Midea no Brasil,21,6713,90;97;100;45;43;44;45;51;52;52;52;51,task:2;informational:37;navigational:23;commercial:22;transactional:16
Geladeiras e freezers Coca‑Cola,30,6694,36;47;48;64;68;71;72;100;94;94;94;93,task:5;informational:56;navigational:5;commercial:26;transactional:8
Geladeiras Samsung 4 Portas com French Door,17,6638,4;19;22;11;11;10;12;63;27;29;98;100,task:3;informational:42;navigational:14;commercial:23;transactional:18
Geladeiras com portas reversíveis,33,6626,29;36;33;49;93;93;93;97;100;100;100;100,task:5;informational:69;navigational:4;commercial:20;transactional:2
Salgados Congelados,45,6610,65;65;57;62;76;77;76;100;99;98;98;98,task:5;informational:68;navigational:8;commercial:10;transactional:9
Geladeiras e freezers usados no OLX Brasil,30,6523,85;95;100;97;89;91;92;92;94;94;94;93,task:3;informational:20;navigational:52;commercial:6;transactional:19
Geladeira Samsung RT53,16,6511,3;20;19;15;16;11;12;27;39;100;65;84,task:2;informational:62;navigational:15;commercial:10;transactional:11
Geladeiras em Promoção Casas Bahia,17,6504,9;32;31;22;23;13;18;19;23;23;44;100,task:2;informational:25;navigational:19;commercial:22;transactional:32
Geladeiras Esmaltec,32,6493,53;59;61;32;93;94;94;100;46;46;46;46,task:2;informational:53;navigational:14;commercial:22;transactional:9
Geladeiras Continental Frost Free,38,6346,90;97;100;86;51;52;52;48;48;48;48;47,task:2;informational:46;navigational:12;commercial:22;transactional:18
Geladeiras Samsung com tela e tecnologia Hub,29,6328,86;98;100;50;71;72;73;83;92;98;91;91,task:5;informational:55;navigational:8;commercial:21;transactional:11
"Geladeiras: Potência, Voltagem e Frost Free",24,6235,42;71;69;74;99;100;100;94;96;96;95;95,task:2;informational:66;navigational:4;commercial:24;transactional:4
Geladeiras Consul 340 litros,38,6215,80;87;43;49;96;96;97;100;53;51;51;51,task:5;informational:56;navigational:5;commercial:18;transactional:16
Embalagens para Geladinho,34,6183,20;25;26;38;70;71;72;100;84;84;86;85,task:5;informational:64;navigational:4;commercial:18;transactional:9
Containers Refrigerados,25,6143,20;20;20;48;81;81;82;92;100;100;100;100,task:8;informational:60;navigational:4;commercial:22;transactional:6
Geladeiras: Medidas e Dimensões,32,6111,33;40;48;73;99;100;100;91;92;93;90;90,task:2;informational:74;navigational:5;commercial:16;transactional:3
"Geladeiras, freezers e móveis na Lojas Cem",27,6076,20;25;25;35;60;61;61;87;89;90;94;100,task:2;informational:32;navigational:33;commercial:14;transactional:19
Frigobar Electrolux e Similares,24,6062,88;96;99;99;98;99;99;100;50;50;49;49,task:8;informational:39;navigational:2;commercial:22;transactional:29
Black Friday Brasil: Casas Bahia e Geladeiras,15,6005,22;33;34;42;69;70;71;100;98;99;98;98,task:5;informational:29;navigational:13;commercial:33;transactional:20
Eletroportáteis de Cozinha,26,5956,23;26;26;26;90;91;91;99;100;100;100;100,task:2;informational:50;navigational:4;commercial:34;transactional:10
Brastemp geladeiras que não gelam,40,5955,88;91;91;95;98;99;99;91;99;99;100;100,task:5;informational:78;navigational:4;commercial:3;transactional:10
Geladeiras para Caminhão,30,5844,90;97;100;100;45;46;46;47;44;43;43;43,task:3;informational:32;navigational:4;commercial:48;transactional:13
Lâmpadas de Geladeira e Refrigeração,31,5839,24;34;35;42;82;84;85;100;95;95;97;99,task:2;informational:55;navigational:2;commercial:27;transactional:14
Gabinetes de PC Mancer,23,5696,45;59;63;64;69;70;70;75;100;100;99;76,task:3;informational:36;navigational:28;commercial:14;transactional:19
Comfrio Logística e Refrigeração,22,5691,61;72;81;100;98;100;100;97;92;92;94;94,task:2;informational:54;navigational:17;commercial:19;transactional:8
Pés e Suportes para Geladeira,31,5569,39;53;55;56;72;75;76;100;86;86;85;85,task:8;informational:46;navigational:4;commercial:25;transactional:17
Freezers verticais Consul,40,5560,77;91;100;99;83;84;85;88;92;93;92;92,task:3;informational:55;navigational:19;commercial:14;transactional:9
Geladeiras Hisense,28,5552,43;54;56;56;79;82;82;88;100;100;100;100,task:2;informational:50;navigational:12;commercial:19;transactional:17
Clima Rio Refrigeração,19,5525,61;78;83;78;76;78;79;100;99;100;100;99,task:1;informational:30;navigational:55;commercial:9;transactional:5
Freezers e refrigeradores de 1 porta,19,5523,87;97;100;100;99;100;100;49;51;51;51;51,task:2;informational:50;navigational:1;commercial:38;transactional:9
Geladeiras e Freezers usados no Brasil,27,5463,56;72;76;88;90;91;91;100;100;99;99;98,task:2;informational:44;navigational:14;commercial:20;transactional:20
Geladeiras Electrolux 310L,41,5426,91;98;100;100;97;98;98;42;44;46;44;44,task:2;informational:48;navigational:10;commercial:20;transactional:20
Conserto e Manutenção de Geladeiras,18,5420,84;97;100;70;96;98;99;97;95;95;95;94,task:2;informational:56;navigational:2;commercial:25;transactional:15
Refrigeração de Fiorino,22,5393,100;32;30;29;26;27;27;100;100;100;100;100,task:13;informational:66;navigational:2;commercial:13;transactional:6
Micro-ondas LG,30,5315,86;97;100;52;59;60;61;56;62;62;62;61,task:2;informational:48;navigational:18;commercial:20;transactional:12
Bebedouros de Água Gelada,19,5308,67;80;85;89;42;44;45;99;100;100;100;99,task:2;informational:56;navigational:9;commercial:27;transactional:6
Armazenamento de alimentos,39,5267,71;78;75;74;72;73;73;100;96;96;96;96,task:4;informational:79;navigational:5;commercial:9;transactional:3
Geladeiras Electrolux 371 litros Frost Free,38,5217,86;98;100;53;55;56;56;75;72;74;72;71,task:4;informational:56;navigational:2;commercial:21;transactional:17
Robôs Aspiradores Liectroux,20,5088,72;85;87;86;52;56;57;97;100;100;98;98,task:5;informational:45;navigational:18;commercial:15;transactional:17
Ventiladores de Geladeira Electrolux,24,5032,32;38;34;41;80;80;80;100;94;95;96;99,informational:54;navigational:5;commercial:25;transactional:16
Organizadores de Geladeira,20,5025,76;94;100;98;91;92;92;100;99;99;100;99,task:5;informational:52;navigational:4;commercial:30;transactional:9
Geladeiras Electrolux 474 L,25,5018,90;98;100;45;54;54;54;53;50;50;49;49,task:5;informational:60;navigational:12;commercial:13;transactional:10
Cervejeiras Electrolux,17,5012,73;87;90;90;94;95;95;100;58;58;59;58,task:3;informational:53;navigational:15;commercial:10;transactional:19
Filtros Electrolux para Geladeira,26,4957,27;35;36;55;99;100;100;88;79;80;80;79,task:5;informational:49;navigational:15;commercial:21;transactional:10
Termostatos de Geladeira Electrolux,23,4955,24;30;37;51;99;100;100;84;80;80;80;79,task:2;informational:66;navigational:5;commercial:21;transactional:6
Coolers e caixas térmicas com rodas,16,4909,77;93;100;98;89;91;90;91;93;92;92;91,task:3;informational:61;navigational:5;commercial:27;transactional:4
Geladeiras para Vacinas,37,4889,52;58;61;96;99;100;100;88;89;89;92;92,task:5;informational:63;navigational:4;commercial:22;transactional:6
Borrachas de geladeira Consul/Brastemp,25,4828,21;29;32;44;71;73;73;100;99;100;98;97,task:5;informational:43;navigational:9;commercial:23;transactional:20
Geladeiras com liga/desliga intermitente,37,4820,78;81;83;100;92;92;93;95;89;89;88;88,task:2;informational:82;navigational:2;commercial:8;transactional:6
Balcões Refrigerados e Expositores,15,4808,78;94;100;100;92;94;96;94;96;96;96;95,task:2;informational:55;navigational:1;commercial:30;transactional:12
Cozinha: fogão e geladeira,30,4756,85;93;94;95;96;97;98;89;100;100;100;100,task:2;informational:71;navigational:5;commercial:14;transactional:8
Locação de Freezers,21,4683,44;50;35;43;56;58;58;59;100;100;100;100,task:8;informational:44;navigational:4;commercial:30;transactional:14
Refrigerantes e Sodas,22,4675,35;42;80;86;76;77;77;100;97;98;99;98,task:2;informational:71;navigational:7;commercial:16;transactional:4
Geladeiras Electrolux DC49A,26,4642,34;37;37;18;63;65;65;98;100;100;100;100,task:2;informational:57;navigational:25;commercial:12;transactional:4
Geladeiras Brastemp 443 L,24,4604,81;95;95;92;93;95;96;77;83;100;93;100,task:2;informational:59;navigational:15;commercial:18;transactional:6
Resfriadores e Tanques de Leite,34,4603,45;54;33;51;88;89;89;100;93;93;95;94,task:2;informational:44;navigational:9;commercial:32;transactional:13
Máquinas de refrigeração,17,4554,14;19;20;20;20;20;20;98;98;98;100;100,task:2;informational:70;navigational:5;commercial:17;transactional:6
Geladeiras Midea 425 litros,15,4534,14;18;18;19;89;91;93;82;84;100;95;83,task:2;informational:43;navigational:5;commercial:38;transactional:12
Geladeiras Brastemp Inverse,31,4416,56;77;81;89;82;86;87;98;100;100;100;99,task:2;informational:40;navigational:25;commercial:19;transactional:14
Freezers usados,19,4374,48;66;70;80;99;100;100;81;84;84;84;83,task:5;informational:42;navigational:5;commercial:31;transactional:17
Gelopar Refrigeração e Expositores,18,4341,76;93;95;93;90;92;93;100;99;99;98;97,task:5;informational:28;navigational:38;commercial:10;transactional:19
Receitas para Congelar,35,4272,54;59;60;78;74;75;76;92;100;100;100;100,task:22;informational:58;navigational:5;commercial:13;transactional:2
Geladeiras usadas e seminovas,22,4232,54;67;82;74;87;90;90;86;98;100;98;97,task:5;informational:35;navigational:5;commercial:33;transactional:22
Ventiladores de Geladeira,35,4203,74;41;50;59;89;92;93;100;99;99;100;99,task:5;informational:60;navigational:5;commercial:15;transactional:15
Geladeiras Brastemp 462 L,20,4201,92;98;100;42;40;41;41;36;38;48;44;48,task:3;informational:59;navigational:5;commercial:20;transactional:13
Geladeiras Electrolux 490L IB7/IB54,30,4167,84;98;100;50;50;53;55;52;64;64;77;91,task:2;informational:29;navigational:19;commercial:36;transactional:14
Desamassar Geladeiras e Latarias,28,4165,37;39;62;77;73;75;75;98;100;100;100;100,task:5;informational:62;navigational:7;commercial:15;transactional:11
Geladeiras no Mercado Livre,16,4139,87;98;100;54;69;71;71;52;56;56;56;56,task:1;informational:24;navigational:37;commercial:12;transactional:26
Geladeiras Brastemp Side by Side,25,4133,88;98;100;48;42;42;42;43;44;44;44;44,informational:55;navigational:4;commercial:29;transactional:12
Freezers Metalfrio,30,4061,63;86;94;93;87;89;90;91;95;100;96;95,task:2;informational:45;navigational:15;commercial:25;transactional:13
Máquinas de Geladinho,21,4035,44;55;62;78;93;96;96;94;100;100;100;100,task:2;informational:52;navigational:2;commercial:24;transactional:20
Geladeiras Brastemp Frost Free,28,4034,84;99;100;56;52;55;55;90;92;93;93;92,task:2;informational:51;navigational:7;commercial:29;transactional:11
