Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,lava louça midea,"""+midea""",,,,,4400,26,0.14,1.00,159,"Informational, Commercial","Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.36,0.44,0.54,0.44,0.29,0.19,0.54,0.29,0.44,0.23,0.29,0.36",20,,
br,lava louças midea 14 serviços,"""+midea""",,,,,4400,36,0.21,1.00,10,"Informational, Commercial","Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.29,0.54,0.54,0.66,0.66,0.35,1.00,0.54,0.66,0.54,0.54,0.44",20,,
br,ar condicionado 12000 midea,"""+midea""",,,,,3600,33,0.15,1.00,168,Transactional,"Site Links, People Also Ask, Popular Products, Related Searches","0.15,0.10,0.07,0.10,0.15,0.23,0.10,1.00,0.66,0.03,0.36,0.36",20,,
br,ar condicionado inverter 9000 midea,"""+midea""",,,,,3600,24,0.18,1.00,164,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.28,0.19,0.28,0.43,0.54,0.54,0.81,1.00,0.81,0.43,0.54,0.43",20,,
br,ar condicionado midea 12000 btus,"""+midea""",,,,,3600,31,0.18,1.00,196,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.23,0.35,0.35,0.29,0.54,0.54,1.00,0.54,0.66,0.44,0.54,0.44",20,,
br,ar condicionado midea 9000 inverter,"""+midea""",,,,,3600,24,0.18,1.00,197,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.13,0.13,0.19,0.29,0.24,0.16,0.54,0.81,0.66,0.36,0.36,0.36",20,,
br,ar condicionado portátil midea,"""+midea""",,,,,3600,30,0.08,1.00,109,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.03,0.03,0.03,0.07,0.08,0.08,0.08,0.54,0.44,0.10,0.08,0.05",20,,
br,ar-condicionado da midea,"""+midea""",,,,,3600,28,0.17,1.00,193,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video","0.00,0.00,0.00,0.00,0.24,0.66,0.00,0.36,0.00,0.44,1.00,1.00",20,,
br,freezer midea 100 litros,"""+midea""",,,,,3600,26,0.12,1.00,163,"Informational, Transactional","Site Links, Video, People Also Ask, Popular Products, Related Searches","0.43,0.36,0.54,0.54,0.54,0.43,0.54,0.54,0.54,0.43,0.66,0.66",20,,
br,frigobar midea 45l,"""+midea""",,,,,3600,27,0.11,1.00,192,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.29,0.35,0.44,0.44,0.35,0.44,0.54,0.54,0.54,0.35,0.44,0.35",20,,
br,geladeira midea 425 litros,"""+midea""",,,,,3600,25,0.12,1.00,167,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Site Links, Video","0.53,0.66,0.81,0.53,0.81,0.81,1.00,1.00,1.00,0.44,0.66,0.66",20,,
br,geladeira side by side midea,"""+midea""",,,,,3600,31,0.18,1.00,165,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.54,0.43,0.54,0.43,0.36,0.43,0.66,0.81,0.81,0.54,0.81,0.66",20,,
br,lava louça midea 8 serviços,"""+midea""",,,,,3600,32,0.14,1.00,179,"Informational, Commercial","Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Video","0.43,0.43,0.81,0.66,0.54,0.36,0.54,0.43,0.43,0.36,0.81,0.43",20,,
br,maquina de lavar midea 13kg,"""+midea""",,,,,3600,24,0.15,1.00,195,"Informational, Commercial","Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.81,0.29,0.81,0.53,0.53,0.53,0.81,0.44,0.53,0.53,0.66,0.66",20,,
br,maquina lava e seca midea,"""+midea""",,,,,3600,28,0.19,1.00,184,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews","0.54,0.66,0.66,0.54,0.54,0.54,0.66,0.54,0.66,0.43,0.54,0.66",20,,
br,máquina de lavar midea,"""+midea""",,,,,3600,27,0.14,1.00,10,Commercial,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.36,0.54,0.43,0.54,0.28,0.54,0.66,0.43,0.54,1.00,0.43,0.66",20,,
br,ar condicionado 9000 midea,"""+midea""",,,,,2900,19,0.14,1.00,169,Informational,"Site Links, People Also Ask, Popular Products, Related Searches","0.19,0.23,0.29,0.15,0.19,0.19,0.23,0.29,0.15,0.19,0.44,0.08",20,,
br,ar condicionado inverter midea 9000,"""+midea""",,,,,2900,25,0.18,1.00,164,Transactional,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.19,0.16,0.29,0.44,0.44,0.44,0.54,0.66,0.44,0.29,0.23,0.23",20,,
br,ar condicionado midea 12000 inverter,"""+midea""",,,,,2900,20,0.17,1.00,1680000,Transactional,"People Also Ask, Popular Products, Related Searches, Site Links, Video","0.05,0.05,0.05,0.10,0.16,0.16,0.16,0.19,0.24,0.10,0.10,0.08",20,,
br,ar condicionado midea 9000 btus,"""+midea""",,,,,2900,19,0.16,1.00,199,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.16,0.16,0.29,0.36,0.29,0.44,0.44,0.44,0.19,0.29,0.36,0.29",20,,
br,ar condicionado midea inverter,"""+midea""",,,,,2900,26,0.16,1.00,196,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.12,0.12,0.12,0.16,0.12,0.24,0.24,0.36,0.36,0.19,0.19,0.12",20,,
br,ar condicionado midea inverter 9000,"""+midea""",,,,,2900,25,0.18,1.00,171,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches, AI Overview","0.12,0.08,0.16,0.16,0.29,0.19,0.29,0.36,0.29,0.16,0.12,0.19",20,,
br,ar condicionado portatil midea,"""+midea""",,,,,2900,19,0.09,1.00,170,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.01,0.00,0.01,0.02,0.02,0.02,0.03,0.20,0.13,0.04,0.03,0.01",20,,
br,ar condicionado springer midea,"""+midea""",,,,,2900,32,0.14,1.00,162,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.19,0.15,0.13,0.19,0.23,0.29,0.19,0.36,0.44,0.29,0.23,0.19",20,,
br,geladeira midea 491 litros,"""+midea""",,,,,2900,25,0.14,1.00,162,Transactional,"Popular Products, Related Searches, Image Pack, Site Links, Video Carousel, People Also Ask","0.10,0.13,0.07,0.36,0.24,0.36,0.81,0.81,1.00,0.66,0.66,0.54",20,,
br,geladeira midea frost free,"""+midea""",,,,,2900,25,0.14,1.00,161,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.24,0.24,0.44,0.53,0.53,0.35,1.00,0.35,0.81,0.53,0.81,1.00",20,,
br,geladeira midea side,"""+midea""",,,,,2900,25,0.18,1.00,166,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.13,0.08,0.05,0.19,0.08,0.13,1.00,0.44,0.44,0.54,0.66,0.54",20,,
br,lava e seca midea 13kg,"""+midea""",,,,,2900,26,0.22,1.00,196,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.43,0.54,0.54,0.43,0.43,0.81,0.43,0.43,0.28,0.43,0.66",20,,
br,lava loucas midea,"""+midea""",,,,,2900,26,0.14,1.00,159,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.23,0.35,0.35,0.54,0.35,0.35,0.54,0.19,0.29,0.35,0.44,0.29",20,,
br,lava louça midea 14 serviços,"""+midea""",,,,,2900,28,0.21,1.00,244000,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.44,1.00,0.44,0.35,0.66,0.66,0.44,0.53,0.66,0.16,0.66",20,,
br,lava louças 8 serviços midea,"""+midea""",,,,,2900,31,0.16,1.00,167,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.65,0.65,1.00,0.81,0.81,0.54,1.00,0.54,0.54,0.54,0.65,0.65",20,,
br,midea maquina de lavar,"""+midea""",,,,,2900,25,0.17,1.00,168,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.52,0.66,0.80,0.80,0.80,0.80,1.00,0.80,0.80,0.66,0.80,0.80",20,,
br,ar condicionado inverter midea,"""+midea""",,,,,2400,26,0.16,1.00,170,Transactional,"People Also Ask, Popular Products, Related Searches, Site Links, Video Carousel","0.15,0.13,0.15,0.19,0.19,0.15,0.23,0.44,0.29,0.19,0.15,0.13",20,,
br,ar condicionado midea inverter 12000,"""+midea""",,,,,2400,33,0.17,1.00,183,Informational,"Site Links, People Also Ask, Popular Products, Related Searches","0.10,0.06,0.10,0.12,0.16,0.12,0.24,0.29,0.24,0.16,0.19,0.10",20,,
br,ar-condicionado midea,"""+midea""",,,,,2400,31,0.17,1.00,167,"Informational, Navigational","Site Links, Video, People Also Ask, Popular Products, Related Searches","0.16,0.08,0.24,0.24,0.35,0.66,0.53,1.00,0.81,0.44,0.35,0.44",20,,
br,frigobar midea 93l,"""+midea""",,,,,2400,28,0.15,1.00,158,Informational,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Image, Video Carousel","0.44,0.44,0.44,0.53,0.44,0.53,0.53,0.53,0.29,0.18,0.29,0.53",20,,
br,geladeira frost free midea,"""+midea""",,,,,2400,29,0.14,1.00,191,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.66,0.44,0.27,0.52,0.52,0.44,0.80,0.66,0.80,0.52,0.80,0.66",20,,
br,lava e seca midea healthguard,"""+midea""",,,,,2400,32,0.26,1.00,164,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.36,0.43,0.36,0.28,0.28,0.24,0.43,0.24,0.28,0.28,0.36,0.19",20,,
br,lava louca midea,"""+midea""",,,,,2400,26,0.14,1.00,161,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.29,0.65,0.54,0.54,0.54,0.43,1.00,0.29,0.54,1.00,0.36,0.54",20,,
br,lava louças 14 serviços midea,"""+midea""",,,,,2400,33,0.16,1.00,161,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.44,0.66,0.44,0.35,0.24,1.00,0.53,0.53,0.44,0.53,0.53",20,,
br,maquina de lavar roupa midea,"""+midea""",,,,,2400,25,0.16,1.00,166,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.80,0.80,0.80,0.52,0.66,0.52,0.80,0.66,0.80,0.66,0.66,0.80",20,,
br,maquina midea,"""+midea""",,,,,2400,26,0.15,1.00,197,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.82,0.65,0.82,1.00,0.65,0.82,0.65,0.65,0.82,0.65,0.82,0.82",20,,
br,ar condicionado 12000 btus inverter midea,"""+midea""",,,,,1900,32,0.21,1.00,166,Informational,"Site Links, People Also Ask, Popular Products, Related Searches","0.12,0.16,0.16,0.19,0.19,0.23,0.29,0.44,0.35,0.23,0.16,0.16",20,,
br,ar condicionado 18000 btus inverter midea,"""+midea""",,,,,1900,24,0.18,1.00,161,"Informational, Transactional","Popular Products, Related Searches, Site Links, Video, People Also Ask","0.18,0.18,0.16,0.24,0.35,0.44,0.53,0.35,0.53,0.44,0.24,0.24",20,,
br,ar condicionado 18000 btus midea,"""+midea""",,,,,1900,23,0.20,1.00,161,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.16,0.16,0.18,0.24,0.35,0.44,0.53,0.66,0.53,0.35,0.24,0.24",20,,
br,ar condicionado inverter 12000 midea,"""+midea""",,,,,1900,31,0.17,1.00,166,"Informational, Transactional","Related Searches, AI Overview, Site Links, People Also Ask","0.05,0.05,0.07,0.13,0.23,0.15,0.23,0.29,0.23,0.19,0.15,0.13",20,,
br,ar condicionado midea 18000 btus,"""+midea""",,,,,1900,24,0.20,1.00,110,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.16,0.16,0.16,0.18,0.29,0.35,0.44,0.81,0.53,0.29,0.29,0.18",20,,
br,ar condicionado midea 18000 btus inverter,"""+midea""",,,,,1900,21,0.18,1.00,165,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.24,0.16,0.18,0.24,0.35,0.35,0.53,0.81,0.53,0.53,0.35,0.29",20,,
br,controle ar condicionado midea,"""+midea""",,,,,1900,20,0.06,1.00,167,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.43,0.36,0.29,0.22,0.36,0.36,0.54,1.00,0.65,0.43,0.43,0.36",20,,
br,freezer midea 200 litros,"""+midea""",,,,,1900,24,0.11,1.00,172,Commercial,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.36,0.52,0.44,0.52,0.24,1.00,0.80,0.52,0.52,0.44,0.66",20,,
br,frigobar midea 124l,"""+midea""",,,,,1900,24,0.12,1.00,166,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.36,0.36,0.29,0.36,0.43,0.43,0.54,0.43,0.43,0.54,0.36,0.36",20,,
br,maquina midea 13kg,"""+midea""",,,,,1900,22,0.12,1.00,168,Commercial,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.79,0.79,1.00,0.66,0.79,0.66,0.79,0.41,0.66,0.66,1.00,1.00",20,,
br,midea ar condicionado inverter,"""+midea""",,,,,1900,33,0.16,1.00,163,"Informational, Transactional","Site Links, Reviews, People Also Ask, Popular Products, Related Searches","0.19,0.24,0.19,0.24,0.19,0.10,0.24,0.81,0.66,0.43,0.43,0.28",20,,
br,máquina de lavar midea 13kg,"""+midea""",,,,,1900,24,0.12,1.00,163,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","1.00,0.66,0.66,1.00,0.66,0.79,0.79,0.66,0.79,0.54,1.00,1.00",20,,
br,máquina de lavar midea 15kg,"""+midea""",,,,,1900,24,0.13,1.00,165,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.43,0.54,0.43,0.29,0.10,1.00,0.54,0.10,0.36,0.81,0.65",20,,
br,ar condicionado 9000 btus inverter midea,"""+midea""",,,,,1600,23,0.20,1.00,165,"Informational, Transactional","Related Searches, Site Links, People Also Ask, Popular Products","0.16,0.16,0.24,0.24,0.35,0.35,0.44,0.53,0.35,0.24,0.24,0.24",20,,
br,ar condicionado split midea 12000 btus inverter,"""+midea""",,,,,1600,30,0.19,1.00,164,Informational,"Related Searches, Site Links, People Also Ask, Popular Products","0.10,0.08,0.16,0.22,0.22,0.36,0.54,1.00,0.81,0.36,0.36,0.43",20,,
br,climatizador midea 110v,"""+midea""",,,,,1600,27,0.09,1.00,172,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.13,0.13,0.02,0.01,0.00",20,,
br,freezer horizontal midea,"""+midea""",,,,,1600,24,0.18,1.00,159,"Navigational, Transactional","Site Links, Video, People Also Ask, Popular Products, Related Searches","0.30,0.44,0.55,0.34,0.44,0.55,0.65,0.82,0.65,0.65,0.82,0.65",20,,
br,freezer vertical midea,"""+midea""",,,,,1600,24,0.13,1.00,162,Informational,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.30,0.30,0.34,0.34,0.34,0.55,0.65,0.65,0.65,0.55,1.00,0.82",20,,
br,geladeira midea 473 litros,"""+midea""",,,,,1600,24,0.14,1.00,165,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video Carousel","0.08,0.07,0.10,0.12,0.10,0.12,0.29,0.16,1.00,0.16,0.23,0.23",20,,
br,lava louças midea 10 serviços,"""+midea""",,,,,1600,25,0.14,1.00,432000,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.65,0.82,0.65,0.44,0.44,1.00,0.55,0.55,0.44,0.44,0.44",20,,
br,maquina de lavar louça midea,"""+midea""",,,,,1600,26,0.13,1.00,160,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.66,0.79,1.00,0.66,0.66,0.54,0.54,0.54,0.79,0.41,0.66,0.79",20,,
br,máquina de lavar roupa midea,"""+midea""",,,,,1600,24,0.11,1.00,183,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.68,0.68,0.84,0.84,0.84,0.84,0.84,0.84,0.68,1.00,0.46,1.00",20,,
br,ar condicionado 12000 inverter midea,"""+midea""",,,,,1300,31,0.17,1.00,157,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.19,0.15,0.10,0.19,0.13,0.13,0.15,0.15,0.13,0.13,0.36,0.19",20,,
br,ar condicionado inverter midea 12000,"""+midea""",,,,,1300,30,0.17,1.00,163,"Informational, Commercial","Related Searches, AI Overview, Site Links, People Also Ask, Popular Products","0.19,0.15,0.15,0.19,0.36,0.19,0.10,0.36,0.36,0.05,0.24,0.19",20,,
br,ar condicionado midea 24000 btus,"""+midea""",,,,,1300,31,0.20,1.00,160,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches","0.16,0.24,0.24,0.30,0.34,0.44,0.55,0.82,0.82,0.44,0.24,0.30",20,,
br,ar condicionado midea controle,"""+midea""",,,,,1300,18,0.06,1.00,168,Informational,"Site Links, Reviews, Video, Video Carousel, Related Searches, AI Overview","0.22,0.36,0.13,0.29,0.29,0.29,0.22,0.36,0.36,0.22,0.43,0.36",20,,
br,ar condicionado midea é bom,"""+midea""",,,,,1300,24,0.10,1.00,164,Informational,"Video Carousel, People Also Ask, Popular Products, Short Videos, AI Overview, Site Links, Reviews, Video, Related Searches","0.10,0.13,0.16,0.16,0.22,0.36,0.43,0.54,0.43,0.22,0.22,0.16",20,,
br,climatizador midea akaf2,"""+midea""",,,,,1300,29,0.09,1.00,165,"Informational, Commercial","Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video","0.03,0.02,0.02,0.08,0.12,0.16,0.19,0.54,0.29,0.12,0.08,0.05",20,,
br,controle do ar condicionado midea,"""+midea""",,,,,1300,15,0.06,1.00,160,"Informational, Transactional","Image Pack, Reviews, People Also Ask, Site Links, Video, Shopping Ads, Video Carousel, Popular Products, Related Searches, AI Overview","0.29,0.29,0.29,0.22,0.20,0.22,0.16,0.29,0.54,0.36,0.43,0.29",20,,
br,controle midea ar condicionado,"""+midea""",,,,,1300,21,0.06,1.00,166,Informational,"AI Overview, Image Pack, Site Links, Reviews, Video, Video Carousel, Popular Products, Related Searches","0.16,0.29,0.22,0.10,0.16,0.29,0.22,0.36,0.29,0.43,0.43,0.36",20,,
br,freezer midea 150 litros,"""+midea""",,,,,1300,34,0.10,1.00,162,"Informational, Transactional","Reviews, Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.36,0.29,0.29,0.36,0.29,0.29,0.22,0.36,0.22,0.16,0.16,0.16",20,,
br,geladeira midea 411 litros,"""+midea""",,,,,1300,24,0.12,1.00,161,Commercial,"Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.24,0.13,0.13,0.13,0.13,0.08,0.10,0.08,0.07,0.04,0.03,0.04",20,,
br,geladeira midea 463 litros,"""+midea""",,,,,1300,26,0.11,1.00,174,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.24,0.16,0.12,0.10,0.05,0.06,0.05,0.03,0.04,0.02,0.02,0.01",20,,
br,geladeira mideia,"""+midea""",,,,,1300,26,0.12,1.00,185,"Navigational, Transactional","Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.13,0.05,0.10,0.03,0.05,0.19,0.07,0.15,0.07,0.15,0.10,0.15",20,,
br,lava louça 14 serviços midea,"""+midea""",,,,,1300,23,0.16,1.00,165,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.24,0.55,1.00,0.34,0.30,0.20,1.00,0.34,0.44,0.65,0.24,0.30",20,,
br,lava louça 8 serviços midea,"""+midea""",,,,,1300,31,0.16,1.00,159,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.20,0.29,0.81,0.36,0.22,0.22,0.22,0.22,0.43,0.54,0.13,0.16",20,,
br,midea,"""+midea""",,,,,110000,68,0.58,1.00,169,Navigational,"Knowledge Panel, Site Links, Adwords Top, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.66,0.66,0.54,0.66,0.54,0.54,0.81,0.66,0.81,0.54,0.66,0.54",20,,
