Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,samsung digital inverter geladeira,geladeira samsung,,,,,1000,37,0.11,1.00,177,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.22,0.29,0.13,0.22,0.22,0.13,0.22,0.29,0.22,0.13,0.13,0.13",20,,
br,geladeira duas portas samsung,geladeira samsung,,,,,880,39,0.13,1.00,168,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.46,0.37,0.46,0.31,0.37,0.31,0.52,0.52,0.52,0.37,0.52,0.52",20,,
br,geladeira inox samsung,geladeira samsung,,,,,880,48,0.13,1.00,166,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.36,0.30,0.36,0.24,0.36,0.54,0.54,0.30,0.36,0.24,0.30,0.30",20,,
br,geladeira preta samsung,geladeira samsung,,,,,880,37,0.16,1.00,164,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.30,0.30,0.30,0.34,0.34,0.34,0.24,0.24,0.20,0.20,0.20,0.16",20,,
br,geladeira samsung 411 litros,geladeira samsung,,,,,880,31,0.12,1.00,160,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.37,0.16,0.37,0.37,0.37,0.52,0.84,0.52,0.84,0.46,0.46,0.25",20,,
br,geladeira samsung 518 litros,geladeira samsung,,,,,880,33,0.12,1.00,162,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.46,0.31,0.37,0.37,0.46,0.52,1.00,0.68,0.52,0.31,0.37,0.20",20,,
br,geladeira samsung duas portas,geladeira samsung,,,,,880,31,0.13,1.00,155,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.62,0.45,0.62,0.45,0.45,0.45,0.62,0.62,0.81,0.24,0.62,0.62",20,,
br,geladeira samsung inox,geladeira samsung,,,,,880,32,0.13,1.00,166,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.16,0.20,0.22,0.20,0.22,0.16,0.29,0.16,0.22,0.16,0.16,0.16",20,,
br,geladeira samsung preta,geladeira samsung,,,,,880,47,0.16,1.00,162,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.34,0.24,0.30,0.24,0.30,0.30,0.44,0.20,0.30,0.20,0.24,0.20",20,,
br,samsung geladeiras,geladeira samsung,,,,,880,47,0.16,1.00,169,"Informational, Transactional","Site Links, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack","0.02,0.07,0.02,0.02,0.03,0.02,0.10,0.03,0.03,0.29,0.08,0.02",20,,
br,geladeira 2 portas samsung,geladeira samsung,,,,,720,41,0.12,1.00,167,Transactional,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.45,0.45,0.45,0.36,0.30,0.30,0.55,0.36,0.45,0.24,0.36,0.45",20,,
br,geladeira french door samsung,geladeira samsung,,,,,720,36,0.17,1.00,161,"Navigational, Transactional","Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products","0.36,0.36,0.45,0.36,0.30,0.45,0.62,0.36,0.45,0.30,0.45,0.36",20,,
br,geladeira frost free samsung,geladeira samsung,,,,,720,40,0.11,1.00,173,"Informational, Transactional","Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.45,0.36,0.45,0.45,0.45,0.45,0.62,0.55,0.55,0.36,0.45,0.45",20,,
br,geladeira samsung 2 portas,geladeira samsung,,,,,720,36,0.12,1.00,160,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Popular Products","0.55,0.55,0.55,0.45,0.45,0.45,0.55,0.45,0.55,0.36,0.45,0.45",20,,
br,geladeira samsung com tela,geladeira samsung,,,,,720,36,0.13,1.00,164,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.31,0.25,0.37,0.37,0.31,0.37,0.37,0.25,0.46,0.37,0.31,0.25",20,,
br,geladeira samsung french door,geladeira samsung,,,,,720,36,0.17,1.00,164,Navigational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.31,0.31,0.52,0.37,0.25,0.31,0.52,0.25,0.52,0.31,0.37,0.31",20,,
br,geladeira samsung rb50,geladeira samsung,,,,,720,39,0.11,1.00,162,"Informational, Transactional","Site Links, Reviews, Video, Image, Video Carousel, Knowledge Panel, Image Pack, People Also Ask, Related Searches","0.45,0.45,0.45,0.36,0.36,0.45,0.81,0.36,0.55,0.30,0.36,0.45",20,,
br,geladeira samsung 3 portas,geladeira samsung,,,,,590,36,0.15,1.00,163,Navigational,"Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.36,0.24,0.24,0.24,0.24,0.24,0.36,0.24,0.24,0.20,0.24,0.45",20,,
br,geladeira smart samsung,geladeira samsung,,,,,590,41,0.12,1.00,165,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.36,0.30,0.30,0.36,0.36,0.36,0.55,0.45,0.45,0.30,0.30,0.24",20,,
br,samsung geladeira inox,geladeira samsung,,,,,590,46,0.13,1.00,157,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.37,0.31,0.16,0.46,0.31,0.52,0.31,0.13,0.25,0.31,0.37,0.37",20,,
br,geladeira inverse samsung,geladeira samsung,,,,,480,30,0.14,1.00,167,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.20,0.25,0.20,0.25,0.25,0.20,0.31,0.20,0.25,0.16,0.20,0.20",20,,
br,geladeira samsung digital inverter 460 litros,geladeira samsung,,,,,480,33,0.09,1.00,161,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.30,0.36,0.45,0.36,0.30,0.30,0.36,0.36,0.30,0.20,0.20,0.16",20,,
br,geladeira samsung inverse,geladeira samsung,,,,,480,36,0.12,1.00,10,"Informational, Navigational","Image Pack, Site Links, People Also Ask, Related Searches, Short Videos","0.24,0.16,0.20,0.24,0.20,0.24,0.24,0.16,0.24,0.20,0.16,0.20",20,,
br,geladeira samsung rt53,geladeira samsung,,,,,480,39,0.13,1.00,164,Informational,"Site Links, Reviews, Video, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Image, Video Carousel, AI Overview","0.36,0.24,0.45,0.30,0.08,0.24,1.00,0.55,0.36,0.24,0.36,0.24",20,,
br,geladeira samsung é boa,geladeira samsung,,,,,480,21,0.10,1.00,162,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.32,0.32,0.39,0.39,0.48,0.59,0.72,0.59,0.39,0.32,0.32,0.21",90,,
br,assistencia tecnica geladeira samsung,geladeira samsung,,,,,390,53,1.07,0.66,180,Navigational,"Local Pack, Reviews, People Also Ask, Related Searches","0.66,0.66,0.66,0.54,0.66,0.66,0.66,0.66,1.00,0.81,0.66,0.66",90,,
br,geladeira 3 portas samsung,geladeira samsung,,,,,390,36,0.12,1.00,167,"Navigational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.31,0.20,0.16,0.16,0.20,0.20,0.25,0.16,0.20,0.20,0.25,0.37",20,,
br,geladeira duplex inverse evolution smartthings samsung rb50 inox 462l,geladeira samsung,,,,,390,37,0.15,1.00,169,"Informational, Transactional","Knowledge Panel, Image Pack, Video, Video Carousel, People Also Ask, Related Searches, Adwords Middle","0.30,0.76,0.76,0.36,0.24,0.36,0.30,0.13,0.10,0.08,0.03,0.05",70,,
br,geladeira inteligente samsung,geladeira samsung,,,,,390,36,0.11,1.00,160,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.44,0.44,0.44,0.66,0.44,0.44,0.36,0.36,0.54,0.36,0.29,0.23",20,,
br,geladeira samsung assistencia tecnica,geladeira samsung,,,,,390,17,1.07,0.66,170,Navigational,"Related Searches, Local Pack, Adwords Bottom, People Also Ask","0.54,0.54,0.54,0.35,0.54,0.54,0.54,0.81,0.81,0.81,0.66,0.66",90,,
br,geladeira samsung family hub,geladeira samsung,,,,,390,36,0.18,1.00,166,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.66,0.66,0.66,0.81,0.54,0.54,1.00,0.66,0.81,0.66,1.00,0.66",20,,
br,geladeira samsung frost free,geladeira samsung,,,,,390,21,0.14,1.00,168,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.54,0.29,0.54,0.54,0.54,0.54,0.81,0.54,0.54,0.36,0.36,0.23",20,,
br,geladeira samsung rf49a,geladeira samsung,,,,,390,36,0.23,1.00,162,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video","0.44,0.54,0.44,0.36,0.54,0.44,0.81,0.54,0.54,0.66,0.44,0.66",20,,
br,samsung assistencia tecnica geladeira,geladeira samsung,,,,,390,34,1.07,0.66,176,Navigational,"Local Pack, People Also Ask, Related Searches","0.66,0.66,0.35,0.35,0.54,0.66,0.66,0.81,0.81,0.81,0.66,0.66",90,,
br,samsung geladeira inverter,geladeira samsung,,,,,390,46,0.13,1.00,1560,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.24,0.30,0.30,0.24,0.24,0.24,0.45,0.24,0.30,0.24,0.20,0.24",20,,
br,smart geladeira samsung,geladeira samsung,,,,,390,45,0.12,1.00,166,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.00,0.01,0.39,0.21,0.59,0.59,0.72,0.00,0.48,0.48,0.48,0.39",20,,
br,assistencia tecnica samsung geladeira,geladeira samsung,,,,,320,27,0.92,0.72,170,Navigational,"Local Pack, Reviews, Adwords Top, People Also Ask, Related Searches, Adwords Middle","0.43,0.53,0.66,0.82,0.82,0.82,0.66,0.82,1.00,0.82,0.82,0.66",90,,
br,filtro geladeira samsung,geladeira samsung,,,,,320,30,0.14,1.00,164,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video","0.54,0.66,0.54,0.54,0.54,0.54,0.44,0.54,0.66,0.54,0.54,0.54",20,,
br,filtro para geladeira samsung,geladeira samsung,,,,,320,15,0.14,1.00,171,Transactional,"Image Pack, Site Links, Video Carousel, Popular Products, Related Searches","0.66,0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.66,0.43,0.54,0.54",20,,
br,geladeira da samsung é boa,geladeira samsung,,,,,320,13,0.18,1.00,168,Informational,"Image Pack, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.13,0.20,0.20,0.30,0.30,0.30,0.36,0.45,0.24,0.16,0.16,0.13",90,,
br,geladeira duplex evolution smartthings samsung rt42 411l bivolt,geladeira samsung,,,,,320,34,0.18,1.00,164,Informational,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Image Pack","0.11,0.08,0.11,0.08,0.13,0.20,0.16,0.13,0.16,0.11,0.05,0.05",20,,
br,geladeira samsung 391 litros,geladeira samsung,,,,,320,24,0.12,1.00,169,Commercial,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.28,0.23,0.44,0.44,0.66,0.66,1.00,0.81,0.81,0.28,0.35,0.35",20,,
br,geladeira samsung bespoke,geladeira samsung,,,,,320,31,0.15,1.00,191,Transactional,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.36,0.54,0.36,0.36,0.29,0.23,0.29,0.29,0.67,0.36,0.23,0.23",20,,
br,geladeira samsung duplex,geladeira samsung,,,,,320,27,0.15,1.00,190,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.54,0.44,0.66,0.54,0.44,0.54,0.66,0.44,0.44,0.29,0.29,0.36",20,,
br,samsung geladeira assistencia tecnica,geladeira samsung,,,,,320,36,0.71,0.70,175,Navigational,"Local Pack, People Also Ask, Related Searches","0.54,0.36,0.29,0.29,0.44,0.36,0.29,0.44,0.54,0.54,0.44,0.44",90,,
br,samsung rt38 geladeira,geladeira samsung,,,,,320,36,0.12,1.00,164,Informational,"Image Pack, Video, Popular Products, Related Searches, AI Overview, Site Links, Image, Video Carousel, People Also Ask","0.43,0.66,0.54,0.54,0.43,0.43,0.66,0.54,0.81,0.66,1.00,0.81",20,,
br,filtro da geladeira samsung,geladeira samsung,,,,,260,34,0.14,1.00,168,"Informational, Transactional","Image Pack, Site Links, Video Carousel, Popular Products, Related Searches, AI Overview","0.35,0.54,0.28,0.28,0.35,0.35,0.28,0.44,0.54,0.35,0.35,0.44",20,,
br,geladeira da samsung nova,geladeira samsung,,,,,260,44,0.11,1.00,172,"Informational, Commercial","Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira duplex samsung,geladeira samsung,,,,,260,31,0.15,1.00,163,Transactional,"Related Searches, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products","0.44,0.36,0.23,0.29,0.36,0.66,0.54,0.44,0.36,0.36,0.29,0.54",20,,
br,geladeira samsung 4 portas,geladeira samsung,,,,,260,31,0.11,1.00,189,"Navigational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.44,0.54,0.44,0.44,0.44,0.44,0.54,0.44,0.54,0.44,0.35,0.35",20,,
br,geladeira samsung branca,geladeira samsung,,,,,260,36,0.12,1.00,153,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.36,0.36,0.44,0.44,0.44,0.36,0.44,0.44,0.44,0.36,0.36,0.36",20,,
br,geladeira samsung e boa,geladeira samsung,,,,,260,21,0.18,1.00,166,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.23,0.23,0.19,0.23,0.29,0.36,0.36,0.44,0.29,0.23,0.23,0.23",90,,
br,geladeira samsung evolution,geladeira samsung,,,,,260,40,0.11,1.00,162,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.16,0.16,0.20,0.16,0.16,0.16,0.24,0.13,0.20,0.10,0.16,0.10",20,,
br,samsung filtro geladeira,geladeira samsung,,,,,260,33,0.14,1.00,169,"Informational, Transactional","Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.54,0.54,0.44,0.44,0.44,0.44,0.44,0.44,0.54,0.35,0.44,0.44",20,,
br,samsung geladeira side by side,geladeira samsung,,,,,260,26,0.18,1.00,162,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.29,0.22,0.35,0.43,0.43,0.35,0.66,0.54,1.00,0.66,0.66,0.54",20,,
br,até 391 litros geladeira samsung,geladeira samsung,,,,,210,28,0.00,0.00,172,Transactional,"People Also Ask, Related Searches, Site Links, Reviews, Video, Video Carousel","1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira 4 portas samsung,geladeira samsung,,,,,210,27,0.11,1.00,160,"Navigational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.35,0.54,0.35,0.44,0.35,0.35,0.35,0.35,0.44,0.28,0.35,0.35",20,,
br,geladeira inteligente da samsung,geladeira samsung,,,,,210,39,0.08,1.00,170,"Informational, Commercial","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Video Carousel, Short Videos, AI Overview, Site Links","0.36,0.29,0.09,0.44,0.36,0.36,0.23,0.23,0.29,0.36,0.23,0.23",20,,
br,geladeira samsung 460 litros,geladeira samsung,,,,,210,34,0.11,1.00,162,Transactional,"Video, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.05,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.03",20,,
br,geladeira samsung digital inverter 10 warranty,geladeira samsung,,,,,210,35,0.09,0.70,159,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video","0.53,0.43,0.53,0.65,0.81,1.00,0.65,0.65,0.81,0.53,0.65,0.43",20,,
br,geladeira samsung rt 38,geladeira samsung,,,,,210,35,0.11,1.00,163,"Informational, Transactional","Reviews, Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links","0.35,0.43,0.35,0.43,0.43,0.66,0.66,0.54,0.43,0.29,0.43,0.35",20,,
br,geladeira samsung rt38 é boa,geladeira samsung,,,,,210,21,0.14,1.00,164,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.34,0.34,0.65,0.65,0.81,0.65,1.00,0.53,0.65,0.43,0.65,0.43",20,,
br,geladeira samsung smart,geladeira samsung,,,,,210,45,0.13,1.00,163,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.44,0.28,0.35,0.44,0.35,0.28,0.54,0.44,0.35,0.28,0.35,0.28",20,,
br,geladeira samsung twin cooling plus,geladeira samsung,,,,,210,37,0.09,0.99,161,"Informational, Transactional","Knowledge Panel, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.66,0.66,0.43,0.53,0.53,0.66,0.66,0.66,0.66,0.43,0.53,0.53",20,,
br,samsung geladeira duplex evolution smartthings rt38 391l bivolt black inox,geladeira samsung,,,,,210,31,0.15,1.00,165,Informational,"Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.10,0.15,0.29,0.15,0.29,0.19,0.19,0.23,0.15,0.15,1.00,0.19",20,,
br,autorizada geladeira samsung,geladeira samsung,,,,,170,14,0.74,0.53,169,Navigational,"Local Pack, People Also Ask, Related Searches","0.29,0.35,0.29,0.29,0.29,0.35,0.35,0.54,0.54,0.29,0.43,0.29",90,,
br,filtro da geladeira side by side samsung,geladeira samsung,,,,,170,29,0.13,1.00,173,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.53,0.43,0.65,0.43,0.53,0.53,0.53,0.53,0.65,0.43,0.43,0.53",20,,
br,filtro geladeira samsung side by side,geladeira samsung,,,,,170,25,0.13,1.00,195,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.53,0.43,0.53,0.43,0.53,0.53,0.43,0.53,0.65,0.43,0.43,0.53",20,,
br,filtro para geladeira samsung side by side,geladeira samsung,,,,,170,35,0.13,1.00,169,"Informational, Transactional","Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.53,0.43,0.65,0.53,0.53,0.53,0.43,0.34,0.53,0.43,0.43,0.53",20,,
br,geladeira by side samsung,geladeira samsung,,,,,170,28,0.14,1.00,162,"Navigational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.53,0.53,0.53,0.43,0.35,0.28,0.53,0.28,0.35,0.28,0.28,0.28",20,,
br,geladeira com tela samsung,geladeira samsung,,,,,170,36,0.10,1.00,164,"Informational, Transactional","Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.35,0.22,0.18,0.18,0.14,0.29,0.43,0.29,0.54,0.35,0.35,0.29",20,,
br,geladeira com tv samsung,geladeira samsung,,,,,170,29,0.09,1.00,163,Informational,"Site Links, Video Carousel, Popular Products, Related Searches, Short Videos, AI Overview, Image Pack, Video, People Also Ask","0.43,0.34,0.34,0.34,0.65,0.53,0.81,0.34,0.43,0.53,0.15,0.21",20,,
br,geladeira duplex evolution smartthings samsung rt38 391l bivolt black inox,geladeira samsung,,,,,170,31,0.20,1.00,165,Informational,"Knowledge Panel, Reviews, Video, Image, Video Carousel, People Also Ask, Image Pack, Site Links, Related Searches","0.03,0.05,0.04,0.11,0.16,0.31,0.16,0.03,0.04,0.04,0.03,0.02",20,,
br,geladeira duplex evolution smartthings samsung rt53 518l bivolt,geladeira samsung,,,,,170,34,0.21,1.00,114,"Informational, Transactional","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.28,0.35,0.44,0.23,0.28,0.44,1.00,0.18,0.06,0.08,0.15,0.15",20,,
br,geladeira frost free samsung 411litos,geladeira samsung,,,,,170,26,0.00,0.00,169,Commercial,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches","1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira samsung 560 litros,geladeira samsung,,,,,170,33,0.13,1.00,164,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.34,0.53,0.53,0.34,0.53,0.43,1.00,1.00,1.00,0.34,0.28,0.21",20,,
br,geladeira samsung barosa,geladeira samsung,,,,,170,34,0.10,1.00,155,"Navigational, Transactional","Video, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.08,0.10,0.16,0.24",20,,
br,geladeira samsung digital,geladeira samsung,,,,,170,36,0.09,1.00,163,"Informational, Transactional","Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.34,0.28,0.34,0.34,0.34,0.43,0.81,0.65,0.81,1.00,0.81,0.53",20,,
br,geladeira samsung evolution rt38,geladeira samsung,,,,,170,36,0.14,1.00,72,Informational,"Site Links, Reviews, Video, Image, People Also Ask, Related Searches","0.05,0.06,0.16,0.10,0.10,0.13,0.13,0.04,0.10,0.03,0.16,0.08",20,,
br,geladeira samsung inverter 460 litros inox,geladeira samsung,,,,,170,35,0.11,1.00,117,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.44,0.35,0.35,0.23,0.18,0.18,0.15,0.23,0.23,0.23,0.28,0.28",20,,
br,geladeira samsung inverter 528 litros,geladeira samsung,,,,,170,34,0.09,1.00,164,"Informational, Transactional","Related Searches, Site Links, Reviews, Video, People Also Ask, Popular Products","0.29,0.23,0.23,0.15,0.19,0.23,0.23,0.19,0.29,0.15,0.23,0.19",20,,
br,geladeira samsung rs57,geladeira samsung,,,,,170,33,0.15,1.00,168,Informational,"Site Links, Video, Video Carousel, Related Searches, AI Overview","0.53,0.43,0.66,0.28,0.43,0.35,1.00,0.43,0.66,0.28,0.02,0.23",20,,
br,geladeira samsung rs60,geladeira samsung,,,,,170,33,0.20,1.00,193,"Informational, Transactional","Short Videos, Knowledge Panel, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.03,0.03,0.04,0.05,0.07,0.07,0.25,0.16,0.13,0.07,0.13,0.11",20,,
br,geladeira samsung rt42 é boa,geladeira samsung,,,,,170,30,0.13,1.00,95,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.35,0.29,0.35,0.43,0.54,0.43,0.35,0.43,0.43,0.29,0.35,0.22",20,,
br,geladeira samsung rt46,geladeira samsung,,,,,170,38,0.09,1.00,162,Informational,"Knowledge Panel, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.04,0.04,0.07,0.05,0.05,0.00,0.05,0.04,0.03,0.04,0.05,0.04",20,,
