Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,ar condicionado não gela o que fazer,,,,,,20,0,0.07,0.15,,,,"0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",,,
br,ar condicionado não liga,,,,,,880,15,0.30,0.06,108,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.24,0.20,0.24,0.24,0.36,0.30,0.41,0.79,0.41,0.54,0.41,0.30",90,,
br,ar condicionado não liga o que fazer,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,ar condicionado pingando agua,,,,,,2900,34,0.11,0.22,106,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Reviews, Video, Adwords Bottom, Video Carousel","0.24,0.15,0.13,0.19,0.28,0.36,0.43,0.81,0.66,0.66,0.66,0.43",90,,
br,ar condicionado pingando agua o que fazer,,,,,,70,0,0.17,0.19,,,,"0.19,0.07,0.07,0.07,0.07,0.11,0.15,0.80,0.42,0.42,0.42,0.26",,,
br,aspirador com pouca forca,,,,,,,,,,,,,,,,
br,aspirador de pó com pouca forca,,,,,,,,,,,,,,,,
br,aspirador de pó com pouca forca o que fazer,,,,,,,,,,,,,,,,
br,aspirador de pó econômica,,,,,,,,,,,,,,,,
br,aspirador de pó electrolux nao liga,,,,,,,,,,,,,,,,
br,aspirador de pó gasta muita energia,,,,,,170,20,0.00,0.01,162,Informational,"AI Overview, Video, Video Carousel, People Also Ask, Related Searches","0.66,0.52,0.80,0.66,1.00,1.00,1.00,0.80,1.00,0.66,0.80,0.80",90,,
br,aspirador de pó não liga,,,,,,20,0,0.00,0.33,,,,"0.27,0.27,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.36",,,
br,aspirador de pó não liga o que fazer,,,,,,,,,,,,,,,,
br,aspirador de pó não puxa,,,,,,10,0,0.00,0.33,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",,,
br,aspirador de pó não puxa o que fazer,,,,,,,,,,,,,,,,
br,aspirador de pó perdeu sucção,,,,,,,,,,,,,,,,
br,aspirador de pó perdeu sucção o que fazer,,,,,,,,,,,,,,,,
br,aspirador não liga,,,,,,0,0,0.00,0.33,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,,
br,aspirador não puxa,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,aspirador perdeu sucção,,,,,,,,,,,,,,,,
br,assistência técnica adega climatizada 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica air fryer,,,,,,260,7,0.21,0.22,193,Transactional,"Local Pack, Video, Video Carousel, People Also Ask, Related Searches","0.44,0.44,0.44,0.44,0.44,0.54,0.44,0.44,0.28,0.35,0.35,0.23",90,,
br,assistência técnica air fryer 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica air fryer electrolux,,,,,,20,0,0.18,0.44,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27",,,
br,assistência técnica air fryer perto de mim,,,,,,30,0,0.26,0.25,,,,"0.00,0.09,0.00,0.27,0.27,0.27,0.27,0.00,0.18,1.00,0.27,0.18",,,
br,assistência técnica airfryer,,,,,,40,0,0.31,0.20,,,,"0.71,0.00,0.57,0.42,0.28,0.57,0.42,0.28,0.71,1.00,0.57,0.57",,,
br,assistência técnica ar condicionado,,,,,,210,9,0.38,0.57,119,Commercial,"Video, Adwords Bottom, People Also Ask, Related Searches, Local Pack","0.02,0.02,0.03,0.02,0.03,0.07,0.04,0.24,0.08,0.05,0.04,0.03",90,,
br,assistência técnica ar condicionado 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado belo horizonte,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado belém,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado brasília,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado campinas,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado campo grande,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado caxias do sul,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado contagem,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado cuiabá,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado curitiba,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado duque de caxias,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado electrolux,,,,,,10,0,0.41,0.77,,,,"0.00,0.00,0.01,0.01,0.02,0.01,0.00,0.04,0.02,0.01,0.01,0.01",,,
br,assistência técnica ar condicionado florianópolis,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado fortaleza,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado goiânia,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado guarulhos,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado joinville,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado joão pessoa,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado londrina,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado maceió,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado manaus,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado maringá,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado natal,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado niterói,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado osasco,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado perto de mim,,,,,,50,0,0.97,0.84,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.82,0.64,0.64,0.11,0.11",,,
br,assistência técnica ar condicionado porto alegre,,,,,,0,0,0.71,0.98,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado recife,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica ar condicionado ribeirão preto,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado rio de janeiro,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado salvador,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado santo andré,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado santos,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado sorocaba,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado são bernardo do campo,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado são josé dos campos,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado são paulo,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado uberlândia,,,,,,,,,,,,,,,,
br,assistência técnica ar condicionado vitória,,,,,,,,,,,,,,,,
br,assistência técnica aspirador,,,,,,20,0,0.21,0.20,,,,"0.00,0.00,0.05,0.05,0.23,0.11,0.00,0.05,0.05,0.64,0.00,0.05",,,
br,assistência técnica aspirador de pó,,,,,,110,6,0.24,0.22,193,Commercial,"Local Pack, Reviews, Video, People Also Ask, Related Searches","0.28,0.43,0.43,0.28,0.17,0.23,0.17,0.10,0.23,0.28,0.17,0.28",90,,
br,assistência técnica aspirador de pó 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica aspirador de pó electrolux,,,,,,10,0,0.12,0.35,,,,"0.00,0.00,0.33,0.33,0.66,0.66,0.00,0.33,1.00,0.33,0.33,0.00",,,
br,assistência técnica aspirador de pó perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica autorizada,,,,,,480,16,0.34,0.25,124,Commercial,"Related Searches, Local Pack, Video, People Also Ask","0.66,0.66,0.66,0.66,0.81,0.54,0.66,0.66,1.00,0.66,0.54,0.36",90,,
br,assistência técnica autorizada adega climatizada,,,,,,,,,,,,,,,,
br,assistência técnica autorizada air fryer,,,,,,,,,,,,,,,,
br,assistência técnica autorizada ar condicionado,,,,,,,,,,,,,,,,
br,assistência técnica autorizada aspirador de pó,,,,,,,,,,,,,,,,
br,assistência técnica autorizada coifa,,,,,,,,,,,,,,,,
br,assistência técnica autorizada cooktop,,,,,,,,,,,,,,,,
br,assistência técnica autorizada fogão,,,,,,,,,,,,,,,,
br,assistência técnica autorizada forno elétrico,,,,,,,,,,,,,,,,
br,assistência técnica autorizada freezer,,,,,,,,,,,,,,,,
br,assistência técnica autorizada geladeira,,,,,,,,,,,,,,,,
br,assistência técnica autorizada lava e seca,,,,,,,,,,,,,,,,
br,assistência técnica autorizada lava louças,,,,,,,,,,,,,,,,
br,assistência técnica autorizada micro-ondas,,,,,,,,,,,,,,,,
br,assistência técnica autorizada máquina de lavar,,,,,,,,,,,,,,,,
br,assistência técnica autorizada purificador de água,,,,,,,,,,,,,,,,
br,assistência técnica autorizada secadora de roupas,,,,,,,,,,,,,,,,
br,assistência técnica coifa,,,,,,0,0,0.46,0.33,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica coifa 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica coifa perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica cooktop,,,,,,30,0,0.62,0.67,,,,"1.00,0.42,0.57,0.42,0.42,0.42,0.28,0.28,0.42,0.28,0.28,0.28",,,
br,assistência técnica cooktop 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica cooktop perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica electrolux,,,,,,5400,38,0.28,0.54,106,Navigational,"People Also Ask, Related Searches, Adwords Middle, AI Overview, Local Pack, Site Links, Adwords Bottom","0.44,0.44,0.36,0.29,0.36,0.36,0.44,0.29,0.44,0.24,0.44,0.44",20,,
br,assistência técnica eletrodomésticos belo horizonte,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos belém,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos brasília,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos campinas,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica eletrodomésticos campo grande,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos caxias do sul,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos contagem,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica eletrodomésticos cuiabá,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos curitiba,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,,
br,assistência técnica eletrodomésticos duque de caxias,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos florianópolis,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos fortaleza,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos goiânia,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos guarulhos,,,,,,40,0,0.30,0.56,,,,"0.09,0.09,0.12,0.12,0.12,0.12,0.15,0.12,0.15,0.12,0.12,0.15",,,
br,assistência técnica eletrodomésticos joinville,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos joão pessoa,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos londrina,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos maceió,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos manaus,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos maringá,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos natal,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos niterói,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos osasco,,,,,,20,0,0.25,0.62,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
br,assistência técnica eletrodomésticos porto alegre,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos recife,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos ribeirão preto,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos rio de janeiro,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica eletrodomésticos salvador,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos santo andré,,,,,,20,0,0.27,0.65,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,assistência técnica eletrodomésticos santos,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos sorocaba,,,,,,20,0,0.00,0.14,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,assistência técnica eletrodomésticos são bernardo do campo,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos são josé dos campos,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos são paulo,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica eletrodomésticos uberlândia,,,,,,,,,,,,,,,,
br,assistência técnica eletrodomésticos vitória,,,,,,,,,,,,,,,,
br,assistência técnica fogao,,,,,,70,0,0.52,0.52,,,,"0.12,0.21,0.43,0.21,0.53,0.15,0.15,0.21,0.28,0.03,0.15,0.15",,,
br,assistência técnica fogão,,,,,,140,26,0.55,0.45,197,Commercial,"Reviews, Video, People Also Ask, Related Searches, Local Pack","0.28,0.43,0.43,0.35,0.43,0.17,0.28,0.53,0.43,0.35,0.23,0.28",90,,
br,assistência técnica fogão 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica fogão belo horizonte,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica fogão belém,,,,,,,,,,,,,,,,
br,assistência técnica fogão brasília,,,,,,,,,,,,,,,,
br,assistência técnica fogão campinas,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica fogão campo grande,,,,,,,,,,,,,,,,
br,assistência técnica fogão caxias do sul,,,,,,,,,,,,,,,,
br,assistência técnica fogão contagem,,,,,,,,,,,,,,,,
br,assistência técnica fogão cuiabá,,,,,,,,,,,,,,,,
br,assistência técnica fogão curitiba,,,,,,,,,,,,,,,,
br,assistência técnica fogão duque de caxias,,,,,,,,,,,,,,,,
br,assistência técnica fogão electrolux,,,,,,50,0,0.39,0.71,,,,"0.12,0.35,0.17,0.12,0.05,0.07,0.07,0.07,0.07,0.05,0.07,0.28",,,
br,assistência técnica fogão florianópolis,,,,,,,,,,,,,,,,
br,assistência técnica fogão fortaleza,,,,,,,,,,,,,,,,
br,assistência técnica fogão goiânia,,,,,,,,,,,,,,,,
br,assistência técnica fogão guarulhos,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica fogão joinville,,,,,,,,,,,,,,,,
br,assistência técnica fogão joão pessoa,,,,,,,,,,,,,,,,
br,assistência técnica fogão londrina,,,,,,,,,,,,,,,,
br,assistência técnica fogão maceió,,,,,,,,,,,,,,,,
br,assistência técnica fogão manaus,,,,,,,,,,,,,,,,
br,assistência técnica fogão maringá,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica fogão natal,,,,,,,,,,,,,,,,
br,assistência técnica fogão niterói,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica fogão osasco,,,,,,,,,,,,,,,,
br,assistência técnica fogão perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica fogão porto alegre,,,,,,,,,,,,,,,,
br,assistência técnica fogão recife,,,,,,,,,,,,,,,,
br,assistência técnica fogão ribeirão preto,,,,,,,,,,,,,,,,
br,assistência técnica fogão rio de janeiro,,,,,,,,,,,,,,,,
br,assistência técnica fogão salvador,,,,,,,,,,,,,,,,
br,assistência técnica fogão santo andré,,,,,,,,,,,,,,,,
br,assistência técnica fogão santos,,,,,,,,,,,,,,,,
br,assistência técnica fogão sorocaba,,,,,,,,,,,,,,,,
br,assistência técnica fogão são bernardo do campo,,,,,,,,,,,,,,,,
br,assistência técnica fogão são josé dos campos,,,,,,,,,,,,,,,,
br,assistência técnica fogão são paulo,,,,,,,,,,,,,,,,
br,assistência técnica fogão uberlândia,,,,,,,,,,,,,,,,
br,assistência técnica fogão vitória,,,,,,,,,,,,,,,,
br,assistência técnica forno elétrico,,,,,,90,2,0.40,0.37,192,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.08,0.14,0.18,0.22,0.18,0.29,0.10,0.43,0.14,0.35,0.14,0.18",20,,
br,assistência técnica forno elétrico 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica forno elétrico perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica freezer,,,,,,10,0,0.76,0.50,,,,"0.00,0.57,0.28,0.14,0.14,0.28,0.14,0.28,0.00,0.00,0.00,0.14",,,
br,assistência técnica freezer 24 horas,,,,,,,,,,,,,,,,
br,assistência técnica freezer perto de mim,,,,,,,,,,,,,,,,
br,assistência técnica fritadeira air fryer,,,,,,,,,,,,,,,,
br,assistência técnica geladeira,,,,,,480,7,0.90,0.52,144,Commercial,"Related Searches, Local Pack, Video, People Also Ask","0.20,0.20,0.24,0.20,0.24,0.13,0.16,0.30,0.36,0.16,0.16,0.20",90,,
br,assistência técnica geladeira 24 horas,,,,,,20,0,0.56,0.69,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,assistência técnica geladeira belo horizonte,,,,,,,,,,,,,,,,
br,assistência técnica geladeira belém,,,,,,,,,,,,,,,,
br,assistência técnica geladeira brasília,,,,,,,,,,,,,,,,
br,assistência técnica geladeira campinas,,,,,,,,,,,,,,,,
br,assistência técnica geladeira campo grande,,,,,,,,,,,,,,,,
br,assistência técnica geladeira caxias do sul,,,,,,,,,,,,,,,,
br,assistência técnica geladeira contagem,,,,,,,,,,,,,,,,
br,assistência técnica geladeira cuiabá,,,,,,,,,,,,,,,,
br,assistência técnica geladeira curitiba,,,,,,,,,,,,,,,,
br,assistência técnica geladeira duque de caxias,,,,,,,,,,,,,,,,
br,assistência técnica geladeira electrolux,,,,,,480,30,0.70,0.71,174,Navigational,"Site Links, People Also Ask, Related Searches, Local Pack","0.25,0.25,0.20,0.25,0.20,0.31,0.25,0.37,0.31,0.20,0.31,0.46",20,,
br,assistência técnica geladeira florianópolis,,,,,,,,,,,,,,,,
br,assistência técnica geladeira fortaleza,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira goiânia,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira guarulhos,,,,,,,,,,,,,,,,
br,assistência técnica geladeira joinville,,,,,,,,,,,,,,,,
br,assistência técnica geladeira joão pessoa,,,,,,,,,,,,,,,,
br,assistência técnica geladeira londrina,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira maceió,,,,,,,,,,,,,,,,
br,assistência técnica geladeira manaus,,,,,,,,,,,,,,,,
br,assistência técnica geladeira maringá,,,,,,,,,,,,,,,,
br,assistência técnica geladeira natal,,,,,,,,,,,,,,,,
br,assistência técnica geladeira niterói,,,,,,,,,,,,,,,,
br,assistência técnica geladeira osasco,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira perto de mim,,,,,,110,6,0.80,0.73,143,Transactional,"Video, People Also Ask, Related Searches, AI Overview","0.33,0.52,0.23,0.52,0.52,0.52,0.33,1.00,0.80,0.52,0.66,0.52",90,,
br,assistência técnica geladeira porto alegre,,,,,,0,0,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira recife,,,,,,,,,,,,,,,,
br,assistência técnica geladeira ribeirão preto,,,,,,,,,,,,,,,,
br,assistência técnica geladeira rio de janeiro,,,,,,0,0,0.00,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira salvador,,,,,,,,,,,,,,,,
br,assistência técnica geladeira santo andré,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira santos,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira sorocaba,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,assistência técnica geladeira são bernardo do campo,,,,,,,,,,,,,,,,
br,assistência técnica geladeira são josé dos campos,,,,,,,,,,,,,,,,
br,assistência técnica geladeira são paulo,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
