Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,maquina de lavar consul,consul,,,,,6600,27,0.27,1.00,178,Transactional,"Popular Products, Related Searches, Short Videos, AI Overview, Site Links, Video, People Also Ask","0.36,0.36,0.36,0.29,0.29,0.24,0.36,0.24,0.36,0.29,0.24,0.36",20,,
br,maquina de lavar consul 12kg,consul,,,,,6600,26,0.26,1.00,169,Commercial,"Video Carousel, People Also Ask, Related Searches, Video, Adwords Bottom, Popular Products, AI Overview, Image Pack, Site Links","0.66,0.44,0.54,0.54,0.54,0.44,0.66,0.36,0.54,0.54,0.54,0.54",20,,
br,purificador consul,consul,,,,,6600,34,0.17,1.00,177,"Navigational, Transactional","Popular Products, Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask","0.54,0.36,0.44,0.44,0.44,0.54,0.81,0.54,0.66,0.44,0.54,0.44",20,,
br,consul filtro,consul,,,,,5400,26,0.25,1.00,193,"Informational, Transactional","Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.81,0.54,0.44,0.44,0.44,0.29,0.54,0.19,0.36,0.44,0.54,0.54",20,,
br,fogão consul,consul,,,,,5400,34,0.21,1.00,163,Transactional,"Popular Products, Related Searches, Image Pack, Site Links, Video, People Also Ask","0.29,0.24,0.29,0.24,0.29,0.36,0.54,0.24,0.29,0.29,0.36,0.24",20,,
br,geladeira consul 451 litros,consul,,,,,5400,26,0.18,1.00,163,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.66,0.44,0.81,0.66,0.54,0.66,0.66,0.54,0.44,0.36,0.19,0.16",20,,
br,geladeira inox consul,consul,,,,,5400,25,0.25,1.00,186,"Informational, Transactional","Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.44,0.54,0.54,0.66,0.66,0.54,0.66,0.54,0.66,0.44,0.66,0.54",20,,
br,purificador de água consul,consul,,,,,5400,30,0.13,1.00,191,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video Carousel, AI Overview","0.54,0.36,0.54,0.66,0.66,0.66,0.81,0.66,0.66,0.44,0.54,0.54",20,,
br,consul cervejeira,consul,,,,,4400,26,0.19,1.00,166,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.44,0.29,0.19,0.44,1.00,0.29,0.36,0.13,0.19,0.29,0.23,0.54",20,,
br,geladeira consul 340 litros,consul,,,,,4400,26,0.18,1.00,161,Informational,"Image Pack, People Also Ask, Popular Products, Knowledge Panel, Site Links, Reviews, Video, Adwords Bottom, Related Searches","0.36,0.44,0.29,0.44,0.24,0.19,0.29,0.24,0.36,0.19,0.24,0.36",20,,
br,geladeira consul 450 litros,consul,,,,,4400,29,0.17,1.00,167,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.19,0.24,0.24,0.19,0.16,0.13,0.19,0.16,0.13,0.10,0.13,0.13",20,,
br,loja consul,consul,,,,,4400,34,0.44,1.00,176,"Navigational, Commercial","Popular Products, Related Searches, Site Links, Reviews, Video, People Also Ask","0.36,0.36,0.36,0.36,0.29,0.44,0.44,0.54,0.44,0.36,0.44,0.36",20,,
br,maquina consul 12kg,consul,,,,,4400,25,0.19,1.00,171,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.66,0.54,0.66,0.54,0.44,0.54,0.66,0.54,0.66,0.66,0.66,0.66",20,,
br,máquina de lavar consul,consul,,,,,4400,26,0.27,1.00,195,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.07,0.07,0.16,0.29,0.08,0.20,0.08,0.05,0.07,0.07,0.05,1.00",20,,
br,máquina de lavar consul 12kg,consul,,,,,4400,25,0.18,1.00,175,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links","0.54,0.54,0.44,0.66,0.54,0.54,0.81,0.54,0.81,0.44,0.54,0.66",20,,
br,refrigerador consul,consul,,,,,4400,31,0.24,1.00,194,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.36,0.44,0.54,0.54,0.36,0.54,0.54,0.66,0.44,0.44,0.44",20,,
br,refrigerador consul frost free,consul,,,,,4400,29,0.23,1.00,10,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.13,0.16,0.16,0.16,0.36,0.66,0.36,0.36,0.36,0.01,0.08,1.00",20,,
br,bebedouro consul,consul,,,,,3600,27,0.15,1.00,194,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.66,0.54,0.54,0.54,0.66,0.54,0.66,0.54,0.81,0.54,0.54,0.43",20,,
br,consul cpb34as,consul,,,,,3600,26,0.16,1.00,166,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews","0.66,0.53,0.66,0.81,0.66,0.53,1.00,0.81,0.81,0.66,0.53,0.53",20,,
br,consul fogão,consul,,,,,3600,36,0.21,1.00,4130000,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Adwords Middle","0.24,0.24,0.16,0.13,0.36,0.44,0.08,0.19,0.13,0.13,0.19,0.29",20,,
br,consul frost free,consul,,,,,3600,28,0.27,1.00,165,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.43,0.43,0.43,0.54,0.54,0.43,0.66,0.54,0.54,0.54,0.54,0.54",20,,
br,controle ar condicionado consul,consul,,,,,3600,25,0.06,1.00,164,Informational,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.24,0.29,0.24,0.24,0.29,0.29,0.36,0.66,0.44,0.36,0.29,0.24",20,,
br,fogão consul 4 bocas inox,consul,,,,,3600,21,0.18,1.00,165,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.66,0.43,0.54,0.43,0.54,0.54,0.66,0.43,0.54,0.28,0.43,0.54",20,,
br,geladeira consul 386 litros,consul,,,,,3600,23,0.16,1.00,163,Commercial,"Related Searches, Knowledge Panel, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.44,0.36,0.44,0.44,0.36,0.36,0.44,0.29,0.36,0.10,0.16,0.19",20,,
br,geladeira consul antiga,consul,,,,,3600,23,0.07,0.98,240,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.53,0.66,0.66,0.53,0.66",20,,
br,lavadora consul 12kg,consul,,,,,3600,25,0.21,1.00,165,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Adwords Middle, Site Links, Video","0.44,0.29,0.29,0.36,0.36,0.36,0.44,0.29,0.36,0.29,0.36,0.36",20,,
br,maquina de lavar consul 9kg,consul,,,,,3600,24,0.22,1.00,167,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.54,0.54,0.66,0.43,0.43,0.43,0.54,0.43,0.54,0.43,0.54,0.36",20,,
br,microondas consul 20 litros,consul,,,,,3600,26,0.12,1.00,162,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Site Links","0.66,0.66,0.66,0.66,0.53,0.53,0.66,0.66,0.66,0.44,0.53,0.66",20,,
br,microondas consul 32 litros,consul,,,,,3600,25,0.15,1.00,161,"Informational, Commercial","Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.66,0.43,0.54,0.66,0.54,0.43,0.66,1.00,0.66,0.36,0.54,0.66",20,,
br,refil filtro consul,consul,,,,,3600,29,0.17,1.00,178,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches, Local Pack","0.35,0.35,0.54,0.54,0.44,0.54,0.54,0.44,0.54,0.44,0.54,0.54",20,,
br,refrigerador frost free consul,consul,,,,,3600,25,0.23,1.00,173,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Site Links, Video","0.10,0.05,0.08,0.05,0.05,0.05,0.07,0.13,0.04,0.10,0.20,0.29",20,,
br,site consul,consul,,,,,3600,43,0.62,1.00,166,"Navigational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches","0.36,0.43,0.66,0.66,0.43,0.66,1.00,0.54,0.43,0.43,0.43,0.43",20,,
br,assistencia tecnica consul,consul,,,,,2900,17,0.29,0.56,107,Navigational,"Reviews, People Also Ask, Related Searches, Site Links","0.43,0.28,0.43,0.28,0.36,0.36,0.28,0.43,0.54,0.36,0.43,0.43",20,,
br,climatizador consul,consul,,,,,2900,27,0.07,1.00,10,"Informational, Commercial","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.03,0.05,0.05,0.05,0.10,0.08,0.10,0.29,0.16,0.07,0.07,0.04",20,,
br,consul 12kg,consul,,,,,2900,24,0.25,1.00,168,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Site Links, Video, Video Carousel","0.43,0.54,0.54,0.54,0.43,0.43,0.66,0.43,0.54,0.43,0.43,0.43",20,,
br,consul fogão 4 bocas,consul,,,,,2900,29,0.17,1.00,187,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.36,0.10,0.16,0.19,0.24,0.36,0.24,0.24,0.16,0.10,0.36,0.44",20,,
br,consul geladeira inox,consul,,,,,2900,24,0.25,1.00,167,Transactional,"Video, Popular Products, Related Searches, AI Overview, Site Links, Reviews","0.08,0.24,0.05,0.19,0.44,0.13,0.08,0.66,0.36,0.54,0.66,0.54",20,,
br,consul loja,consul,,,,,2900,32,0.44,1.00,187,Navigational,"Site Links, Video, People Also Ask, Related Searches, Knowledge Panel","0.43,0.43,0.54,0.54,0.43,0.43,0.43,0.54,0.43,0.24,0.43,0.43",20,,
br,consul máquina de lavar,consul,,,,,2900,26,0.27,1.00,180,Commercial,"Related Searches, Site Links, Reviews, Video, People Also Ask, Popular Products","0.07,0.24,0.19,0.29,0.29,0.36,0.13,0.10,0.24,0.13,0.29,0.36",20,,
br,consula cnpj,consul,,,,,2900,70,0.20,0.02,107,Informational,"Video, Related Searches, Image Pack, Reviews","0.53,0.35,0.66,0.44,0.44,0.44,0.53,0.66,0.53,0.53,0.66,0.53",75,,
br,cooktop 4 bocas consul,consul,,,,,2900,25,0.12,1.00,169,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.43,0.43,0.66,0.66,0.43,0.54,0.43,0.24,0.28,0.15,0.43,0.24",20,,
br,cooktop consul 4 bocas,consul,,,,,2900,20,0.12,1.00,151,Commercial,"Site Links, People Also Ask, Popular Products, Related Searches","0.54,0.23,0.35,0.54,0.35,0.35,0.35,0.23,0.29,0.29,0.35,0.35",20,,
br,e-consular,consul,,,,,2900,36,1.08,0.33,107,Navigational,"Video, Related Searches","0.23,0.29,0.44,1.00,0.35,0.23,0.44,0.12,0.16,0.16,0.29,0.35",60,,
br,filtro consul refil,consul,,,,,2900,24,0.18,1.00,198,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.36,0.36,0.43,0.54,0.43,0.43,0.36,0.36,0.43,0.36,0.43,0.43",20,,
br,filtro geladeira consul,consul,,,,,2900,25,0.12,1.00,205,"Informational, Commercial","Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.66,0.66,0.53,0.53,0.53,0.44,0.44,0.35,0.53,0.44,0.35,0.35",20,,
br,fogao 4 bocas consul,consul,,,,,2900,30,0.17,1.00,190,Transactional,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.19,0.10,0.29,0.16,0.16,0.24,0.19,0.24,0.16,0.36,0.19,0.24",20,,
br,fogao consul 4 bocas,consul,,,,,2900,28,0.17,1.00,191,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.15,0.23,0.36,0.13,0.15,0.23,0.19,0.23,0.23,0.29,0.44,0.15",20,,
br,freezer consul 309 litros,consul,,,,,2900,26,0.19,1.00,162,Informational,"Knowledge Panel, Site Links, Video, Popular Products, Related Searches, Image Pack, Reviews, Video Carousel, People Also Ask","0.44,0.44,0.53,0.35,0.53,0.44,0.53,0.53,0.66,0.44,0.53,0.66",20,,
br,freezer consul 534 litros,consul,,,,,2900,26,0.25,1.00,169,Commercial,"Site Links, People Also Ask, Popular Products, Related Searches","0.35,0.44,0.44,0.35,0.53,0.53,0.66,0.66,0.66,0.44,0.53,0.44",20,,
br,geladeira consul duplex,consul,,,,,2900,25,0.20,1.00,193,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.53,0.53,0.53,0.53,0.44,0.29,0.53,0.66,0.66,0.35,0.53,0.53",20,,
br,geladeira consul inverse,consul,,,,,2900,27,0.19,1.00,191,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.29,0.23,0.35,0.23,0.35,0.35,0.66,0.54,0.44,0.54,0.44,0.44",20,,
br,geladeira pequena consul,consul,,,,,2900,25,0.12,1.00,212,Informational,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.13,0.10,0.13,0.10,0.36,0.44,0.54,0.44,0.44,0.44,0.54,0.44",20,,
br,maquina de lavar roupa consul,consul,,,,,2900,27,0.21,1.00,192,Transactional,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.43,0.28,0.66,0.36,0.43,0.28,0.66,0.54,0.54,0.36,0.43,0.28",20,,
br,maquina de lavar roupa consul 12kg,consul,,,,,2900,25,0.21,1.00,191,Commercial,"Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.54,0.35,0.35,0.35,0.23,0.35,0.54,0.44,0.44,0.35,0.35,0.35",20,,
br,máquina de lavar roupa consul,consul,,,,,2900,24,0.21,1.00,211,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.28,0.36,0.81,0.36,0.28,0.36,0.81,0.43,0.54,0.43,0.36,0.43",20,,
br,ar condicionado consul 7500,consul,,,,,2400,25,0.14,1.00,191,Informational,"Popular Products, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.13,0.10,0.13,0.19,0.24,0.19,0.24,0.54,0.44,0.19,0.16,0.16",20,,
br,caesar consul,consul,,,,,2400,50,0.00,0.33,185,Informational,"Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Related Searches","0.80,0.52,0.52,0.44,0.66,0.80,0.80,0.44,0.44,0.52,0.66,0.66",70,,
br,cervejeira consul 82 litros,consul,,,,,2400,26,0.18,1.00,161,"Informational, Transactional","Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Video, People Also Ask","0.43,0.36,0.43,0.43,0.43,0.54,1.00,0.81,0.65,0.43,0.54,0.54",20,,
br,cervejeira consul titanium,consul,,,,,2400,23,0.24,1.00,151,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.23,0.19,0.19,0.19,0.15,0.13,0.36,0.23,0.19,0.13,0.15,0.13",20,,
br,cervejeira da consul,consul,,,,,2400,24,0.19,1.00,161,Informational,"Popular Products, Adwords Middle, Image Pack, Site Links, Reviews, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.19,0.13,0.23,0.19,0.23,0.23,0.10,0.23,0.15,0.54,0.15,0.81",20,,
br,consul bebedouro,consul,,,,,2400,25,0.15,1.00,204,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.43,0.43,0.36,0.43,0.54,0.65,0.81,0.65,0.65,0.43,0.65,0.65",20,,
br,consul facilite,consul,,,,,2400,31,0.21,1.00,182,Informational,"Site Links, Video Carousel, Popular Products, Video, Adwords Bottom, People Also Ask, Related Searches, Short Videos, Image Pack","0.65,0.54,0.54,0.65,0.65,0.43,0.65,0.54,0.54,0.36,0.54,0.43",20,,
br,consul facilite geladeira frost free,consul,,,,,2400,18,0.11,1.00,160,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.66,0.36,0.52,0.36,0.52,0.66,0.80,0.66,0.80,0.80,0.80,0.66",20,,
br,consul fogão 5 bocas,consul,,,,,2400,23,0.16,1.00,162,Transactional,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.19,0.24,0.05,0.36,0.24,0.66,0.16,0.24,0.24,0.16,0.24,0.24",20,,
br,consul geladeira duplex,consul,,,,,2400,24,0.20,1.00,173,Informational,"Related Searches, Image Pack, Site Links, Video, Video Carousel, Popular Products","0.24,0.35,0.08,0.29,0.24,0.35,0.66,0.66,0.53,0.66,0.66,0.66",20,,
br,consul geladeira frost free,consul,,,,,2400,24,0.23,1.00,172,Transactional,"Image Pack, Site Links, Reviews, Video Carousel, People Also Ask, Popular Products, Related Searches, Adwords Middle","0.36,0.15,0.43,0.43,0.36,0.28,0.54,0.54,0.43,0.43,0.43,0.43",20,,
br,consul geladeira pequena,consul,,,,,2400,34,0.12,1.00,220,"Informational, Transactional","Reviews, Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.13,0.13,0.29,0.15,0.15,0.29,0.10,0.08,0.10,0.08,0.44,0.36",20,,
br,consul service,consul,,,,,2400,26,0.00,0.18,161,Informational,"Video, Video Carousel, People Also Ask, Related Searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.24,0.81,1.00",75,,
br,consul site,consul,,,,,2400,41,0.62,1.00,160,"Navigational, Commercial","Site Links, Reviews, People Also Ask, Related Searches","0.43,0.36,0.36,0.36,0.24,0.24,0.54,0.43,0.43,0.19,0.36,0.28",20,,
br,controle do ar condicionado consul,consul,,,,,2400,26,0.06,1.00,162,"Informational, Transactional","Reviews, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Video, Video Carousel, Site Links","0.19,0.36,0.19,0.24,0.08,0.10,0.19,1.00,0.54,0.66,0.54,0.43",20,,
br,cooktop 5 bocas consul,consul,,,,,2400,19,0.13,1.00,183,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.28,0.43,0.43,0.43,0.28,0.36,0.54,0.24,0.36,0.36,0.36,0.28",20,,
br,e consular,consul,,,,,2400,36,1.08,0.33,106,Navigational,"Video, Related Searches","0.54,0.65,0.65,0.65,0.10,0.29,0.43,0.36,0.43,0.43,1.00,0.36",75,,
br,fogao consul 5 bocas,consul,,,,,2400,22,0.16,1.00,190,Transactional,"Related Searches, Image Pack, Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Popular Products","0.15,0.36,0.08,0.13,0.07,0.10,0.19,0.23,0.23,0.15,0.19,0.10",20,,
br,fogao consul mesa de vidro,consul,,,,,2400,25,0.18,1.00,164,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.43,0.36,0.36,0.28,0.36,0.43,0.54,0.36,0.36,0.24,0.28,0.19",20,,
br,fogão 4 bocas consul inox,consul,,,,,2400,22,0.18,1.00,163,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.13,0.35,0.66,0.44,0.66,0.44,0.66,0.53,0.53,0.29,0.53,0.53",20,,
br,fogão 4 bocas inox consul,consul,,,,,2400,24,0.18,1.00,163,Informational,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.24,0.24,0.53,0.35,0.53,0.29,0.66,0.44,0.53,0.35,0.66,0.35",20,,
br,fogão 6 bocas consul,consul,,,,,2400,24,0.15,1.00,161,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.54,0.54,0.54,0.54,0.43,0.36,0.81,0.54,0.43,0.36,0.36,0.43",20,,
br,fogão consul 6 bocas,consul,,,,,2400,24,0.15,1.00,163,"Informational, Transactional","Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video","0.44,0.44,0.53,0.44,0.18,0.35,0.66,0.35,0.35,0.29,0.44,0.35",20,,
br,fogão da consul,consul,,,,,2400,24,0.21,1.00,174,Commercial,"AI Overview, Image Pack, Site Links, Video, Popular Products, Related Searches","0.19,0.10,0.13,0.36,0.29,0.36,0.24,0.16,0.24,0.10,0.36,0.29",20,,
br,freezer consul vertical,consul,,,,,2400,22,0.20,1.00,184,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.36,0.24,0.28,0.36,0.28,0.36,0.43,0.43,0.36,0.36,0.43,0.43",20,,
br,geladeira 450 litros consul,consul,,,,,2400,26,0.17,1.00,161,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview","0.23,0.29,0.54,0.23,0.10,0.08,0.12,0.44,0.35,0.35,0.44,0.44",20,,
br,geladeira antiga consul,consul,,,,,2400,27,0.07,0.98,219,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.24,0.04,0.81,0.53,0.53,0.44,0.44,0.35,0.66,0.35,0.44,0.53",20,,
br,geladeira consul 410 litros,consul,,,,,2400,21,0.18,1.00,163,Informational,"Knowledge Panel, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.43,0.43,0.36,0.36,0.43,0.54,0.43,0.36,0.24,0.24,0.19",20,,
