Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,lave linge haier noir,haier,,,,,90,20,0.00,0.00,170,Informational,"Image Pack, Reviews, Video, Related Searches","1.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00",90,,
br,refrigerateur congelateur haier,haier,,,,,90,0,0.00,0.00,,,,"0.01,0.00,0.00,0.00,0.00,0.29,1.00,0.02,0.00,0.00,0.00,0.00",,,
br,ar-condicionado portátil haier,haier,,,,,90,0,0.06,0.98,,,,"0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.07,0.05,0.07",,,
br,congelateur haier,haier,,,,,50,0,0.00,0.33,,,,"1.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04",,,
br,frigo haier froid ventile,haier,,,,,70,0,0.00,0.00,,,,"1.00,0.54,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.00",,,
br,geladeira haier,haier,,,,,90,0,0.16,1.00,,,,"0.09,0.09,0.19,0.52,0.09,0.14,0.19,0.09,0.52,0.66,1.00,1.00",,,
br,haier fridge,haier,,,,,70,0,0.00,1.00,,,,"1.00,1.00,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",,,
br,haier télévision,haier,,,,,70,0,0.05,0.99,,,,"0.00,0.00,1.00,0.00,0.78,1.00,0.78,0.00,1.00,1.00,0.00,0.00",,,
br,lave linge haier 12 kg,haier,,,,,50,0,0.00,0.00,,,,"1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,refrigerateur haier hb18fgsaaa,haier,,,,,50,0,0.00,0.33,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06",,,
br,ar condicionado haier 12000 btus,haier,,,,,50,0,0.07,1.00,,,,"0.05,0.03,0.02,0.02,0.05,0.05,0.03,0.06,0.08,0.05,0.01,0.03",,,
br,ar condicionado haier portátil,haier,,,,,50,0,0.06,1.00,,,,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.36,0.15,0.02,0.02,0.02",,,
br,frigo americain haier,haier,,,,,40,0,0.00,0.00,,,,"1.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,frigo haier,haier,,,,,50,0,0.00,0.33,,,,"1.00,0.08,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04",,,
br,haier air conditioner,haier,,,,,50,0,0.00,0.09,,,,"0.80,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
br,haier air conditioning,haier,,,,,50,0,0.00,0.09,,,,"0.41,1.00,0.82,1.00,0.23,0.05,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,haier corp,haier,,,,,50,0,0.00,0.33,,,,"0.14,0.14,0.14,0.14,0.14,0.78,0.78,1.00,0.14,0.14,0.14,0.14",,,
br,haier elegance,haier,,,,,50,0,0.00,0.33,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.52,1.00,0.52,0.09,0.09,0.09",,,
br,haier fridges,haier,,,,,40,0,0.00,0.25,,,,"0.42,1.00,0.23,0.09,0.33,0.09,0.09,0.09,0.00,0.00,0.00,0.00",,,
br,haier group,haier,,,,,50,0,0.00,0.33,,,,"0.23,0.23,0.11,0.11,0.11,0.64,1.00,0.82,0.17,0.11,0.17,0.11",,,
br,haier group corporation,haier,,,,,50,0,0.00,0.33,,,,"0.14,0.14,0.14,0.14,0.14,0.78,0.78,1.00,0.14,0.14,0.14,0.14",,,
br,haier hcp 168,haier,,,,,50,0,0.00,0.00,,,,"0.82,0.64,0.11,0.11,0.23,1.00,0.11,0.52,0.11,0.00,0.00,0.00",,,
br,lave linge haier,haier,,,,,50,0,0.00,0.33,,,,"1.00,0.05,0.05,0.05,0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.05",,,
br,lave linge haier silencieux,haier,,,,,50,0,0.00,0.00,,,,"1.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,lave vaisselle haier,haier,,,,,40,0,0.00,0.00,,,,"1.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,lave vaisselle haier gris,haier,,,,,50,0,0.00,0.00,,,,"1.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,ar condicionado portátil haier 12000 btus,haier,,,,,40,0,0.05,0.98,,,,"0.02,0.02,0.02,0.04,0.02,0.02,0.00,0.19,0.15,0.02,0.02,0.06",,,
br,ar portatil haier,haier,,,,,40,0,0.05,0.98,,,,"0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.29,0.22,0.04,0.04,0.04",,,
br,frigo americain haier noir,haier,,,,,40,0,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,haier ac,haier,,,,,30,0,0.00,0.09,,,,"0.29,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,haier ar condicionado portátil,haier,,,,,40,0,0.05,1.00,,,,"0.05,0.02,0.02,0.02,0.04,0.02,0.05,0.15,0.09,0.02,0.02,0.02",,,
br,haier company logo,haier,,,,,40,0,0.00,0.33,,,,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,1.00,1.00",,,
br,haier electronics,haier,,,,,50,0,0.00,0.33,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.81,1.00,1.00,1.00",,,
br,haier eletrodomésticos,haier,,,,,40,0,0.11,0.85,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,1.00,1.00",,,
br,haier hw100 b14979u1,haier,,,,,30,0,0.00,0.00,,,,"0.36,1.00,0.18,0.36,0.18,0.18,0.81,0.18,0.18,0.00,0.00,0.00",,,
br,haier logo,haier,,,,,50,0,0.00,0.33,,,,"0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.78,0.78",,,
br,haier lumiere,haier,,,,,40,0,0.00,0.10,,,,"1.00,0.50,0.14,0.14,0.14,0.28,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,haier refrigerators,haier,,,,,30,0,0.00,0.55,,,,"0.64,1.00,0.17,0.05,0.41,0.05,0.11,0.00,0.00,0.00,0.00,0.00",,,
br,lave linge sechant haier,haier,,,,,40,0,0.00,0.00,,,,"1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,servicio tecnico haier,haier,,,,,30,0,0.00,0.00,,,,"0.80,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,adega haier,haier,,,,,40,0,0.12,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,1.00",,,
br,ar condicionado haier é bom,haier,,,,,30,0,0.00,0.97,,,,"0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.08,0.03,0.03,0.03",,,
br,ar condicionado portátil haier é bom,haier,,,,,30,0,0.05,1.00,,,,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.02,0.02,0.02,0.02",,,
br,ceo haier,haier,,,,,30,0,0.00,0.33,,,,"0.50,0.50,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,controle remoto ar condicionado haier,haier,,,,,30,0,0.09,0.44,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18",,,
br,filtre frigo americain haier,haier,,,,,20,0,0.00,0.00,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,haier 50 inch led,haier,,,,,30,0,0.00,0.38,,,,"1.00,0.14,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,haier airco,haier,,,,,20,0,0.00,0.00,,,,"0.78,1.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,haier appliances,haier,,,,,20,0,0.00,0.11,,,,"0.33,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.33,0.22,0.22,0.22",,,
br,haier castro,haier,,,,,30,0,0.00,0.05,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.78,1.00,0.14,0.35,0.35,0.14",,,
br,haier china,haier,,,,,30,0,0.00,0.33,,,,"0.40,0.40,0.40,0.40,1.00,0.80,0.60,0.40,0.40,0.40,0.40,0.40",,,
br,haier com refrigerator,haier,,,,,30,0,0.00,0.00,,,,"0.11,0.52,0.41,0.23,0.11,0.41,0.11,0.23,0.11,0.00,0.00,0.00",,,
br,haier dishwasher,haier,,,,,30,0,0.00,0.33,,,,"1.00,0.71,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
br,haier europe,haier,,,,,30,0,0.00,0.33,,,,"0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,haier fridge freezer,haier,,,,,30,0,0.00,0.33,,,,"1.00,0.77,0.22,0.22,0.11,0.22,0.33,0.22,0.22,0.22,0.22,0.22",,,
br,haier hwd100 bp14939,haier,,,,,20,0,0.00,0.00,,,,"0.22,0.22,0.22,0.77,1.00,0.22,0.22,0.22,0.22,0.00,0.00,0.00",,,
br,haier roland garros,haier,,,,,30,0,0.00,0.33,,,,"0.09,1.00,0.00,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.00,0.09",,,
br,haier smart home,haier,,,,,30,0,0.00,0.04,,,,"0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02",,,
br,haier television,haier,,,,,30,0,0.06,0.88,,,,"0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.35,0.78,1.00,0.21,0.21",,,
br,hong haier,haier,,,,,20,0,0.00,0.33,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,lave linge hublot haier hw90-b14636n,haier,,,,,30,0,0.00,0.00,,,,"1.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,marca haier,haier,,,,,40,0,0.16,0.43,,,,"0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",,,
br,refrigerateur haier multiporte,haier,,,,,10,0,0.00,0.00,,,,"0.64,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,12000 btu haier,haier,,,,,20,0,0.00,0.99,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.14,0.14,0.00,0.14",,,
br,50 inch tv haier,haier,,,,,20,0,0.00,0.33,,,,"1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,55c11 haier,haier,,,,,20,0,0.00,0.33,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.50,0.50",,,
br,ac haier ac,haier,,,,,20,0,0.00,0.35,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,ac unit haier,haier,,,,,20,0,0.00,0.35,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,adega climatizada haier,haier,,,,,20,0,0.00,1.00,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,,
br,adega haier 36 garrafas,haier,,,,,20,0,0.11,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,adega haier 42 garrafas,haier,,,,,20,0,0.07,1.00,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
br,adega haier 42 garrafas manual,haier,,,,,20,0,0.00,0.03,,,,"0.22,0.22,0.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
br,adega haier assistencia tecnica,haier,,,,,20,0,0.36,0.89,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,adega haier manual,haier,,,,,20,0,0.00,0.33,,,,"0.22,0.00,0.22,0.22,0.00,0.22,0.00,0.22,0.22,0.22,0.22,0.22",,,
br,air conditioner portable haier,haier,,,,,20,0,0.00,0.50,,,,"0.11,0.00,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,air haier,haier,,,,,10,0,0.14,1.00,,,,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00",,,
br,aire acondicionado haier,haier,,,,,20,0,0.00,0.67,,,,"0.33,0.55,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
br,airfryer haier,haier,,,,,20,0,0.00,0.89,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,ar condicionado 12000 btus haier,haier,,,,,20,0,0.04,1.00,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.00,0.00,0.09,0.09,0.09",,,
