Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,fogão brastemp 5 bocas,brastemp,,,,,14800,32,0.16,1.00,176,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video Carousel, People Also Ask","0.67,0.54,0.36,0.54,0.54,0.29,0.54,0.44,0.44,0.54,0.44,0.54",20,,
br,frigobar brastemp retro,brastemp,,,,,14800,25,0.23,1.00,91,"Informational, Transactional","Site Links, Adwords Bottom, Popular Products, Related Searches, AI Overview","0.54,0.20,0.36,0.20,0.29,0.36,0.54,0.36,0.29,0.20,0.29,0.29",20,,
br,lava e seca brastemp,brastemp,,,,,14800,29,0.22,1.00,182,"Informational, Transactional","AI Overview, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.44,0.54,0.54,0.54,0.54,0.36,0.66,0.44,0.44,0.66,0.44,0.54",20,,
br,máquina de lavar brastemp,brastemp,,,,,14800,33,0.26,1.00,192,Commercial,"People Also Ask, Popular Products, Related Searches, Short Videos, AI Overview, Site Links, Video","0.44,0.44,0.36,0.44,0.36,0.36,0.36,0.36,0.36,0.36,0.44,0.44",20,,
br,cooktop 5 bocas brastemp,brastemp,,,,,12100,27,0.16,1.00,166,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.44,0.54,0.66,0.54,0.44,0.54,0.66,0.44,0.54,0.36,0.54,0.44",20,,
br,fogão brastemp 4 bocas,brastemp,,,,,12100,30,0.12,1.00,172,"Informational, Transactional","Reviews, Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.66,0.66,0.66,0.44,0.44,0.44,0.54,0.54,0.44,0.44,0.44,0.54",20,,
br,geladeira brastemp 375 litros,brastemp,,,,,12100,29,0.26,1.00,164,"Informational, Commercial","Adwords Middle, Site Links, Video, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Image Pack, Video Carousel, Popular Products","0.54,0.36,0.44,0.36,0.36,0.66,0.66,0.54,0.54,0.36,0.36,0.36",20,,
br,lava louças brastemp 8 serviços,brastemp,,,,,12100,33,0.25,1.00,165,Informational,"Video Carousel, Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products, AI Overview, Knowledge Panel","0.36,0.36,0.67,0.44,0.36,0.29,0.44,0.44,0.36,0.29,0.29,0.29",20,,
br,brastemp site,brastemp,,,,,9900,36,0.70,1.00,0,Navigational,"People Also Ask, Popular Products, Related Searches, Site Links","0.54,0.66,1.00,0.66,0.54,0.36,0.54,0.66,0.44,0.44,0.36,0.66",20,,
br,geladeira brastemp 588 litros,brastemp,,,,,9900,34,0.21,1.00,162,"Informational, Transactional","Image, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Video","0.44,0.44,0.54,0.44,0.54,0.54,0.81,0.66,0.44,0.36,0.36,0.19",20,,
br,geladeira brastemp inox,brastemp,,,,,9900,36,0.28,1.00,164,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches, Image Pack","0.54,0.54,0.54,0.44,0.44,0.54,0.66,0.44,0.66,0.29,0.54,0.44",20,,
br,microondas brastemp 32 litros,brastemp,,,,,9900,28,0.17,1.00,162,"Informational, Transactional","Popular Products, Related Searches, Site Links, Reviews, Video, People Also Ask","0.44,0.44,0.44,0.44,0.36,0.29,0.54,0.36,0.36,0.36,0.36,0.44",20,,
br,site brastemp,brastemp,,,,,9900,32,0.70,1.00,0,Navigational,"Site Links, People Also Ask, Popular Products, Related Searches","0.54,0.44,0.66,0.54,0.44,0.44,0.66,0.44,0.44,0.36,0.54,0.36",20,,
br,assistencia tecnica brastemp,brastemp,,,,,8100,20,0.43,0.56,106,Navigational,"People Also Ask, Related Searches, AI Overview, Knowledge Panel, Site Links, Reviews, Adwords Top, Adwords Bottom","0.54,0.66,0.36,0.36,0.44,0.54,0.44,0.44,0.54,0.44,0.54,0.36",20,,
br,brastemp b blend,brastemp,,,,,8100,34,0.14,1.00,183,"Navigational, Commercial","People Also Ask, Popular Products, Related Searches, Adwords Middle, Image Pack, Site Links, Video, Adwords Top","0.08,0.04,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.03,0.04",20,,
br,brastemp inverse,brastemp,,,,,8100,35,0.31,1.00,169,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, Popular Products, Adwords Middle, People Also Ask, Related Searches","0.29,0.29,0.29,0.29,0.29,0.44,0.44,0.44,0.44,0.36,0.44,0.44",20,,
br,brastemp maquina de lavar,brastemp,,,,,8100,33,0.39,1.00,196,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.44,0.29,0.36,0.29,0.29,0.24,0.54,0.36,0.44,0.36,0.44,0.54",20,,
br,fogao brastemp,brastemp,,,,,8100,31,0.18,1.00,185,"Navigational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.29,0.19,0.36,0.19,0.19,0.24,0.36,0.29,0.24,0.13,0.36,0.36",20,,
br,fogão 6 bocas brastemp,brastemp,,,,,8100,26,0.12,1.00,162,Commercial,"Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video, People Also Ask","0.81,0.36,0.66,0.54,0.54,0.54,0.66,0.36,0.44,0.44,0.54,0.54",20,,
br,geladeira 3 portas brastemp,brastemp,,,,,8100,26,0.31,1.00,178,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.36,0.44,0.66,0.54,0.54,0.66,1.00,0.81,1.00,0.66,0.81,0.44",20,,
br,geladeira brastemp 3 portas,brastemp,,,,,8100,30,0.31,1.00,179,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack","0.36,0.44,0.54,0.44,0.36,0.54,0.66,0.54,0.66,0.54,0.66,0.54",20,,
br,geladeira inox brastemp,brastemp,,,,,8100,35,0.28,1.00,172,"Informational, Transactional","Related Searches, Image Pack, Site Links, People Also Ask, Popular Products","0.54,0.36,0.66,0.54,0.54,0.66,0.81,0.54,0.66,0.44,0.66,0.54",20,,
br,geladeira inverse brastemp,brastemp,,,,,8100,30,0.24,1.00,168,"Informational, Transactional","Adwords Bottom, People Also Ask, AI Overview, Image Pack, Reviews, Video, Popular Products, Related Searches, Site Links","0.36,0.29,0.44,0.44,0.44,0.54,0.44,0.54,0.66,0.44,0.44,0.54",20,,
br,lava louças 8 serviços brastemp,brastemp,,,,,8100,36,0.25,1.00,171,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.19,0.19,0.66,0.36,0.19,0.24,0.44,0.44,0.54,0.16,0.19,0.44",20,,
br,lavadora brastemp,brastemp,,,,,8100,37,0.27,1.00,187,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.36,0.36,0.36,0.44,0.29,0.24,0.44,0.29,0.36,0.29,0.29,0.29",20,,
br,máquina de lavar brastemp 15kg,brastemp,,,,,8100,23,0.19,1.00,172,Informational,"Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel","0.54,0.54,0.66,0.44,0.54,0.54,0.66,0.36,0.36,0.36,0.44,0.44",20,,
br,secadora de roupas brastemp,brastemp,,,,,8100,26,0.22,1.00,166,"Informational, Transactional","People Also Ask, Popular Products, AI Overview, Image Pack, Video Carousel, Related Searches, Short Videos, Site Links, Reviews, Video","0.44,0.81,0.36,0.24,0.16,0.16,0.19,0.16,0.16,0.16,0.19,0.24",20,,
br,adega brastemp,brastemp,,,,,6600,27,0.33,1.00,177,"Navigational, Transactional","Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Popular Products, Site Links, Reviews","0.44,0.44,0.44,0.44,0.44,0.44,0.66,0.44,0.44,0.29,0.36,0.44",20,,
br,cooktop 4 bocas brastemp,brastemp,,,,,6600,30,0.10,1.00,129,"Informational, Transactional","Related Searches, Image Pack, Site Links, People Also Ask, Popular Products","0.54,0.54,0.54,0.54,0.54,0.54,0.66,0.36,0.44,0.36,0.44,0.44",20,,
br,cooktop brastemp,brastemp,,,,,6600,31,0.17,1.00,196,"Navigational, Transactional","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.36,0.44,0.44,0.44,0.36,0.54,0.54,0.29,0.36,0.36,0.36,0.36",20,,
br,cooktop brastemp 5 bocas,brastemp,,,,,6600,30,0.15,1.00,139,"Informational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches, Adwords Middle, Image Pack","0.54,0.44,0.54,0.54,0.54,0.66,0.81,0.54,0.54,0.54,0.66,0.66",20,,
br,fogão brastemp 6 bocas,brastemp,,,,,6600,26,0.12,1.00,165,"Informational, Transactional","People Also Ask, Related Searches, Image Pack, Site Links, Video","0.36,0.54,0.54,0.29,0.36,0.24,0.54,0.36,0.29,0.24,0.29,0.36",20,,
br,forno de embutir brastemp,brastemp,,,,,6600,26,0.19,1.00,161,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.66,0.54,0.66,0.66,0.66,0.54,0.66,0.54,0.54,0.44,0.54,0.54",20,,
br,frigobar retro brastemp,brastemp,,,,,6600,27,0.23,1.00,168,"Navigational, Transactional","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.16,0.29,0.44,0.36,0.36,0.54,0.36,0.29,0.36,0.24,0.54,0.29",20,,
br,maquina de lavar brastemp 13 kg,brastemp,,,,,6600,27,0.22,1.00,167,"Informational, Transactional","AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.54,0.36,0.54,0.44,0.19,0.54,0.66,0.44,0.54,0.29,0.29,0.44",20,,
br,maquina de lavar louça brastemp,brastemp,,,,,6600,35,0.20,1.00,183,"Informational, Transactional","Image Pack, Reviews, Video, Popular Products, Site Links, Video Carousel, People Also Ask, Related Searches, AI Overview","0.66,0.81,1.00,0.66,0.66,0.54,1.00,0.66,0.66,0.44,0.54,0.54",20,,
br,máquina de lavar brastemp 11kg,brastemp,,,,,6600,26,0.13,1.00,167,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.54,0.44,0.54,0.36,0.44,0.36,0.36,0.36,0.44,0.44,0.44,0.36",20,,
br,refrigerador brastemp,brastemp,,,,,6600,36,0.22,1.00,188,"Informational, Transactional","Image Pack, Site Links, Reviews, People Also Ask, Popular Products, Related Searches, AI Overview","0.36,0.36,0.44,0.29,0.36,0.36,0.44,0.44,0.44,0.29,0.29,0.44",20,,
br,secadora brastemp,brastemp,,,,,6600,27,0.27,1.00,163,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.36,0.81,0.54,0.24,0.24,0.24,0.24,0.19,0.24,0.19,0.19,0.24",20,,
br,adega brastemp 12 garrafas,brastemp,,,,,5400,27,0.19,1.00,167,Informational,"Site Links, Video, People Also Ask, Popular Products, AI Overview, Knowledge Panel, Image Pack, Video Carousel, Related Searches","0.66,0.81,0.81,0.66,0.66,0.54,0.81,0.54,0.54,0.44,0.66,0.54",20,,
br,autorizada brastemp,brastemp,,,,,5400,31,0.35,0.58,168,Navigational,"Related Searches, Local Pack, Site Links, People Also Ask","0.54,0.66,0.54,0.54,0.54,0.54,0.36,0.54,0.66,0.44,0.44,0.44",20,,
br,b blend brastemp,brastemp,,,,,5400,35,0.14,1.00,166,Commercial,"Related Searches, Image Pack, Site Links, Video, Adwords Top, Adwords Bottom, People Also Ask","0.08,0.04,0.05,0.05,0.04,0.03,0.07,0.07,0.08,0.03,0.03,0.03",20,,
br,brastemp fogao,brastemp,,,,,5400,31,0.18,1.00,185,"Navigational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.44,0.24,0.29,0.19,0.19,0.29,0.29,0.19,0.29,0.44,0.24,0.29",20,,
br,brastemp lava e seca,brastemp,,,,,5400,30,0.22,1.00,176,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews","0.54,0.24,0.44,0.36,0.36,0.19,0.12,0.24,0.44,0.54,0.36,0.29",20,,
br,forno eletrico brastemp,brastemp,,,,,5400,26,0.14,1.00,174,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.36,0.44,0.54,0.36,0.36,0.44,0.44,0.36,0.36,0.29,0.29,0.36",20,,
br,frigobar da brastemp,brastemp,,,,,5400,24,0.19,1.00,171,"Informational, Transactional","Site Links, Video, Popular Products, Related Searches, AI Overview, Image Pack","0.04,0.03,0.05,0.13,0.04,0.05,1.00,0.16,0.29,0.36,0.81,1.00",20,,
br,geladeira brastemp ative,brastemp,,,,,5400,31,0.12,1.00,168,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.54,0.66,0.54,0.54,0.66,0.54,0.54,0.54,0.54,0.54,0.44,0.54",20,,
br,lava louça brastemp 8 serviços,brastemp,,,,,5400,33,0.25,1.00,160,Informational,"Adwords Middle, AI Overview, Video, Popular Products, Knowledge Panel, Image Pack, Site Links, Video Carousel, People Also Ask, Related Searches","0.36,0.29,0.19,0.36,0.29,0.36,0.29,0.24,0.36,0.19,0.24,0.36",20,,
br,lava louças brastemp 10 serviços,brastemp,,,,,5400,31,0.25,1.00,164,Informational,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.66,0.66,0.81,0.66,0.54,0.54,1.00,0.44,0.66,0.44,0.66,0.54",20,,
br,lava louças brastemp 14 serviços,brastemp,,,,,5400,26,0.24,1.00,169,"Informational, Transactional","AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.54,0.54,0.54,0.66,0.44,0.54,0.66,0.36,0.44,0.36,0.44,0.54",20,,
br,loja brastemp,brastemp,,,,,5400,31,0.39,1.00,174,"Navigational, Commercial","Site Links, Reviews, Video, Popular Products, Related Searches","0.36,0.36,0.44,0.36,0.36,0.36,0.44,0.29,0.29,0.29,0.24,0.29",20,,
br,maquina de lavar roupa brastemp,brastemp,,,,,5400,31,0.17,1.00,163,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video","0.19,0.19,0.44,0.36,0.24,0.36,0.29,0.19,0.36,0.36,0.24,0.44",20,,
br,máquina de lavar brastemp 13kg,brastemp,,,,,5400,26,0.25,1.00,169,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.54,0.44,0.44,0.54,0.54,0.54,0.81,0.44,0.44,0.29,0.36,0.36",20,,
br,site da brastemp,brastemp,,,,,5400,36,0.70,1.00,10,"Navigational, Commercial","Image Pack, Site Links, People Also Ask, Related Searches","0.54,0.81,0.81,0.66,0.66,0.81,1.00,0.66,0.66,0.54,0.81,0.66",20,,
br,assistência técnica brastemp,brastemp,,,,,4400,16,0.43,0.56,107,"Navigational, Transactional","Knowledge Panel, Site Links, Reviews, People Also Ask, Related Searches","0.29,0.44,0.44,0.36,0.44,0.36,0.36,0.54,0.44,0.36,0.44,0.36",20,,
br,brastemp 13kg,brastemp,,,,,4400,27,0.33,1.00,170,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.54,0.36,0.44,0.44,0.44,0.36,0.54,0.36,0.36,0.29,0.36,0.29",20,,
br,brastemp inox geladeira,brastemp,,,,,4400,32,0.28,1.00,179,"Informational, Transactional","Image Pack, Site Links, Reviews, Popular Products, Related Searches","0.03,0.04,0.03,0.24,0.10,0.06,1.00,0.54,0.36,0.44,0.54,0.66",20,,
br,brastemp loja,brastemp,,,,,4400,32,0.39,1.00,169,Navigational,"Adwords Top, Adwords Bottom, Related Searches, Site Links, Reviews, Video","0.66,0.44,0.66,0.54,0.54,0.54,1.00,0.54,0.54,0.44,0.54,0.44",20,,
br,brastemp secadora,brastemp,,,,,4400,27,0.27,1.00,165,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask","0.44,1.00,0.54,0.29,0.36,0.29,0.29,0.29,0.29,0.23,0.36,0.36",20,,
br,fogão brastemp 4 bocas inox,brastemp,,,,,4400,25,0.15,1.00,168,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.54,0.36,0.36,0.44,0.36,0.44,0.54,0.36,0.36,0.36,0.44,0.54",20,,
br,fogão brastemp 5 bocas inox,brastemp,,,,,4400,36,0.18,1.00,10,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.44,0.44,0.36,0.36,0.44,0.44,0.66,0.44,0.29,0.29,0.36,0.36",20,,
br,forno brastemp,brastemp,,,,,4400,31,0.18,1.00,172,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.44,0.66,0.54,0.54,0.54,0.66,0.66,0.44,0.44,0.35,0.44,0.44",20,,
br,forno brastemp de embutir,brastemp,,,,,4400,41,0.19,1.00,160,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.36,0.54,0.44,0.44,0.54,0.36,0.44,0.54,0.36,0.36,0.44",20,,
br,freezer vertical brastemp,brastemp,,,,,4400,26,0.21,1.00,173,"Informational, Transactional","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.54,0.43,0.66,0.66,0.54,0.81,0.81,0.81,1.00,0.54,0.66,0.66",20,,
br,freezer vertical da brastemp,brastemp,,,,,4400,23,0.21,1.00,160,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, Popular Products, Related Searches, AI Overview","0.66,0.35,0.35,0.23,0.54,0.66,0.54,0.81,0.54,0.66,1.00,0.66",20,,
br,lava louça brastemp 10 serviços,brastemp,,,,,4400,33,0.25,1.00,161,Informational,"Related Searches, AI Overview, Knowledge Panel, Site Links, Reviews, People Also Ask, Popular Products, Video, Video Carousel","0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54,0.66,0.36,0.54,0.54",20,,
br,lava louça brastemp 14 serviços,brastemp,,,,,4400,25,0.24,1.00,158,"Informational, Transactional","Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.66,0.66,0.81,0.54,0.44,0.54,0.54,0.35,0.44,0.29,0.54,0.44",20,,
br,lava louças brastemp 15 serviços,brastemp,,,,,4400,33,0.29,1.00,173,Commercial,"Site Links, Reviews, Video, Adwords Bottom, Popular Products, Related Searches, AI Overview, Adwords Top, Video Carousel, People Also Ask, Short Videos","0.54,0.54,1.00,0.81,0.54,0.66,1.00,0.54,0.81,0.66,0.81,0.81",20,,
br,lavadora brastemp 13kg,brastemp,,,,,4400,26,0.26,1.00,170,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.54,0.44,0.44,0.44,0.36,0.23,0.66,0.19,0.36,0.29,0.23,0.29",20,,
br,maquina brastemp,brastemp,,,,,4400,39,0.29,1.00,144,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video","0.66,0.66,0.54,0.35,0.44,0.54,0.54,0.44,0.54,0.44,0.54,0.66",20,,
br,maquina brastemp 13kg,brastemp,,,,,4400,30,0.25,1.00,162,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links","0.66,0.54,0.81,0.54,0.44,0.44,0.81,0.54,0.66,0.54,0.44,0.54",20,,
br,maquina de lavar brastemp 13kg,brastemp,,,,,4400,25,0.25,1.00,174,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.54,0.35,0.44,0.81,0.44,0.44,0.66,0.54,0.66,0.35,0.54,0.35",20,,
br,máquina de lavar brastemp 12kg,brastemp,,,,,4400,21,0.17,1.00,168,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.16,0.13,0.13,0.13,0.10,0.10,0.10,0.08,0.07,0.08,0.10,0.10",20,,
br,purificador de agua brastemp,brastemp,,,,,4400,34,0.24,1.00,167,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Reviews, Video, People Also Ask","0.44,0.23,0.44,0.36,0.36,0.36,0.36,0.29,0.44,0.29,0.36,0.23",20,,
br,bblend brastemp,brastemp,,,,,3600,28,0.14,1.00,166,Navigational,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.44,0.24,0.10,0.16,0.13,0.10,0.07,0.13,0.10,0.16,0.13,0.16",20,,
br,brastemp assistencia tecnica,brastemp,,,,,3600,19,0.43,0.56,108,Navigational,"Local Pack, Site Links, People Also Ask, Related Searches","0.29,0.16,0.08,0.16,0.08,0.16,0.08,0.36,0.54,0.36,0.19,0.29",20,,
br,brastemp assistência técnica,brastemp,,,,,3600,51,0.43,0.56,108,Navigational,"Local Pack, Site Links, People Also Ask, Related Searches","0.19,0.04,0.44,0.19,0.24,0.10,0.44,0.07,0.07,0.19,0.08,0.05",20,,
br,brastemp ative,brastemp,,,,,3600,27,0.21,1.00,185,Informational,"People Also Ask, Popular Products, Related Searches, Adwords Middle, Image Pack, Site Links, Video, Video Carousel","0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.43,0.54,0.43",20,,
br,brastemp frigobar,brastemp,,,,,3600,27,0.19,1.00,169,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.66,0.24,0.29,0.19,0.10,0.19,0.16,0.08,0.12,0.10,0.54,0.44",20,,
br,brastemp frost free,brastemp,,,,,3600,34,0.39,1.00,167,"Informational, Transactional","Reviews, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.44,0.35,0.44,0.54,0.44,0.44,0.54,0.54,0.44,0.35,0.35,0.54",20,,
br,brastemp geladeira frost free,brastemp,,,,,3600,33,0.26,1.00,167,"Informational, Transactional","Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.10,0.10,0.13,0.19,0.10,0.04,0.19,0.10,0.16,0.16,0.66,0.29",20,,
br,brastemp geladeira inverse,brastemp,,,,,3600,33,0.26,1.00,169,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.19,0.10,0.05,0.03,0.13,0.36,0.19,0.36,0.29,0.08,0.29,0.54",20,,
br,brastemp lava loucas 8 servicos,brastemp,,,,,3600,28,0.25,1.00,155,Informational,"Image Pack, Site Links, Reviews, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Video, Video Carousel, AI Overview","0.66,0.66,0.36,0.54,0.43,0.43,1.00,0.36,0.66,0.43,0.54,0.43",20,,
br,brastemp lava louças,brastemp,,,,,3600,32,0.25,1.00,178,"Navigational, Transactional","Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.08,0.10,0.13,0.13,0.19,0.19,0.66,0.03,0.08,0.16,0.24,0.29",20,,
