Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,televize hisense 65,Hisense,,,,,1300,24,0.09,1.00,138000,"Informational, Commercial","AI Overview, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.20,0.54,0.79,0.54,0.66,0.66,1.00,0.66,0.54,0.54,0.79,0.66",20,,
br,ar condicionado portatil hisense 12000 btus,Hisense,,,,,1000,19,0.12,1.00,166,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.02,0.00,0.01,0.01,0.02,0.05,0.13,1.00,1.00,0.18,0.10,0.13",20,,
br,hisense 50 tvs,Hisense,,,,,1000,21,0.09,1.00,171,Commercial,"People Also Ask, Popular Products, Related Searches, Site Links, Video, Video Carousel","0.00,0.41,0.54,0.36,0.36,0.54,1.00,0.66,0.54,0.41,0.66,0.66",20,,
br,hisense fernseher 55,Hisense,,,,,1000,21,0.11,1.00,2990000,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.30,0.55,0.81,0.81,0.55,0.62,1.00,0.81,0.62,0.45,0.62,0.81",20,,
br,hisense geladeira,Hisense,,,,,1000,28,0.14,1.00,165,"Navigational, Commercial","Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.31,0.52,0.68,0.68,0.25,0.31,1.00,0.84,0.84,0.46,0.68,0.68",20,,
br,hisense lava e seca,Hisense,,,,,1000,24,0.18,1.00,167,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.37,0.37,0.46,0.68,0.52,0.52,0.68,0.68,1.00,0.52,0.68,0.68",20,,
br,hisense u7q,Hisense,,,,,1000,27,0.08,1.00,169,Informational,"Site Links, Reviews, Video, Related Searches","0.00,0.00,0.00,0.07,0.03,0.04,1.00,0.52,0.52,0.44,0.66,0.66",20,,
br,television hisense 50,Hisense,,,,,1000,21,0.09,1.00,190,Commercial,"Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.00,0.41,0.54,0.36,0.36,0.54,1.00,0.66,0.54,0.41,0.66,0.66",20,,
br,television hisense 65,Hisense,,,,,1000,19,0.08,1.00,193,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links","0.20,0.54,0.79,0.54,0.66,0.66,1.00,0.66,0.54,0.54,0.79,0.66",20,,
br,ar hisense,Hisense,,,,,880,21,0.10,1.00,184,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.11,0.08,0.08,0.08,0.16,0.20,0.24,0.82,1.00,0.34,0.24,0.30",20,,
br,hisense ar condicionado portatil,Hisense,,,,,880,31,0.11,1.00,168,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.03,0.03,0.03,0.03,0.05,0.08,0.10,1.00,1.00,0.24,0.13,0.16",20,,
br,hisense q6n,Hisense,,,,,880,36,0.09,1.00,163,Informational,"Site Links, Reviews, Video Carousel, Related Searches, Knowledge Panel, Image Pack, Video, Image, People Also Ask","0.37,0.52,0.68,0.52,0.37,0.37,0.52,0.25,0.25,0.16,0.20,0.13",20,,
br,hisense televisions,Hisense,,,,,880,25,0.09,1.00,175,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.20,1.00,0.52,0.46,0.37,0.37,0.52,0.46,0.37,0.25,0.37,0.25",20,,
br,marca hisense,Hisense,,,,,880,26,0.19,1.00,169,Informational,"Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.24,0.36,0.45,0.45,0.36,0.81,1.00,0.81,0.55,0.30,0.45,0.45",20,,
br,ar condicionado hisense portatil,Hisense,,,,,720,21,0.11,1.00,181,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.03,0.03,0.02,0.04,0.04,0.05,0.08,1.00,0.66,0.16,0.07,0.07",20,,
br,ar condicionado janela hisense,Hisense,,,,,720,24,0.13,1.00,166,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.10,0.10,0.13,0.13,0.24,0.24,0.36,0.79,0.79,0.36,0.20,0.36",20,,
br,ar portatil hisense,Hisense,,,,,720,17,0.10,1.00,166,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.01,0.01,0.01,0.01,0.04,0.05,0.08,1.00,0.80,0.10,0.07,0.08",20,,
br,hisense frigobar,Hisense,,,,,720,21,0.10,1.00,162,"Informational, Transactional","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.02,0.00,0.00,0.00,0.68,0.84,1.00,0.68,0.52,0.31,0.37,0.37",20,,
br,lava e seca hisense 11kg,Hisense,,,,,720,18,0.19,1.00,168,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.25,0.13,0.31,0.31,0.25,0.25,1.00,0.46,0.68,0.46,0.68,0.68",20,,
br,ar condicionado de janela hisense,Hisense,,,,,590,28,0.11,1.00,168,Commercial,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack","0.08,0.07,0.05,0.13,0.13,0.08,0.36,1.00,0.66,0.20,0.07,0.24",20,,
br,ar condicionado hisense 8500,Hisense,,,,,590,29,0.09,1.00,190,Commercial,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.07,0.05,0.03,0.07,0.01,0.11,0.20,0.04,0.24,0.11,0.11,0.05",20,,
br,consumo ar condicionado hisense portatil 12000 btus,Hisense,,,,,590,21,0.00,0.00,187,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Video Carousel","1.00,0.00,0.00",20,,
br,hisense 9000 btu inverter manual,Hisense,,,,,590,0,0.00,0.00,81,Informational,"AI Overview, Video, People Also Ask, Related Searches","1.00,0.00,0.00,0.00",,,
br,hisense c2 ultra,Hisense,,,,,590,20,0.12,1.00,172,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.05,0.16,0.52,1.00,0.46,0.31,0.25,0.25,0.31,0.25,0.31,0.25",20,,
br,hisense reclame aqui,Hisense,,,,,590,33,0.00,0.33,161,Navigational,"Site Links, People Also Ask, Related Searches","0.24,0.30,0.36,0.30,0.30,0.30,1.00,0.62,0.45,0.20,0.20,0.20",20,,
br,hisense u6n,Hisense,,,,,590,26,0.10,1.00,161,Commercial,"Site Links, Reviews, People Also Ask, Popular Products, Video, Image, Video Carousel, Related Searches, Image Pack","0.25,0.25,0.25,0.31,0.25,0.52,0.68,0.31,0.25,0.08,0.13,0.13",20,,
br,hisense u8n,Hisense,,,,,590,34,0.11,1.00,162,"Informational, Commercial","Adwords Middle, AI Overview, Reviews, Video, Video Carousel, Related Searches, Site Links, People Also Ask, Popular Products","0.72,1.00,1.00,0.88,0.59,0.48,0.59,0.32,0.26,0.21,0.21,0.21",20,,
br,maquina lava e seca hisense,Hisense,,,,,590,23,0.20,1.00,166,Informational,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.36,0.36,0.67,0.54,0.44,0.54,0.81,0.81,0.81,0.81,1.00,0.81",20,,
br,refrigerador hisense,Hisense,,,,,590,30,0.15,1.00,165,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.36,0.30,0.36,0.36,0.20,0.45,0.67,0.76,1.00,0.55,0.45,0.45",20,,
br,ar condicionado 12000 btus hisense,Hisense,,,,,480,20,0.13,1.00,161,Commercial,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video Carousel","0.08,0.13,0.20,0.20,0.16,0.24,0.55,1.00,1.00,0.36,0.30,0.45",20,,
br,ar condicionado hisense 12000 btus,Hisense,,,,,480,20,0.13,1.00,160,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.13,0.04,0.03,0.07,0.08,0.13,0.20,0.79,0.54,0.16,0.16,0.20",20,,
br,ar hisense é bom,Hisense,,,,,480,31,0.08,1.00,164,Informational,"Video, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links","0.08,0.06,0.08,0.08,0.20,0.24,0.45,1.00,0.81,0.24,0.36,0.30",20,,
br,geladeira hisense botton rb-52w,Hisense,,,,,480,21,0.16,1.00,163,"Informational, Transactional","Short Videos, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.13,0.08,0.16,1.00,0.16,0.24,0.30,0.30,0.55,0.13,0.06,0.05",20,,
br,hisense 55 tvs,Hisense,,,,,480,17,0.11,1.00,164,Commercial,"Related Searches, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products","0.26,0.72,0.26,0.88,0.59,0.59,0.72,1.00,0.72,0.48,0.02,0.72",20,,
br,hisense brasil,Hisense,,,,,480,40,0.18,0.97,165,"Navigational, Commercial","Site Links, Adwords Top, Video Carousel, People Also Ask, Related Searches, Short Videos, Video, Adwords Bottom, Popular Products","0.16,0.46,0.25,0.16,0.25,0.20,0.31,0.31,0.25,0.25,0.16,0.16",20,,
br,ar condicionado hisense 9000 btu,Hisense,,,,,390,21,0.10,1.00,159,"Informational, Commercial","AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.10,0.08,0.08,0.08,0.13,0.16,0.00,1.00,0.62,0.36,0.00,0.36",20,,
br,ar condicionado hisense 9000 btus,Hisense,,,,,390,11,0.10,1.00,188,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.11,0.09,0.14,0.09,0.21,0.21,0.59,1.00,1.00,0.26,0.72,0.72",20,,
br,assistência técnica hisense,Hisense,,,,,390,12,0.28,0.15,103,"Informational, Transactional","Site Links, Video, People Also Ask, Related Searches","0.54,0.36,0.67,0.44,0.29,0.19,0.23,0.81,0.36,0.54,0.67,0.19",20,,
br,frigobar hisense 90 litros,Hisense,,,,,390,13,0.11,1.00,168,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.13,0.20,0.24,0.45,0.30,0.36,0.55,0.30,0.10,0.06,0.16,0.16",20,,
br,hisense 100,Hisense,,,,,390,24,0.15,1.00,172,Commercial,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Short Videos, Site Links, Related Searches, AI Overview","0.07,0.88,1.00,0.21,1.00,0.26,0.39,0.14,0.11,0.09,0.14,0.11",20,,
br,hisense ap-12cwbrnps01,Hisense,,,,,390,20,0.19,1.00,160,Informational,"Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products","0.00,0.00,0.00,0.00,0.05,0.04,0.00,1.00,0.44,0.07,0.05,0.03",20,,
br,hisense miniled,Hisense,,,,,390,22,0.09,1.00,170,Transactional,"Popular Products, Related Searches, Reviews, Video, Video Carousel, People Also Ask","0.07,0.48,0.32,0.03,0.21,0.17,1.00,0.48,0.48,0.32,0.48,0.59",75,,
br,hisense televízió,Hisense,,,,,390,31,0.09,1.00,145000,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Reviews, Video","0.66,0.00,0.00,0.00,0.16,0.20,0.20,0.00,0.00,0.00,0.00,0.27",20,,
br,ar condicionado hisense inverter,Hisense,,,,,320,19,0.13,1.00,185,"Informational, Commercial","AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.05,0.06,0.08,0.05,0.10,0.10,0.16,0.55,1.00,0.36,0.20,0.20",20,,
br,ar condicionado portatil hisense é bom,Hisense,,,,,320,23,0.08,1.00,168,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.02,0.01,0.02,0.04,0.07,0.05,0.10,0.79,0.41,0.10,0.05,0.04",20,,
br,ar condicionado portátil hisense 12000 btu,Hisense,,,,,320,18,0.12,1.00,186,Commercial,"Popular Products, Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask","0.08,0.10,0.08,0.08,0.13,0.20,0.20,1.00,0.76,0.16,0.16,0.16",20,,
br,ar condicionado portátil hisense é bom,Hisense,,,,,320,22,0.08,1.00,165,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.00,0.00,0.00,0.02,0.07,0.08,0.08,1.00,0.68,0.11,0.03,0.05",20,,
br,ar-condicionado de janela hisense,Hisense,,,,,320,20,0.11,1.00,162,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.00,0.00,0.00,0.00,0.08,0.36,0.00,0.30,0.62,0.45,0.55,0.30",20,,
br,ar-condicionado portátil hisense,Hisense,,,,,320,21,0.12,1.00,163,Commercial,"Popular Products, Related Searches, Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.00,0.00,0.00,0.00,0.07,0.12,0.00,0.16,0.12,0.00,0.00,0.01",20,,
br,geladeira hisense inverter,Hisense,,,,,320,21,0.15,1.00,164,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.15,0.12,0.19,0.29,0.29,0.36,0.54,0.81,1.00,0.66,0.66,0.81",20,,
br,hisense 10000 btu,Hisense,,,,,320,23,0.09,1.00,161,Commercial,"Popular Products, Related Searches, Site Links, Video, People Also Ask","0.07,0.03,0.02,0.03,0.03,0.05,0.07,0.11,0.31,0.08,0.07,0.07",20,,
br,hisense 116ux,Hisense,,,,,320,30,0.11,1.00,168,Informational,"Related Searches, Short Videos, Video, Image, Video Carousel, People Also Ask","0.02,0.04,0.04,0.04,0.81,1.00,0.54,0.81,0.66,0.44,0.44,0.54",75,,
br,hisense 12.000 btus wi-fi,Hisense,,,,,320,25,0.00,0.00,161,"Informational, Commercial","Related Searches, AI Overview, Site Links, Video, People Also Ask, Popular Products","1.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,hisense 58,Hisense,,,,,320,16,0.09,1.00,165,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.10,0.08,0.10,0.06,0.08,0.16,1.00,0.36,0.16,0.16,0.20,0.16",20,,
br,hisense assistencia tecnica,Hisense,,,,,320,20,0.28,0.15,107,"Informational, Transactional","Video, Adwords Bottom, People Also Ask, Related Searches","0.66,0.66,0.81,1.00,0.15,0.54,0.29,0.12,0.12,0.05,0.06,0.09",90,,
br,hisense aw-10cwbrvgu02,Hisense,,,,,320,23,0.12,1.00,154,"Informational, Commercial","Site Links, People Also Ask, Popular Products, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.02,0.00,0.00,0.00",20,,
br,hisense freezer,Hisense,,,,,320,16,0.12,1.00,167,"Informational, Commercial","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.28,0.35,0.35,0.44,0.28,0.66,0.81,0.81,0.66,0.44,0.54,0.35",20,,
br,hisense q7q,Hisense,,,,,320,26,0.08,1.00,183,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Video","0.03,0.01,0.01,0.01,0.01,0.01,0.24,0.16,0.67,1.00,0.76,1.00",20,,
br,hisense u7 pro,Hisense,,,,,320,23,0.08,1.00,164,Commercial,"Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.01,0.01,0.01,0.01,0.11,0.07,0.08,1.00,0.31,0.25,0.25,0.31",20,,
br,hisense u7n 55,Hisense,,,,,320,27,0.07,1.00,163,Commercial,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","1.00,0.44,0.44,0.36,0.44,0.66,0.81,0.36,0.23,0.09,0.09,0.12",20,,
br,lavadora hisense,Hisense,,,,,320,20,0.16,1.00,164,"Informational, Commercial","Related Searches, Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.43,0.43,0.66,0.66,0.54,0.66,1.00,0.66,0.66,0.43,0.54,0.54",20,,
br,maquina de lavar hisense,Hisense,,,,,320,21,0.18,1.00,163,Informational,"Site Links, Video Carousel, People Also Ask, Short Videos, AI Overview, Reviews, Video, Popular Products, Related Searches","0.44,0.44,0.54,0.19,0.19,0.09,1.00,0.81,0.81,0.44,0.81,0.66",20,,
br,marca hisense é boa ar condicionado,Hisense,,,,,320,21,0.09,1.00,165,Informational,"Related Searches, Short Videos, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.05,0.06,0.08,0.08,0.16,0.20,0.55,1.00,0.45,0.13,0.13,0.16",20,,
br,máquina de lavar hisense é boa,Hisense,,,,,320,25,0.12,1.00,170,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview","0.29,0.29,0.44,1.00,0.44,0.36,0.44,0.36,0.36,0.44,0.36,0.44",90,,
br,12000 btu hisense,Hisense,,,,,260,13,0.12,1.00,164,Commercial,"Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.00,0.05,0.00,0.04,0.10,0.13,0.16,1.00,0.36,0.00,0.00,0.16",20,,
br,a marca hisense é boa,Hisense,,,,,260,23,0.08,1.00,173,Informational,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.15,0.23,0.36,0.36,0.23,0.44,1.00,0.54,0.54,0.19,0.36,0.36",90,,
br,ar condicionado hisense 12.000 btus,Hisense,,,,,260,13,0.13,1.00,187,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.08,0.08,0.10,0.24,0.30,0.16,0.16,0.36,0.20,0.20,0.20,0.24",20,,
br,ar condicionado hisense janela,Hisense,,,,,260,20,0.13,1.00,176,Commercial,"Reviews, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.02,0.01,0.02,0.03,0.03,0.03,0.05,0.10,0.13,0.05,0.05,0.04",20,,
br,ar hisense 10000,Hisense,,,,,260,14,0.09,1.00,190,"Informational, Commercial","Related Searches, Short Videos, Site Links, Popular Products, AI Overview, Reviews, Video, Video Carousel, People Also Ask","0.09,0.07,0.07,0.11,0.14,0.21,0.26,0.59,0.72,0.32,0.21,0.14",20,,
br,ar-condicionado hisense,Hisense,,,,,260,14,0.11,1.00,166,Informational,"Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.00,0.00,0.00,0.00,0.13,0.00,0.04,0.20,0.22,0.03,0.05,0.08",20,,
br,ar-condicionado hisense 8500,Hisense,,,,,260,16,0.11,1.00,186,Commercial,"Short Videos, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.00,0.00,0.00,0.00,0.30,0.20,0.00,1.00,0.00,0.24,0.24,0.16",20,,
br,assistencia tecnica hisense,Hisense,,,,,260,12,0.28,0.15,103,"Informational, Transactional","Video, People Also Ask, Related Searches","0.35,0.43,0.53,0.53,0.53,0.43,0.66,1.00,1.00,0.53,0.43,0.66",90,,
br,como configurar o ar condicionado hisense para gelar,Hisense,,,,,260,29,0.00,0.33,107,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.02,0.02,0.02,0.02,0.04,0.11,0.14,1.00,0.88,0.48,0.32,0.26",90,,
br,controle ar condicionado hisense,Hisense,,,,,260,23,0.05,1.00,1540000,Informational,"Reviews, People Also Ask, Popular Products, Video, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links","0.23,0.35,0.23,0.23,0.23,0.44,0.35,1.00,0.81,0.54,0.54,0.44",20,,
br,geladeira hisense botton rb 52w,Hisense,,,,,260,23,0.16,1.00,167,Informational,"Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.66,0.54,0.81,1.00,0.66,0.66,1.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeiras hisense,Hisense,,,,,260,24,0.13,1.00,163,"Navigational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.00,0.08,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00",20,,
br,hisense 12000 btu,Hisense,,,,,260,21,0.12,1.00,166,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.05,0.06,0.08,0.05,0.08,0.16,0.20,1.00,0.55,0.16,0.20,0.20",20,,
br,hisense 12000 btus,Hisense,,,,,260,21,0.12,1.00,162,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.00,0.06,0.00,0.05,0.10,0.13,0.20,1.00,0.45,0.00,0.08,0.16",20,,
br,hisense 65,Hisense,,,,,260,19,0.11,1.00,160,"Informational, Commercial","AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.18,0.54,0.66,0.54,0.54,0.54,1.00,0.66,0.54,0.29,0.66,0.54",20,,
br,hisense assistência técnica,Hisense,,,,,260,22,0.28,0.15,105,"Informational, Transactional","Video, People Also Ask, Related Searches","0.14,0.17,0.05,0.04,0.17,0.39,1.00,0.07,0.39,0.48,0.04,0.59",90,,
br,hisense inverter,Hisense,,,,,260,13,0.13,1.00,162,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.05,0.06,0.06,0.08,0.08,0.10,0.13,0.55,1.00,0.20,0.16,0.13",20,,
br,hisense lava e seca é boa,Hisense,,,,,260,25,0.11,1.00,164,Informational,"Popular Products, Related Searches, Short Videos, AI Overview, Reviews, Video, Video Carousel, People Also Ask","0.35,0.43,0.66,0.43,0.54,0.81,1.00,0.54,0.54,0.35,0.54,0.54",90,,
br,hisense marca,Hisense,,,,,260,27,0.19,1.00,149,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.01,0.11,0.07,0.07,0.20,0.04,1.00,0.00,0.20,0.00,0.00,0.08",20,,
br,hisense téléviseur,Hisense,,,,,260,32,0.09,1.00,168,"Informational, Transactional","Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,1.00",20,,
